adjust_temp,ApplStandard,Brand,Cap,Country,Decl Stand Heat,Depth,Gross Store Cap,Heating Elements,Height,Label-MEPSNZ,Model No,Family Name,N-Standard,N-Standard_MEPS,Sold_in,Submit_ID,SubmitStatus,tot_expan_valves,tot_feed_tanks,tot_hotwat_fittings,TPR Valves,Type,vent_displacement,Width,ExpDate,GrandDate,Product Class,Availability Status,Product Website,Representative Brand URL
True,Greenhouse and Energy Minimum Standards (Electric Water Heaters) Determination 2012,Bradford Hot Water,250,China,2.64,0.0,270.0,0,1475.0,,CSREHF250S36,CSREHF250S,,,Australia,106254,Approved,0,0,0,1,Unvented/Displacement (max >120kPA),,0.0,2022-04-04,,Class 1,Unavailable,http://www.rinnai.com.au/,
True,Greenhouse and Energy Minimum Standards (Electric Water Heaters) Determination 2012,Bradford Hot Water,250,China,2.64,0.0,270.0,0,1475.0,,CSREHF250S48,CSREHF250S,,,Australia,106254,Approved,0,0,0,1,Unvented/Displacement (max >120kPA),,0.0,2022-04-04,,Class 1,Unavailable,http://www.rinnai.com.au/,
True,Greenhouse and Energy Minimum Standards (Electric Water Heaters) Determination 2012,Bradford Hot Water,315,China,2.92,0.0,330.0,0,1762.0,,CSREHF315S,CSREHF315S,,,Australia,106257,Approved,0,0,0,1,Unvented/Displacement (max >120kPA),,0.0,2022-04-10,,Class 1,Unavailable,http://www.rinnai.com.au/,
True,Greenhouse and Energy Minimum Standards (Electric Water Heaters) Determination 2012,Bradford Hot Water,315,China,2.92,0.0,330.0,0,1762.0,,CSREHF315S18,CSREHF315S,,,Australia,106257,Approved,0,0,0,1,Unvented/Displacement (max >120kPA),,0.0,2022-04-10,,Class 1,Unavailable,http://www.rinnai.com.au/,
True,Greenhouse and Energy Minimum Standards (Electric Water Heaters) Determination 2012,Bradford Hot Water,315,China,2.92,0.0,330.0,0,1762.0,,CSREHF315S24,CSREHF315S,,,Australia,106257,Approved,0,0,0,1,Unvented/Displacement (max >120kPA),,0.0,2022-04-10,,Class 1,Unavailable,http://www.rinnai.com.au/,
True,Greenhouse and Energy Minimum Standards (Electric Water Heaters) Determination 2012,Bradford Hot Water,315,China,2.92,0.0,330.0,0,1762.0,,CSREHF315S36,CSREHF315S,,,Australia,106257,Approved,0,0,0,1,Unvented/Displacement (max >120kPA),,0.0,2022-04-10,,Class 1,Unavailable,http://www.rinnai.com.au/,
True,Greenhouse and Energy Minimum Standards (Electric Water Heaters) Determination 2012,Bradford Hot Water,315,China,2.92,0.0,330.0,0,1762.0,,CSREHF315S48,CSREHF315S,,,Australia,106257,Approved,0,0,0,1,Unvented/Displacement (max >120kPA),,0.0,2022-04-10,,Class 1,Unavailable,http://www.rinnai.com.au/,
True,Greenhouse and Energy Minimum Standards (Electric Water Heaters) Determination 2012,RINNAI,250,Australia,2.42,0.0,279.0,0,1484.0,,250S (A),250S (A),AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,Australia,106730,Approved,0,0,0,1,Unvented/Displacement (max >120kPA),,0.0,2023-05-16,,Class 1,Available,http://www.rinnai.com.au/,http://www.rinnai.com.au
True,Greenhouse and Energy Minimum Standards (Electric Water Heaters) Determination 2012,RINNAI,250,Australia,2.42,0.0,279.0,0,1484.0,,EHFA250S24,250S (A),AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,Australia,106730,Approved,0,0,0,1,Unvented/Displacement (max >120kPA),,0.0,2023-05-16,,Class 1,Available,http://www.rinnai.com.au/,http://www.rinnai.com.au
True,Greenhouse and Energy Minimum Standards (Electric Water Heaters) Determination 2012,RINNAI,250,Australia,2.42,0.0,279.0,0,1484.0,,EHFA250S24H,250S (A),AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,Australia,106730,Approved,0,0,0,1,Unvented/Displacement (max >120kPA),,0.0,2023-05-16,,Class 1,Available,http://www.rinnai.com.au/,http://www.rinnai.com.au
True,Greenhouse and Energy Minimum Standards (Electric Water Heaters) Determination 2012,RINNAI,250,Australia,2.42,0.0,279.0,0,1484.0,,EHFA250S36,250S (A),AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,Australia,106730,Approved,0,0,0,1,Unvented/Displacement (max >120kPA),,0.0,2023-05-16,,Class 1,Available,http://www.rinnai.com.au/,http://www.rinnai.com.au
True,Greenhouse and Energy Minimum Standards (Electric Water Heaters) Determination 2012,RINNAI,250,Australia,2.42,0.0,279.0,0,1484.0,,EHFA250S36H,250S (A),AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,Australia,106730,Approved,0,0,0,1,Unvented/Displacement (max >120kPA),,0.0,2023-05-16,,Class 1,Available,http://www.rinnai.com.au/,http://www.rinnai.com.au
True,Greenhouse and Energy Minimum Standards (Electric Water Heaters) Determination 2012,RINNAI,250,Australia,2.42,0.0,279.0,0,1484.0,,EHFA250S48,250S (A),AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,Australia,106730,Approved,0,0,0,1,Unvented/Displacement (max >120kPA),,0.0,2023-05-16,,Class 1,Available,http://www.rinnai.com.au/,http://www.rinnai.com.au
True,Greenhouse and Energy Minimum Standards (Electric Water Heaters) Determination 2012,RINNAI,250,Australia,2.42,0.0,279.0,0,1484.0,,EHFA250S48H,250S (A),AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,Australia,106730,Approved,0,0,0,1,Unvented/Displacement (max >120kPA),,0.0,2023-05-16,,Class 1,Available,http://www.rinnai.com.au/,http://www.rinnai.com.au
True,Greenhouse and Energy Minimum Standards (Electric Water Heaters) Determination 2012,RINNAI,250,Australia,2.84,0.0,275.0,1,1478.0,,250T (A),250T (A),AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,Australia,106936,Approved,0,0,0,1,Unvented/Displacement (max >120kPA),,0.0,2023-05-16,,Class 1,Available,http://www.rinnai.com.au/,http://www.rinnai.com.au
True,Greenhouse and Energy Minimum Standards (Electric Water Heaters) Determination 2012,RINNAI,250,Australia,2.84,0.0,275.0,1,1478.0,,EHFA250T24,250T (A),AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,Australia,106936,Approved,0,0,0,1,Unvented/Displacement (max >120kPA),,0.0,2023-05-16,,Class 1,Available,http://www.rinnai.com.au/,http://www.rinnai.com.au
True,Greenhouse and Energy Minimum Standards (Electric Water Heaters) Determination 2012,RINNAI,250,Australia,2.84,0.0,275.0,1,1478.0,,EHFA250T24H,250T (A),AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,Australia,106936,Approved,0,0,0,1,Unvented/Displacement (max >120kPA),,0.0,2023-05-16,,Class 1,Available,http://www.rinnai.com.au/,http://www.rinnai.com.au
True,Greenhouse and Energy Minimum Standards (Electric Water Heaters) Determination 2012,RINNAI,250,Australia,2.84,0.0,275.0,1,1478.0,,EHFA250T36,250T (A),AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,Australia,106936,Approved,0,0,0,1,Unvented/Displacement (max >120kPA),,0.0,2023-05-16,,Class 1,Available,http://www.rinnai.com.au/,http://www.rinnai.com.au
True,Greenhouse and Energy Minimum Standards (Electric Water Heaters) Determination 2012,RINNAI,250,Australia,2.84,0.0,275.0,1,1478.0,,EHFA250T36H,250T (A),AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,Australia,106936,Approved,0,0,0,1,Unvented/Displacement (max >120kPA),,0.0,2023-05-16,,Class 1,Available,http://www.rinnai.com.au/,http://www.rinnai.com.au
True,Greenhouse and Energy Minimum Standards (Electric Water Heaters) Determination 2012,RINNAI,250,Australia,2.84,0.0,275.0,1,1478.0,,EHFA250T48,250T (A),AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,Australia,106936,Approved,0,0,0,1,Unvented/Displacement (max >120kPA),,0.0,2023-05-16,,Class 1,Available,http://www.rinnai.com.au/,http://www.rinnai.com.au
True,Greenhouse and Energy Minimum Standards (Electric Water Heaters) Determination 2012,RINNAI,250,Australia,2.84,0.0,275.0,1,1478.0,,EHFA250T48H,250T (A),AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,Australia,106936,Approved,0,0,0,1,Unvented/Displacement (max >120kPA),,0.0,2023-05-16,,Class 1,Available,http://www.rinnai.com.au/,http://www.rinnai.com.au
True,Greenhouse and Energy Minimum Standards (Electric Water Heaters) Determination 2012,RINNAI,250,China,2.64,0.0,271.0,0,1475.0,,250S,250S,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,Australia,107848,Approved,0,0,0,1,Unvented/Displacement (max >120kPA),,0.0,2022-07-09,,Class 1,Available,http://www.rinnai.com.au/,http://www.rinnai.com.au
True,Greenhouse and Energy Minimum Standards (Electric Water Heaters) Determination 2012,RINNAI,250,China,2.64,0.0,271.0,0,1475.0,,FM250S18,250S,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,Australia,107848,Approved,0,0,0,1,Unvented/Displacement (max >120kPA),,0.0,2022-07-09,,Class 1,Available,http://www.rinnai.com.au/,http://www.rinnai.com.au
True,Greenhouse and Energy Minimum Standards (Electric Water Heaters) Determination 2012,RINNAI,250,China,2.64,0.0,271.0,0,1475.0,,FM250S24,250S,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,Australia,107848,Approved,0,0,0,1,Unvented/Displacement (max >120kPA),,0.0,2022-07-09,,Class 1,Available,http://www.rinnai.com.au/,http://www.rinnai.com.au
True,Greenhouse and Energy Minimum Standards (Electric Water Heaters) Determination 2012,RINNAI,250,China,2.64,0.0,271.0,0,1475.0,,FM250S36,250S,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,Australia,107848,Approved,0,0,0,1,Unvented/Displacement (max >120kPA),,0.0,2022-07-09,,Class 1,Available,http://www.rinnai.com.au/,http://www.rinnai.com.au
True,Greenhouse and Energy Minimum Standards (Electric Water Heaters) Determination 2012,RINNAI,250,China,2.64,0.0,271.0,0,1475.0,,FM250S48,250S,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,Australia,107848,Approved,0,0,0,1,Unvented/Displacement (max >120kPA),,0.0,2022-07-09,,Class 1,Available,http://www.rinnai.com.au/,http://www.rinnai.com.au
True,Greenhouse and Energy Minimum Standards (Electric Water Heaters) Determination 2012,RINNAI,250,China,2.64,0.0,271.0,0,1475.0,,HFE250SSL18,250S,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,Australia,107848,Approved,0,0,0,1,Unvented/Displacement (max >120kPA),,0.0,2022-07-09,,Class 1,Available,http://www.rinnai.com.au/,http://www.rinnai.com.au
True,Greenhouse and Energy Minimum Standards (Electric Water Heaters) Determination 2012,RINNAI,250,China,2.64,0.0,271.0,0,1475.0,,HFE250SSL24,250S,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,Australia,107848,Approved,0,0,0,1,Unvented/Displacement (max >120kPA),,0.0,2022-07-09,,Class 1,Available,http://www.rinnai.com.au/,http://www.rinnai.com.au
True,Greenhouse and Energy Minimum Standards (Electric Water Heaters) Determination 2012,RINNAI,250,China,2.64,0.0,271.0,0,1475.0,,HFE250SSL36,250S,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,Australia,107848,Approved,0,0,0,1,Unvented/Displacement (max >120kPA),,0.0,2022-07-09,,Class 1,Available,http://www.rinnai.com.au/,http://www.rinnai.com.au
True,Greenhouse and Energy Minimum Standards (Electric Water Heaters) Determination 2012,RINNAI,250,China,2.64,0.0,271.0,0,1475.0,,HFE250SSL48,250S,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,Australia,107848,Approved,0,0,0,1,Unvented/Displacement (max >120kPA),,0.0,2022-07-09,,Class 1,Available,http://www.rinnai.com.au/,http://www.rinnai.com.au
True,Greenhouse and Energy Minimum Standards (Electric Water Heaters) Determination 2012,RINNAI,315,China,2.92,0.0,336.0,0,1762.0,,315S,315S,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,Australia,107854,Approved,0,0,0,1,Unvented/Displacement (max >120kPA),,0.0,2022-07-02,,Class 1,Available,http://www.rinnai.com.au/,http://www.rinnai.com.au
True,Greenhouse and Energy Minimum Standards (Electric Water Heaters) Determination 2012,RINNAI,315,China,2.92,0.0,336.0,0,1762.0,,FM315S18,315S,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,Australia,107854,Approved,0,0,0,1,Unvented/Displacement (max >120kPA),,0.0,2022-07-02,,Class 1,Available,http://www.rinnai.com.au/,http://www.rinnai.com.au
True,Greenhouse and Energy Minimum Standards (Electric Water Heaters) Determination 2012,RINNAI,315,China,2.92,0.0,336.0,0,1762.0,,FM315S24,315S,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,Australia,107854,Approved,0,0,0,1,Unvented/Displacement (max >120kPA),,0.0,2022-07-02,,Class 1,Available,http://www.rinnai.com.au/,http://www.rinnai.com.au
True,Greenhouse and Energy Minimum Standards (Electric Water Heaters) Determination 2012,RINNAI,315,China,2.92,0.0,336.0,0,1762.0,,FM315S36,315S,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,Australia,107854,Approved,0,0,0,1,Unvented/Displacement (max >120kPA),,0.0,2022-07-02,,Class 1,Available,http://www.rinnai.com.au/,http://www.rinnai.com.au
True,Greenhouse and Energy Minimum Standards (Electric Water Heaters) Determination 2012,RINNAI,315,China,2.92,0.0,336.0,0,1762.0,,FM315S48,315S,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,Australia,107854,Approved,0,0,0,1,Unvented/Displacement (max >120kPA),,0.0,2022-07-02,,Class 1,Available,http://www.rinnai.com.au/,http://www.rinnai.com.au
True,Greenhouse and Energy Minimum Standards (Electric Water Heaters) Determination 2012,RINNAI,315,China,2.92,0.0,336.0,0,1762.0,,HFE315SSL18,315S,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,Australia,107854,Approved,0,0,0,1,Unvented/Displacement (max >120kPA),,0.0,2022-07-02,,Class 1,Available,http://www.rinnai.com.au/,http://www.rinnai.com.au
True,Greenhouse and Energy Minimum Standards (Electric Water Heaters) Determination 2012,RINNAI,315,China,2.92,0.0,336.0,0,1762.0,,HFE315SSL24,315S,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,Australia,107854,Approved,0,0,0,1,Unvented/Displacement (max >120kPA),,0.0,2022-07-02,,Class 1,Available,http://www.rinnai.com.au/,http://www.rinnai.com.au
True,Greenhouse and Energy Minimum Standards (Electric Water Heaters) Determination 2012,RINNAI,315,China,2.92,0.0,336.0,0,1762.0,,HFE315SSL36,315S,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,Australia,107854,Approved,0,0,0,1,Unvented/Displacement (max >120kPA),,0.0,2022-07-02,,Class 1,Available,http://www.rinnai.com.au/,http://www.rinnai.com.au
True,Greenhouse and Energy Minimum Standards (Electric Water Heaters) Determination 2012,RINNAI,315,China,2.92,0.0,336.0,0,1762.0,,HFE315SSL48,315S,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,Australia,107854,Approved,0,0,0,1,Unvented/Displacement (max >120kPA),,0.0,2022-07-02,,Class 1,Available,http://www.rinnai.com.au/,http://www.rinnai.com.au
True,Greenhouse and Energy Minimum Standards (Electric Water Heaters) Determination 2012,Robert Bosch,80,China,1.53,0.0,80.0,0,1060.0,,7716500234,,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,Australia,107868,Approved,0,0,0,1,Unvented/Displacement (max >120kPA),,0.0,2022-06-13,,Class 1,Available,,http://www.bosch-climate.com.au/
True,Greenhouse and Energy Minimum Standards (Electric Water Heaters) Determination 2012,Robert Bosch,125,China,1.81,0.0,125.0,0,1511.0,,7716500239,,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,Australia,107878,Approved,0,0,0,1,Unvented/Displacement (max >120kPA),,0.0,2022-06-13,,Class 1,Available,,http://www.bosch-climate.com.au/
True,Greenhouse and Energy Minimum Standards (Electric Water Heaters) Determination 2012,Robert Bosch,160,China,2.02,0.0,160.0,0,1512.0,,7716500244,,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,Australia,107879,Approved,0,0,0,1,Unvented/Displacement (max >120kPA),,0.0,2022-06-13,,Class 1,Available,,http://www.bosch-climate.com.au/
True,Greenhouse and Energy Minimum Standards (Electric Water Heaters) Determination 2012,RINNAI,315,Australia,2.92,0.0,330.0,0,1771.0,,315S (A),315S (A),AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,Australia,108122,Approved,0,0,0,1,Unvented/Displacement (max >120kPA),,0.0,2022-06-13,,Class 1,Available,http://www.rinnai.com.au/,http://www.rinnai.com.au
True,Greenhouse and Energy Minimum Standards (Electric Water Heaters) Determination 2012,RINNAI,315,Australia,2.92,0.0,330.0,0,1771.0,,EHFA315S24,315S (A),AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,Australia,108122,Approved,0,0,0,1,Unvented/Displacement (max >120kPA),,0.0,2022-06-13,,Class 1,Available,http://www.rinnai.com.au/,http://www.rinnai.com.au
True,Greenhouse and Energy Minimum Standards (Electric Water Heaters) Determination 2012,RINNAI,315,Australia,2.92,0.0,330.0,0,1771.0,,EHFA315S24H,315S (A),AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,Australia,108122,Approved,0,0,0,1,Unvented/Displacement (max >120kPA),,0.0,2022-06-13,,Class 1,Available,http://www.rinnai.com.au/,http://www.rinnai.com.au
True,Greenhouse and Energy Minimum Standards (Electric Water Heaters) Determination 2012,RINNAI,315,Australia,2.92,0.0,330.0,0,1771.0,,EHFA315S36,315S (A),AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,Australia,108122,Approved,0,0,0,1,Unvented/Displacement (max >120kPA),,0.0,2022-06-13,,Class 1,Available,http://www.rinnai.com.au/,http://www.rinnai.com.au
True,Greenhouse and Energy Minimum Standards (Electric Water Heaters) Determination 2012,RINNAI,315,Australia,2.92,0.0,330.0,0,1771.0,,EHFA315S36H,315S (A),AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,Australia,108122,Approved,0,0,0,1,Unvented/Displacement (max >120kPA),,0.0,2022-06-13,,Class 1,Available,http://www.rinnai.com.au/,http://www.rinnai.com.au
True,Greenhouse and Energy Minimum Standards (Electric Water Heaters) Determination 2012,RINNAI,315,Australia,2.92,0.0,330.0,0,1771.0,,EHFA315S48,315S (A),AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,Australia,108122,Approved,0,0,0,1,Unvented/Displacement (max >120kPA),,0.0,2022-06-13,,Class 1,Available,http://www.rinnai.com.au/,http://www.rinnai.com.au
True,Greenhouse and Energy Minimum Standards (Electric Water Heaters) Determination 2012,RINNAI,315,Australia,2.92,0.0,330.0,0,1771.0,,EHFA315S48H,315S (A),AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,Australia,108122,Approved,0,0,0,1,Unvented/Displacement (max >120kPA),,0.0,2022-06-13,,Class 1,Available,http://www.rinnai.com.au/,http://www.rinnai.com.au
True,Greenhouse and Energy Minimum Standards (Electric Water Heaters) Determination 2012,Robert Bosch,160,China,2.02,0.0,160.0,0,1512.0,,7716500242,,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,Australia,108144,Approved,0,0,0,1,Unvented/Displacement (max >120kPA),,0.0,2022-06-16,,Class 1,Available,,http://www.bosch-climate.com.au/
True,Greenhouse and Energy Minimum Standards (Electric Water Heaters) Determination 2012,Robert Bosch,125,China,1.81,0.0,125.0,0,1511.0,,7716500238,,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,Australia,108146,Approved,0,0,0,1,Unvented/Displacement (max >120kPA),,0.0,2022-06-16,,Class 1,Available,,http://www.bosch-climate.com.au/
True,Greenhouse and Energy Minimum Standards (Electric Water Heaters) Determination 2012,Robert Bosch,125,China,1.81,0.0,125.0,0,1511.0,,7716500237,,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,Australia,108147,Approved,0,0,0,1,Unvented/Displacement (max >120kPA),,0.0,2022-06-16,,Class 1,Available,,http://www.bosch-climate.com.au/
True,Greenhouse and Energy Minimum Standards (Electric Water Heaters) Determination 2012,Robert Bosch,80,China,1.53,0.0,80.0,0,1060.0,,7716500233,,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,Australia,108149,Approved,0,0,0,1,Unvented/Displacement (max >120kPA),,0.0,2022-06-13,,Class 1,Available,,http://www.bosch-climate.com.au/
True,Greenhouse and Energy Minimum Standards (Electric Water Heaters) Determination 2012,Robert Bosch,80,China,1.53,0.0,80.0,0,1060.0,,7716500232,,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,Australia,108151,Approved,0,0,0,1,Unvented/Displacement (max >120kPA),,0.0,2022-06-16,,Class 1,Available,,http://www.bosch-climate.com.au/
True,Greenhouse and Energy Minimum Standards (Electric Water Heaters) Determination 2012,Robert Bosch,250,China,2.44,0.0,250.0,0,1407.0,,7716500247,,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,Australia,108169,Approved,0,0,0,1,Unvented/Displacement (max >120kPA),,0.0,2022-06-13,,Class 1,Available,,http://www.bosch-climate.com.au/
True,Greenhouse and Energy Minimum Standards (Electric Water Heaters) Determination 2012,Robert Bosch,250,China,2.44,0.0,250.0,0,1407.0,,7716500248,,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,Australia,108172,Approved,0,0,0,1,Unvented/Displacement (max >120kPA),,0.0,2022-06-16,,Class 1,Available,,http://www.bosch-climate.com.au/
True,Greenhouse and Energy Minimum Standards (Electric Water Heaters) Determination 2012,Robert Bosch,315,China,2.72,0.0,315.0,0,1710.0,,7716500251,,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,Australia,108173,Approved,0,0,0,1,Unvented/Displacement (max >120kPA),,0.0,2022-06-13,,Class 1,Available,,http://www.bosch-climate.com.au/
True,Greenhouse and Energy Minimum Standards (Electric Water Heaters) Determination 2012,Robert Bosch,315,China,2.72,0.0,315.0,0,1710.0,,7716500252,,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,Australia,108174,Approved,0,0,0,1,Unvented/Displacement (max >120kPA),,0.0,2022-06-16,,Class 1,Available,,http://www.bosch-climate.com.au/
True,Greenhouse and Energy Minimum Standards (Electric Water Heaters) Determination 2012,Robert Bosch,400,China,2.93,0.0,400.0,0,1731.0,,7716500255,,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,Australia,108175,Approved,0,0,0,1,Unvented/Displacement (max >120kPA),,0.0,2022-06-13,,Class 1,Available,,http://www.bosch-climate.com.au/
True,Greenhouse and Energy Minimum Standards (Electric Water Heaters) Determination 2012,Robert Bosch,400,China,2.93,0.0,400.0,0,1731.0,,7716500256,,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,Australia,108176,Approved,0,0,0,1,Unvented/Displacement (max >120kPA),,0.0,2022-06-16,,Class 1,Available,,http://www.bosch-climate.com.au/
True,Greenhouse and Energy Minimum Standards (Electric Water Heaters) Determination 2012,Dux Proflo,80,Australia,1.297,0.0,88.0,0,925.0,,80T,80T,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,"Australia,New Zealand",108572,Approved,0,0,0,1,Unvented/Displacement (max >120kPA),,0.0,2022-07-11,,Class 1,Available,,http://www.dux.com.au
True,Greenhouse and Energy Minimum Standards (Electric Water Heaters) Determination 2012,Dux Proflo,80,Australia,1.297,0.0,88.0,0,925.0,,80T118,80T,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,"Australia,New Zealand",108572,Approved,0,0,0,1,Unvented/Displacement (max >120kPA),,0.0,2022-07-11,,Class 1,Available,,http://www.dux.com.au
True,Greenhouse and Energy Minimum Standards (Electric Water Heaters) Determination 2012,Dux Proflo,80,Australia,1.297,0.0,88.0,0,925.0,,80T118H,80T,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,"Australia,New Zealand",108572,Approved,0,0,0,1,Unvented/Displacement (max >120kPA),,0.0,2022-07-11,,Class 1,Available,,http://www.dux.com.au
True,Greenhouse and Energy Minimum Standards (Electric Water Heaters) Determination 2012,Dux Proflo,80,Australia,1.297,0.0,88.0,0,925.0,,80T124,80T,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,"Australia,New Zealand",108572,Approved,0,0,0,1,Unvented/Displacement (max >120kPA),,0.0,2022-07-11,,Class 1,Available,,http://www.dux.com.au
True,Greenhouse and Energy Minimum Standards (Electric Water Heaters) Determination 2012,Dux Proflo,80,Australia,1.297,0.0,88.0,0,925.0,,80T124H,80T,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,"Australia,New Zealand",108572,Approved,0,0,0,1,Unvented/Displacement (max >120kPA),,0.0,2022-07-11,,Class 1,Available,,http://www.dux.com.au
True,Greenhouse and Energy Minimum Standards (Electric Water Heaters) Determination 2012,Dux Proflo,80,Australia,1.297,0.0,88.0,0,925.0,,80T136,80T,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,"Australia,New Zealand",108572,Approved,0,0,0,1,Unvented/Displacement (max >120kPA),,0.0,2022-07-11,,Class 1,Available,,http://www.dux.com.au
True,Greenhouse and Energy Minimum Standards (Electric Water Heaters) Determination 2012,Dux Proflo,80,Australia,1.297,0.0,88.0,0,925.0,,80T136H,80T,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,"Australia,New Zealand",108572,Approved,0,0,0,1,Unvented/Displacement (max >120kPA),,0.0,2022-07-11,,Class 1,Available,,http://www.dux.com.au
True,Greenhouse and Energy Minimum Standards (Electric Water Heaters) Determination 2012,Dux Proflo,80,Australia,1.297,0.0,88.0,0,925.0,,80T136HOT,80T,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,"Australia,New Zealand",108572,Approved,0,0,0,1,Unvented/Displacement (max >120kPA),,0.0,2022-07-11,,Class 1,Available,,http://www.dux.com.au
True,Greenhouse and Energy Minimum Standards (Electric Water Heaters) Determination 2012,Dux Proflo,80,Australia,1.297,0.0,88.0,0,925.0,,80T136HWM,80T,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,"Australia,New Zealand",108572,Approved,0,0,0,1,Unvented/Displacement (max >120kPA),,0.0,2022-07-11,,Class 1,Available,,http://www.dux.com.au
True,Greenhouse and Energy Minimum Standards (Electric Water Heaters) Determination 2012,Dux Proflo,80,Australia,1.297,0.0,88.0,0,925.0,,80T136PHW,80T,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,"Australia,New Zealand",108572,Approved,0,0,0,1,Unvented/Displacement (max >120kPA),,0.0,2022-07-11,,Class 1,Available,,http://www.dux.com.au
True,Greenhouse and Energy Minimum Standards (Electric Water Heaters) Determination 2012,Dux Proflo,125,Australia,1.542,0.0,130.0,0,1090.0,,125T1,125T1,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,"Australia,New Zealand",108580,Approved,0,0,0,1,Unvented/Displacement (max >120kPA),,0.0,2022-07-11,,Class 1,Available,,http://www.dux.com.au
True,Greenhouse and Energy Minimum Standards (Electric Water Heaters) Determination 2012,Dux Proflo,125,Australia,1.542,0.0,130.0,0,1090.0,,125T118,125T1,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,"Australia,New Zealand",108580,Approved,0,0,0,1,Unvented/Displacement (max >120kPA),,0.0,2022-07-11,,Class 1,Available,,http://www.dux.com.au
True,Greenhouse and Energy Minimum Standards (Electric Water Heaters) Determination 2012,Dux Proflo,125,Australia,1.542,0.0,130.0,0,1090.0,,125T118H,125T1,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,"Australia,New Zealand",108580,Approved,0,0,0,1,Unvented/Displacement (max >120kPA),,0.0,2022-07-11,,Class 1,Available,,http://www.dux.com.au
True,Greenhouse and Energy Minimum Standards (Electric Water Heaters) Determination 2012,Dux Proflo,125,Australia,1.542,0.0,130.0,0,1090.0,,125T136,125T1,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,"Australia,New Zealand",108580,Approved,0,0,0,1,Unvented/Displacement (max >120kPA),,0.0,2022-07-11,,Class 1,Available,,http://www.dux.com.au
