adjust_temp,ApplStandard,Brand,Cap,Country,Decl Stand Heat,Depth,Gross Store Cap,Heating Elements,Height,Label-MEPSNZ,Model No,Family Name,N-Standard,N-Standard_MEPS,Sold_in,Submit_ID,SubmitStatus,tot_expan_valves,tot_feed_tanks,tot_hotwat_fittings,TPR Valves,Type,vent_displacement,Width,ExpDate,GrandDate,Product Class,Availability Status,Product Website,Representative Brand URL
True,AS/NZS 4692.2:2005,RHEEM,,"Australia,New Zealand",2.249,,295.0,1,1840.0,MEPS-NZ2003-electric,32530005-1,325300,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,New Zealand,68614,Approved,,,,1,Unvented/Displacement (max >120kPA),,,2112-10-03,,,Unavailable,http://www.rheem.co.nz/,http://www.rheem.co.nz
True,AS/NZS 4692.2:2005,RHEEM,,"Australia,New Zealand",2.249,,295.0,1,1840.0,MEPS-NZ2003-electric,32530005-2,325300,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,New Zealand,68614,Approved,,,,1,Unvented/Displacement (max >120kPA),,,2112-10-03,,,Unavailable,http://www.rheem.co.nz/,http://www.rheem.co.nz
True,AS/NZS 4692.2:2005,RHEEM,,"Australia,New Zealand",2.249,,295.0,1,1840.0,MEPS-NZ2003-electric,32530007-0,325300,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,New Zealand,68614,Approved,,,,1,Unvented/Displacement (max >120kPA),,,2112-10-03,,,Unavailable,http://www.rheem.co.nz/,http://www.rheem.co.nz
True,AS/NZS 4692.2:2005,RHEEM,,"Australia,New Zealand",2.249,,295.0,1,1840.0,MEPS-NZ2003-electric,32530007-1,325300,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,New Zealand,68614,Approved,,,,1,Unvented/Displacement (max >120kPA),,,2112-10-03,,,Unavailable,http://www.rheem.co.nz/,http://www.rheem.co.nz
True,AS/NZS 4692.2:2005,RHEEM,,"Australia,New Zealand",2.249,,295.0,1,1840.0,MEPS-NZ2003-electric,32530007-2,325300,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,New Zealand,68614,Approved,,,,1,Unvented/Displacement (max >120kPA),,,2112-10-03,,,Unavailable,http://www.rheem.co.nz/,http://www.rheem.co.nz
True,AS/NZS 4692.2:2005,RHEEM,,"Australia,New Zealand",2.249,,295.0,1,1840.0,MEPS-NZ2003-electric,32530009-0,325300,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,New Zealand,68614,Approved,,,,1,Unvented/Displacement (max >120kPA),,,2112-10-03,,,Unavailable,http://www.rheem.co.nz/,http://www.rheem.co.nz
True,AS/NZS 4692.2:2005,RHEEM,,"Australia,New Zealand",2.249,,295.0,1,1840.0,MEPS-NZ2003-electric,32530009-1,325300,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,New Zealand,68614,Approved,,,,1,Unvented/Displacement (max >120kPA),,,2112-10-03,,,Unavailable,http://www.rheem.co.nz/,http://www.rheem.co.nz
True,AS/NZS 4692.2:2005,RHEEM,,"Australia,New Zealand",2.249,,295.0,1,1840.0,MEPS-NZ2003-electric,32530009-2,325300,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,New Zealand,68614,Approved,,,,1,Unvented/Displacement (max >120kPA),,,2112-10-03,,,Unavailable,http://www.rheem.co.nz/,http://www.rheem.co.nz
True,AS/NZS 4692.2:2005,RHEEM,,"Australia,New Zealand",2.249,,295.0,1,1840.0,MEPS-NZ2003-electric,32530030-0,325300,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,New Zealand,68614,Approved,,,,1,Unvented/Displacement (max >120kPA),,,2112-10-03,,,Unavailable,http://www.rheem.co.nz/,http://www.rheem.co.nz
True,AS/NZS 4692.2:2005,RHEEM,,"Australia,New Zealand",2.249,,295.0,1,1840.0,MEPS-NZ2003-electric,32530030-1,325300,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,New Zealand,68614,Approved,,,,1,Unvented/Displacement (max >120kPA),,,2112-10-03,,,Unavailable,http://www.rheem.co.nz/,http://www.rheem.co.nz
True,AS/NZS 4692.2:2005,RHEEM,,"Australia,New Zealand",2.249,,295.0,1,1840.0,MEPS-NZ2003-electric,32530030-2,325300,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,New Zealand,68614,Approved,,,,1,Unvented/Displacement (max >120kPA),,,2112-10-03,,,Unavailable,http://www.rheem.co.nz/,http://www.rheem.co.nz
True,AS/NZS 4692.2:2005,RHEEM,,"Australia,New Zealand",2.249,,295.0,1,1840.0,MEPS-NZ2003-electric,32530033-0,325300,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,New Zealand,68614,Approved,,,,1,Unvented/Displacement (max >120kPA),,,2112-10-03,,,Unavailable,http://www.rheem.co.nz/,http://www.rheem.co.nz
True,AS/NZS 4692.2:2005,RHEEM,,"Australia,New Zealand",2.249,,295.0,1,1840.0,MEPS-NZ2003-electric,32530033-1,325300,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,New Zealand,68614,Approved,,,,1,Unvented/Displacement (max >120kPA),,,2112-10-03,,,Unavailable,http://www.rheem.co.nz/,http://www.rheem.co.nz
True,AS/NZS 4692.2:2005,RHEEM,,"Australia,New Zealand",2.249,,295.0,1,1840.0,MEPS-NZ2003-electric,32530033-2,325300,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,New Zealand,68614,Approved,,,,1,Unvented/Displacement (max >120kPA),,,2112-10-03,,,Unavailable,http://www.rheem.co.nz/,http://www.rheem.co.nz
True,AS/NZS 4692.2:2005,RHEEM,,"Australia,New Zealand",2.249,,295.0,1,1840.0,MEPS-NZ2003-electric,32530035-0,325300,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,New Zealand,68614,Approved,,,,1,Unvented/Displacement (max >120kPA),,,2112-10-03,,,Unavailable,http://www.rheem.co.nz/,http://www.rheem.co.nz
True,AS/NZS 4692.2:2005,RHEEM,,"Australia,New Zealand",2.249,,295.0,1,1840.0,MEPS-NZ2003-electric,32530035-1,325300,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,New Zealand,68614,Approved,,,,1,Unvented/Displacement (max >120kPA),,,2112-10-03,,,Unavailable,http://www.rheem.co.nz/,http://www.rheem.co.nz
True,AS/NZS 4692.2:2005,RHEEM,,"Australia,New Zealand",2.249,,295.0,1,1840.0,MEPS-NZ2003-electric,32530035-2,325300,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,New Zealand,68614,Approved,,,,1,Unvented/Displacement (max >120kPA),,,2112-10-03,,,Unavailable,http://www.rheem.co.nz/,http://www.rheem.co.nz
True,AS/NZS 4692.2:2005,RHEEM,,"Australia,New Zealand",2.249,,295.0,1,1840.0,MEPS-NZ2003-electric,32530037-0,325300,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,New Zealand,68614,Approved,,,,1,Unvented/Displacement (max >120kPA),,,2112-10-03,,,Unavailable,http://www.rheem.co.nz/,http://www.rheem.co.nz
True,AS/NZS 4692.2:2005,RHEEM,,"Australia,New Zealand",2.249,,295.0,1,1840.0,MEPS-NZ2003-electric,32530037-1,325300,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,New Zealand,68614,Approved,,,,1,Unvented/Displacement (max >120kPA),,,2112-10-03,,,Unavailable,http://www.rheem.co.nz/,http://www.rheem.co.nz
True,AS/NZS 4692.2:2005,RHEEM,,"Australia,New Zealand",2.249,,295.0,1,1840.0,MEPS-NZ2003-electric,32530037-2,325300,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,New Zealand,68614,Approved,,,,1,Unvented/Displacement (max >120kPA),,,2112-10-03,,,Unavailable,http://www.rheem.co.nz/,http://www.rheem.co.nz
True,AS/NZS 4692.2:2005,RHEEM,,"Australia,New Zealand",2.249,,295.0,1,1840.0,MEPS-NZ2003-electric,32530039-0,325300,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,New Zealand,68614,Approved,,,,1,Unvented/Displacement (max >120kPA),,,2112-10-03,,,Unavailable,http://www.rheem.co.nz/,http://www.rheem.co.nz
True,AS/NZS 4692.2:2005,RHEEM,,"Australia,New Zealand",2.249,,295.0,1,1840.0,MEPS-NZ2003-electric,32530039-1,325300,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,New Zealand,68614,Approved,,,,1,Unvented/Displacement (max >120kPA),,,2112-10-03,,,Unavailable,http://www.rheem.co.nz/,http://www.rheem.co.nz
True,AS/NZS 4692.2:2005,RHEEM,,"Australia,New Zealand",2.249,,295.0,1,1840.0,MEPS-NZ2003-electric,32530039-2,325300,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,New Zealand,68614,Approved,,,,1,Unvented/Displacement (max >120kPA),,,2112-10-03,,,Unavailable,http://www.rheem.co.nz/,http://www.rheem.co.nz
True,AS/NZS 4692.2:2005,RHEEM,,"Australia,New Zealand",2.249,,295.0,1,1840.0,MEPS-NZ2003-electric,32530050-0,325300,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,New Zealand,68614,Approved,,,,1,Unvented/Displacement (max >120kPA),,,2112-10-03,,,Unavailable,http://www.rheem.co.nz/,http://www.rheem.co.nz
True,AS/NZS 4692.2:2005,RHEEM,,"Australia,New Zealand",2.249,,295.0,1,1840.0,MEPS-NZ2003-electric,32530050-1,325300,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,New Zealand,68614,Approved,,,,1,Unvented/Displacement (max >120kPA),,,2112-10-03,,,Unavailable,http://www.rheem.co.nz/,http://www.rheem.co.nz
True,AS/NZS 4692.2:2005,RHEEM,,"Australia,New Zealand",2.249,,295.0,1,1840.0,MEPS-NZ2003-electric,32530050-2,325300,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,New Zealand,68614,Approved,,,,1,Unvented/Displacement (max >120kPA),,,2112-10-03,,,Unavailable,http://www.rheem.co.nz/,http://www.rheem.co.nz
True,AS/NZS 4692.2:2005,RHEEM,,"Australia,New Zealand",2.249,,295.0,1,1840.0,MEPS-NZ2003-electric,32530053-0,325300,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,New Zealand,68614,Approved,,,,1,Unvented/Displacement (max >120kPA),,,2112-10-03,,,Unavailable,http://www.rheem.co.nz/,http://www.rheem.co.nz
True,AS/NZS 4692.2:2005,RHEEM,,"Australia,New Zealand",2.249,,295.0,1,1840.0,MEPS-NZ2003-electric,32530053-1,325300,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,New Zealand,68614,Approved,,,,1,Unvented/Displacement (max >120kPA),,,2112-10-03,,,Unavailable,http://www.rheem.co.nz/,http://www.rheem.co.nz
True,AS/NZS 4692.2:2005,RHEEM,,"Australia,New Zealand",2.249,,295.0,1,1840.0,MEPS-NZ2003-electric,32530053-2,325300,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,New Zealand,68614,Approved,,,,1,Unvented/Displacement (max >120kPA),,,2112-10-03,,,Unavailable,http://www.rheem.co.nz/,http://www.rheem.co.nz
True,AS/NZS 4692.2:2005,RHEEM,,"Australia,New Zealand",2.249,,295.0,1,1840.0,MEPS-NZ2003-electric,32530055-0,325300,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,New Zealand,68614,Approved,,,,1,Unvented/Displacement (max >120kPA),,,2112-10-03,,,Unavailable,http://www.rheem.co.nz/,http://www.rheem.co.nz
True,AS/NZS 4692.2:2005,RHEEM,,"Australia,New Zealand",2.249,,295.0,1,1840.0,MEPS-NZ2003-electric,32530055-1,325300,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,New Zealand,68614,Approved,,,,1,Unvented/Displacement (max >120kPA),,,2112-10-03,,,Unavailable,http://www.rheem.co.nz/,http://www.rheem.co.nz
True,AS/NZS 4692.2:2005,RHEEM,,"Australia,New Zealand",2.249,,295.0,1,1840.0,MEPS-NZ2003-electric,32530055-2,325300,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,New Zealand,68614,Approved,,,,1,Unvented/Displacement (max >120kPA),,,2112-10-03,,,Unavailable,http://www.rheem.co.nz/,http://www.rheem.co.nz
True,AS/NZS 4692.2:2005,RHEEM,,"Australia,New Zealand",2.249,,295.0,1,1840.0,MEPS-NZ2003-electric,32530059-0,325300,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,New Zealand,68614,Approved,,,,1,Unvented/Displacement (max >120kPA),,,2112-10-03,,,Unavailable,http://www.rheem.co.nz/,http://www.rheem.co.nz
True,AS/NZS 4692.2:2005,RHEEM,,"Australia,New Zealand",2.249,,295.0,1,1840.0,MEPS-NZ2003-electric,32530059-1,325300,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,New Zealand,68614,Approved,,,,1,Unvented/Displacement (max >120kPA),,,2112-10-03,,,Unavailable,http://www.rheem.co.nz/,http://www.rheem.co.nz
True,AS/NZS 4692.2:2005,RHEEM,,"Australia,New Zealand",2.249,,295.0,1,1840.0,MEPS-NZ2003-electric,32530059-2,325300,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,New Zealand,68614,Approved,,,,1,Unvented/Displacement (max >120kPA),,,2112-10-03,,,Unavailable,http://www.rheem.co.nz/,http://www.rheem.co.nz
True,AS/NZS 4692.2:2005,RHEEM,,"Australia,New Zealand",2.249,,295.0,1,1840.0,MEPS-NZ2003-electric,32530070-0,325300,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,New Zealand,68614,Approved,,,,1,Unvented/Displacement (max >120kPA),,,2112-10-03,,,Unavailable,http://www.rheem.co.nz/,http://www.rheem.co.nz
True,AS/NZS 4692.2:2005,RHEEM,,"Australia,New Zealand",2.249,,295.0,1,1840.0,MEPS-NZ2003-electric,32530070-1,325300,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,New Zealand,68614,Approved,,,,1,Unvented/Displacement (max >120kPA),,,2112-10-03,,,Unavailable,http://www.rheem.co.nz/,http://www.rheem.co.nz
True,AS/NZS 4692.2:2005,RHEEM,,"Australia,New Zealand",2.249,,295.0,1,1840.0,MEPS-NZ2003-electric,32530070-2,325300,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,New Zealand,68614,Approved,,,,1,Unvented/Displacement (max >120kPA),,,2112-10-03,,,Unavailable,http://www.rheem.co.nz/,http://www.rheem.co.nz
True,AS/NZS 4692.2:2005,RHEEM,,"Australia,New Zealand",2.249,,295.0,1,1840.0,MEPS-NZ2003-electric,32530073-0,325300,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,New Zealand,68614,Approved,,,,1,Unvented/Displacement (max >120kPA),,,2112-10-03,,,Unavailable,http://www.rheem.co.nz/,http://www.rheem.co.nz
True,AS/NZS 4692.2:2005,RHEEM,,"Australia,New Zealand",2.249,,295.0,1,1840.0,MEPS-NZ2003-electric,32530073-1,325300,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,New Zealand,68614,Approved,,,,1,Unvented/Displacement (max >120kPA),,,2112-10-03,,,Unavailable,http://www.rheem.co.nz/,http://www.rheem.co.nz
True,AS/NZS 4692.2:2005,RHEEM,,"Australia,New Zealand",2.249,,295.0,1,1840.0,MEPS-NZ2003-electric,32530073-2,325300,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,New Zealand,68614,Approved,,,,1,Unvented/Displacement (max >120kPA),,,2112-10-03,,,Unavailable,http://www.rheem.co.nz/,http://www.rheem.co.nz
True,AS/NZS 4692.2:2005,RHEEM,,"Australia,New Zealand",2.249,,295.0,1,1840.0,MEPS-NZ2003-electric,32530079-0,325300,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,New Zealand,68614,Approved,,,,1,Unvented/Displacement (max >120kPA),,,2112-10-03,,,Unavailable,http://www.rheem.co.nz/,http://www.rheem.co.nz
True,AS/NZS 4692.2:2005,RHEEM,,"Australia,New Zealand",2.249,,295.0,1,1840.0,MEPS-NZ2003-electric,32530079-1,325300,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,New Zealand,68614,Approved,,,,1,Unvented/Displacement (max >120kPA),,,2112-10-03,,,Unavailable,http://www.rheem.co.nz/,http://www.rheem.co.nz
True,AS/NZS 4692.2:2005,RHEEM,,"Australia,New Zealand",2.249,,295.0,1,1840.0,MEPS-NZ2003-electric,32530079-2,325300,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,New Zealand,68614,Approved,,,,1,Unvented/Displacement (max >120kPA),,,2112-10-03,,,Unavailable,http://www.rheem.co.nz/,http://www.rheem.co.nz
True,AS/NZS 4692.2:2005,RHEEM,,"Australia,New Zealand",2.249,,295.0,1,1840.0,MEPS-NZ2003-electric,32530090-0,325300,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,New Zealand,68614,Approved,,,,1,Unvented/Displacement (max >120kPA),,,2112-10-03,,,Unavailable,http://www.rheem.co.nz/,http://www.rheem.co.nz
True,AS/NZS 4692.2:2005,RHEEM,,"Australia,New Zealand",2.249,,295.0,1,1840.0,MEPS-NZ2003-electric,32530090-1,325300,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,New Zealand,68614,Approved,,,,1,Unvented/Displacement (max >120kPA),,,2112-10-03,,,Unavailable,http://www.rheem.co.nz/,http://www.rheem.co.nz
True,AS/NZS 4692.2:2005,RHEEM,,"Australia,New Zealand",2.249,,295.0,1,1840.0,MEPS-NZ2003-electric,32530090-2,325300,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,New Zealand,68614,Approved,,,,1,Unvented/Displacement (max >120kPA),,,2112-10-03,,,Unavailable,http://www.rheem.co.nz/,http://www.rheem.co.nz
True,AS/NZS 4692.2:2005,RHEEM,,"Australia,New Zealand",2.249,,295.0,1,1840.0,MEPS-NZ2003-electric,32530093-0,325300,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,New Zealand,68614,Approved,,,,1,Unvented/Displacement (max >120kPA),,,2112-10-03,,,Unavailable,http://www.rheem.co.nz/,http://www.rheem.co.nz
True,AS/NZS 4692.2:2005,RHEEM,,"Australia,New Zealand",2.249,,295.0,1,1840.0,MEPS-NZ2003-electric,32530093-1,325300,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,New Zealand,68614,Approved,,,,1,Unvented/Displacement (max >120kPA),,,2112-10-03,,,Unavailable,http://www.rheem.co.nz/,http://www.rheem.co.nz
True,AS/NZS 4692.2:2005,RHEEM,,"Australia,New Zealand",2.249,,295.0,1,1840.0,MEPS-NZ2003-electric,32530093-2,325300,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,New Zealand,68614,Approved,,,,1,Unvented/Displacement (max >120kPA),,,2112-10-03,,,Unavailable,http://www.rheem.co.nz/,http://www.rheem.co.nz
True,AS/NZS 4692.2:2005,RHEEM,,"Australia,New Zealand",2.249,,295.0,1,1840.0,MEPS-NZ2003-electric,32530097-0,325300,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,New Zealand,68614,Approved,,,,1,Unvented/Displacement (max >120kPA),,,2112-10-03,,,Unavailable,http://www.rheem.co.nz/,http://www.rheem.co.nz
True,AS/NZS 4692.2:2005,RHEEM,,"Australia,New Zealand",2.249,,295.0,1,1840.0,MEPS-NZ2003-electric,32530097-1,325300,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,New Zealand,68614,Approved,,,,1,Unvented/Displacement (max >120kPA),,,2112-10-03,,,Unavailable,http://www.rheem.co.nz/,http://www.rheem.co.nz
True,AS/NZS 4692.2:2005,RHEEM,,"Australia,New Zealand",2.249,,295.0,1,1840.0,MEPS-NZ2003-electric,32530097-2,325300,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,New Zealand,68614,Approved,,,,1,Unvented/Displacement (max >120kPA),,,2112-10-03,,,Unavailable,http://www.rheem.co.nz/,http://www.rheem.co.nz
True,AS/NZS 4692.2:2005,RHEEM,,"Australia,New Zealand",2.249,,295.0,1,1840.0,MEPS-NZ2003-electric,32530099-0,325300,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,New Zealand,68614,Approved,,,,1,Unvented/Displacement (max >120kPA),,,2112-10-03,,,Unavailable,http://www.rheem.co.nz/,http://www.rheem.co.nz
True,AS/NZS 4692.2:2005,RHEEM,,"Australia,New Zealand",2.249,,295.0,1,1840.0,MEPS-NZ2003-electric,32530099-1,325300,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,New Zealand,68614,Approved,,,,1,Unvented/Displacement (max >120kPA),,,2112-10-03,,,Unavailable,http://www.rheem.co.nz/,http://www.rheem.co.nz
True,AS/NZS 4692.2:2005,RHEEM,,"Australia,New Zealand",2.249,,295.0,1,1840.0,MEPS-NZ2003-electric,32530099-2,325300,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,New Zealand,68614,Approved,,,,1,Unvented/Displacement (max >120kPA),,,2112-10-03,,,Unavailable,http://www.rheem.co.nz/,http://www.rheem.co.nz
False,AS/NZS 4692.2:2005,AquaMax,Not Applicable - Application for MEPS in NZ Only,Australia,2.566,,415.0,1,1760.0,MEPS-NZ2003-electric,E400,E400,NZ 4606.1,NZ 4606.1,"Australia,New Zealand",70244,Approved,0,0,0,1,Unvented/Displacement (max >120kPA),,,2113-01-25,,,Unavailable,http://www.aquamax.com.au/,http://www.aquamax.com.au/
False,AS/NZS 4692.2:2005,AquaMax,Not Applicable - Application for MEPS in NZ Only,Australia,2.566,,415.0,1,1760.0,MEPS-NZ2003-electric,E400S36 400L 685x1760H 1x3.6kW,E400,NZ 4606.1,NZ 4606.1,"Australia,New Zealand",70244,Approved,0,0,0,1,Unvented/Displacement (max >120kPA),,,2113-01-25,,,Unavailable,http://www.aquamax.com.au/,http://www.aquamax.com.au/
False,AS/NZS 4692.2:2005,AquaMax,Not Applicable - Application for MEPS in NZ Only,Australia,2.566,,415.0,1,1760.0,MEPS-NZ2003-electric,E400S48 400L 685x1760H 1x4.8kW,E400,NZ 4606.1,NZ 4606.1,"Australia,New Zealand",70244,Approved,0,0,0,1,Unvented/Displacement (max >120kPA),,,2113-01-25,,,Unavailable,http://www.aquamax.com.au/,http://www.aquamax.com.au/
False,AS/NZS 4692.2:2005,AquaMax,Not Applicable - Application for MEPS in NZ Only,Australia,2.566,,415.0,1,1760.0,MEPS-NZ2003-electric,E400T36 400L 685x1760H 2x3.6kW,E400,NZ 4606.1,NZ 4606.1,"Australia,New Zealand",70244,Approved,0,0,0,1,Unvented/Displacement (max >120kPA),,,2113-01-25,,,Unavailable,http://www.aquamax.com.au/,http://www.aquamax.com.au/
False,AS/NZS 4692.2:2005,AquaMax,Not Applicable - Application for MEPS in NZ Only,Australia,2.566,,415.0,1,1760.0,MEPS-NZ2003-electric,E400T48 400L 685x1760H 2x4.8kW,E400,NZ 4606.1,NZ 4606.1,"Australia,New Zealand",70244,Approved,0,0,0,1,Unvented/Displacement (max >120kPA),,,2113-01-25,,,Unavailable,http://www.aquamax.com.au/,http://www.aquamax.com.au/
True,AS/NZS 4692.2:2005,Edwards,,"Australia,New Zealand",2.249,,295.0,1,1840.0,MEPS-NZ2003-electric,325300,325300,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,New Zealand,73701,Approved,,,,1,Unvented/Displacement (max >120kPA),,,2113-07-29,,,Unavailable,http://www.rheem.co.nz/,
True,AS/NZS 4692.2:2005,Edwards,,"Australia,New Zealand",2.249,,295.0,1,1840.0,MEPS-NZ2003-electric,32530003-0E,325300,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,New Zealand,73701,Approved,,,,1,Unvented/Displacement (max >120kPA),,,2113-07-29,,,Unavailable,http://www.rheem.co.nz/,
True,AS/NZS 4692.2:2005,Edwards,,"Australia,New Zealand",2.249,,295.0,1,1840.0,MEPS-NZ2003-electric,32530003-1E,325300,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,New Zealand,73701,Approved,,,,1,Unvented/Displacement (max >120kPA),,,2113-07-29,,,Unavailable,http://www.rheem.co.nz/,
True,AS/NZS 4692.2:2005,Edwards,,"Australia,New Zealand",2.249,,295.0,1,1840.0,MEPS-NZ2003-electric,32530003-2E,325300,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,New Zealand,73701,Approved,,,,1,Unvented/Displacement (max >120kPA),,,2113-07-29,,,Unavailable,http://www.rheem.co.nz/,
True,AS/NZS 4692.2:2005,Edwards,,"Australia,New Zealand",2.249,,295.0,1,1840.0,MEPS-NZ2003-electric,32530005-0E,325300,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,New Zealand,73701,Approved,,,,1,Unvented/Displacement (max >120kPA),,,2113-07-29,,,Unavailable,http://www.rheem.co.nz/,
True,AS/NZS 4692.2:2005,Edwards,,"Australia,New Zealand",2.249,,295.0,1,1840.0,MEPS-NZ2003-electric,32530005-1E,325300,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,New Zealand,73701,Approved,,,,1,Unvented/Displacement (max >120kPA),,,2113-07-29,,,Unavailable,http://www.rheem.co.nz/,
True,AS/NZS 4692.2:2005,Edwards,,"Australia,New Zealand",2.249,,295.0,1,1840.0,MEPS-NZ2003-electric,32530005-2E,325300,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,New Zealand,73701,Approved,,,,1,Unvented/Displacement (max >120kPA),,,2113-07-29,,,Unavailable,http://www.rheem.co.nz/,
True,AS/NZS 4692.2:2005,Edwards,,"Australia,New Zealand",2.249,,295.0,1,1840.0,MEPS-NZ2003-electric,32530007-0E,325300,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,New Zealand,73701,Approved,,,,1,Unvented/Displacement (max >120kPA),,,2113-07-29,,,Unavailable,http://www.rheem.co.nz/,
True,AS/NZS 4692.2:2005,Edwards,,"Australia,New Zealand",2.249,,295.0,1,1840.0,MEPS-NZ2003-electric,32530007-1E,325300,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,New Zealand,73701,Approved,,,,1,Unvented/Displacement (max >120kPA),,,2113-07-29,,,Unavailable,http://www.rheem.co.nz/,
True,AS/NZS 4692.2:2005,Edwards,,"Australia,New Zealand",2.249,,295.0,1,1840.0,MEPS-NZ2003-electric,32530007-2E,325300,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,New Zealand,73701,Approved,,,,1,Unvented/Displacement (max >120kPA),,,2113-07-29,,,Unavailable,http://www.rheem.co.nz/,
True,AS/NZS 4692.2:2005,Edwards,,"Australia,New Zealand",2.249,,295.0,1,1840.0,MEPS-NZ2003-electric,32530009-0E,325300,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,New Zealand,73701,Approved,,,,1,Unvented/Displacement (max >120kPA),,,2113-07-29,,,Unavailable,http://www.rheem.co.nz/,
True,AS/NZS 4692.2:2005,Edwards,,"Australia,New Zealand",2.249,,295.0,1,1840.0,MEPS-NZ2003-electric,32530009-1E,325300,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,New Zealand,73701,Approved,,,,1,Unvented/Displacement (max >120kPA),,,2113-07-29,,,Unavailable,http://www.rheem.co.nz/,
True,AS/NZS 4692.2:2005,Edwards,,"Australia,New Zealand",2.249,,295.0,1,1840.0,MEPS-NZ2003-electric,32530009-2E,325300,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,New Zealand,73701,Approved,,,,1,Unvented/Displacement (max >120kPA),,,2113-07-29,,,Unavailable,http://www.rheem.co.nz/,
True,AS/NZS 4692.2:2005,Edwards,,"Australia,New Zealand",2.249,,295.0,1,1840.0,MEPS-NZ2003-electric,32530030-0E,325300,AS/NZS 4692.1:2005,AS/NZS 4692.1:2005,New Zealand,73701,Approved,,,,1,Unvented/Displacement (max >120kPA),,,2113-07-29,,,Unavailable,http://www.rheem.co.nz/,
