ApplStandard,Brand,Cap,Combination,Control,Country,Depth,Height,Model No,Family Name,N-Standard,New CEC,New SRI,New Star,Prog Name,Prog Time,Sold_in,SubmitStatus,Submit_ID,Test_Moist_Remove,Tot_Wat_Cons,Type,Width,ExpDate,GrandDate,Product Class,Availability Status,Product Website,Representative Brand URL,Star Rating (old),Star Image Large,Star Image Small
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,Devanti,4,False,Timer,China,440.0,670.0,TD-4KG-30-SI,TD-4KG-**-**,AS/NZS 2442.1:1996/Amdt 4:2006,150,3.12868114283569,3.0,Full Heat,140.0,Australia,Approved,124138,3.1,0.0,Vented,595.0,2024-10-02,,Single product class,Available,,https://search.ipaustralia.gov.au/trademarks/search/view/1842577,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,Devanti,4,False,Timer,China,440.0,670.0,TD-4KG-30-WH,TD-4KG-**-**,AS/NZS 2442.1:1996/Amdt 4:2006,150,3.12868114283569,3.0,Full Heat,140.0,Australia,Approved,124138,3.1,0.0,Vented,595.0,2024-10-02,,Single product class,Available,,https://search.ipaustralia.gov.au/trademarks/search/view/1842577,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,Devanti,4,False,Timer,China,440.0,670.0,TD-4KG-40-WH,TD-4KG-**-**,AS/NZS 2442.1:1996/Amdt 4:2006,150,3.12868114283569,3.0,Full Heat,140.0,Australia,Approved,124138,3.1,0.0,Vented,595.0,2024-10-02,,Single product class,Available,,https://search.ipaustralia.gov.au/trademarks/search/view/1842577,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,Devanti,6,False,Autosensing,China,545.0,840.0,TD-6KG-***-**,TD-6KG-***-**,AS/NZS 2442.1:1996/Amdt 4:2006,265,2.12184812782963,2.0,Extra Dry / Full Heat,197.0,Australia,Approved,124184,4.8,0.0,Vented,594.0,2024-10-03,,Single product class,Available,,https://search.ipaustralia.gov.au/trademarks/search/view/1842577,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,Devanti,6,False,Autosensing,China,545.0,840.0,TD-6KG-09E-SI,TD-6KG-***-**,AS/NZS 2442.1:1996/Amdt 4:2006,265,2.12184812782963,2.0,Extra Dry / Full Heat,197.0,Australia,Approved,124184,4.8,0.0,Vented,594.0,2024-10-03,,Single product class,Available,,https://search.ipaustralia.gov.au/trademarks/search/view/1842577,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,Devanti,6,False,Autosensing,China,545.0,840.0,TD-6KG-09E-WH,TD-6KG-***-**,AS/NZS 2442.1:1996/Amdt 4:2006,265,2.12184812782963,2.0,Extra Dry / Full Heat,197.0,Australia,Approved,124184,4.8,0.0,Vented,594.0,2024-10-03,,Single product class,Available,,https://search.ipaustralia.gov.au/trademarks/search/view/1842577,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,FISHER & PAYKEL,8,False,Autosensing,China,,,DE8060P*,DE8060P*,AS/NZS 2442.1:1996/Amdt 4:2006,355,2.09289217142532,2.0,Everyday,215.0,"Australia,New Zealand",Approved,124341,6.337,0.0,Condenser,,2024-11-06,,Single product class,Available,http://www.fisherpaykel.com/nz,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,FISHER & PAYKEL,8,False,Autosensing,China,,,DE8060P2,DE8060P*,AS/NZS 2442.1:1996/Amdt 4:2006,355,2.09289217142532,2.0,Everyday,215.0,"Australia,New Zealand",Approved,124341,6.337,0.0,Condenser,,2024-11-06,,Single product class,Available,http://www.fisherpaykel.com/nz,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,FISHER & PAYKEL,8,False,Autosensing,China,,,DE8060P3,DE8060P*,AS/NZS 2442.1:1996/Amdt 4:2006,355,2.09289217142532,2.0,Everyday,215.0,"Australia,New Zealand",Approved,124341,6.337,0.0,Condenser,,2024-11-06,,Single product class,Available,http://www.fisherpaykel.com/nz,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,BEKO,7,False,Autosensing,Turkey,,,DCY 7402 GXB2,,AS/NZS 2442.1:1996/Amdt 4:2006,308,2.14511140461585,2.0,Cottons Cupboard Dry Plus,172.0,"Australia,Fiji,New Zealand",Approved,124537,5.468,0.0,Condenser,,2025-04-20,,Single product class,Available,http://www.beko.com.au/,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,LG,9,True,Autosensing,"Vietnam,Thailand,China,South Korea",835.0,990.0,WXLC-1216B,,AS/NZS 2442.1:1996/Amdt 4:2006,373,2.51328877198821,2.5,"Air Dry, Extra High Spin",446.0,"Australia,New Zealand",Approved,124543,7.173,16.0,Condenser,700.0,2025-01-09,,Single product class,Available,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,MIELE,8,False,Autosensing,"Czechia,Germany",643.0,850.0,TWD 440 WP,,AS/NZS 2442.1:1996/Amdt 4:2006,110,9.30212882652549,9.0,Cottons Extra dry,227.0,"Australia,New Zealand",Approved,124838,6.306,0.0,Condenser,596.0,2024-11-26,,Single product class,Available,http://www.miele.com.au/,http://www.miele.com.au,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_9_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-9.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,MIELE,7,False,Autosensing,"Germany,Czechia",643.0,850.0,TCB 140 WP,TxB 140 WP,AS/NZS 2442.1:1996/Amdt 4:2006,100,9.06694875895853,9.0,Cottons Extra dry,211.0,"Australia,New Zealand",Approved,124839,5.581,0.0,Condenser,596.0,2024-11-28,,Single product class,Available,http://www.miele.com.au/,http://www.miele.com.au,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_9_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-9.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,MIELE,7,False,Autosensing,"Germany,Czechia",643.0,850.0,TCB 150 WP,TxB 140 WP,AS/NZS 2442.1:1996/Amdt 4:2006,100,9.06694875895853,9.0,Cottons Extra dry,211.0,"Australia,New Zealand",Approved,124839,5.581,0.0,Condenser,596.0,2024-11-28,,Single product class,Available,http://www.miele.com.au/,http://www.miele.com.au,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_9_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-9.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,MIELE,7,False,Autosensing,"Germany,Czechia",643.0,850.0,TWB 140 WP,TxB 140 WP,AS/NZS 2442.1:1996/Amdt 4:2006,100,9.06694875895853,9.0,Cottons Extra dry,211.0,"Australia,New Zealand",Approved,124839,5.581,0.0,Condenser,596.0,2024-11-28,,Single product class,Available,http://www.miele.com.au/,http://www.miele.com.au,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_9_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-9.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,MIELE,7,False,Autosensing,"Germany,Czechia",643.0,850.0,TxB 140 WP,TxB 140 WP,AS/NZS 2442.1:1996/Amdt 4:2006,100,9.06694875895853,9.0,Cottons Extra dry,211.0,"Australia,New Zealand",Approved,124839,5.581,0.0,Condenser,596.0,2024-11-28,,Single product class,Available,http://www.miele.com.au/,http://www.miele.com.au,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_9_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-9.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,BOSCH,8,False,Autosensing,Poland,,,WTR85T00AU,,AS/NZS 2442.1:1996/Amdt 4:2006,135,8.04200230908608,8.0,"Cottons, Cupboard Extra Dry, Drying level 1",256.0,"Australia,Fiji,New Zealand",Approved,124846,6.346,0.0,Condenser,,2024-11-14,,Single product class,Available,,http://www.bosch-home.com.au/,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_8_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-8.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,HELLER,3.5,True,Autosensing,China,550.0,850.0,HWD700,,AS/NZS 2442.1:1996/Amdt 4:2006,152,2.22554561377381,2.0,"Normal dry, Temp Setting 125, Display 3:25",205.0,"Australia,Fiji,New Zealand",Approved,125166,2.8,34.27,Condenser,600.0,2025-01-09,,Single product class,Available,http://www.gafcontrol.com.au/,http://www.gafcontrol.com.au ,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,LG,5,True,Autosensing,"South Korea,Thailand,Vietnam,China",560.0,850.0,WVC5-1409W,,AS/NZS 2442.1:1996/Amdt 4:2006,162,4.02816104114552,4.0,Normal Eco,169.0,"Australia,New Zealand",Approved,125457,4.016,60.0,Condenser,600.0,2024-12-11,,Single product class,Available,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,Stirling,7,False,Autosensing,China,555.0,840.0,SVD7,,AS/NZS 2442.1:1996/Amdt 4:2006,311,2.08546832651034,2.0,Extra/Cotton,211.0,"Australia,Fiji,New Zealand",Approved,125463,5.538,0.0,Vented,595.0,2025-02-18,,Single product class,Available,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,Robinhood,7,False,Autosensing,China,615.0,845.0,RHCD7W,,AS/NZS 2442.1:1996/Amdt 4:2006,314,2.02639783079217,2.0,Cotton Extra,198.0,"Australia,New Zealand",Approved,125496,5.513,0.0,Condenser,595.0,2024-12-12,,Single product class,Available,,http://www.robinhood.com.au/,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,Robinhood,7,False,Autosensing,China,555.0,840.0,RHSD7W,,AS/NZS 2442.1:1996/Amdt 4:2006,311,2.08546832651034,2.0,Extra/Cotton,208.0,"Australia,New Zealand",Approved,125520,5.538,0.0,Vented,595.0,2024-12-12,,Single product class,Available,,http://www.robinhood.com.au/,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,SEIKI,7,False,Autosensing,China,,,SC-70AU9DRHPC,,AS/NZS 2442.1:1996/Amdt 4:2006,160,6.1749556188476,6.0,Cotton Extra,180.0,"Australia,Fiji,New Zealand",Approved,126112,5.636,0.0,Condenser,,2025-01-14,,Single product class,Available,http://www.ayonz.com/,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_6_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-6.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,SEIKI,3.5,True,Autosensing,China,,,SC-7350AU9FLCO,,AS/NZS 2442.1:1996/Amdt 4:2006,134,3.00109047666986,3.0,Dry,195.0,"Australia,Fiji,New Zealand",Approved,126114,2.73,23.83,Condenser,,2025-01-13,,Single product class,Available,http://www.ayonz.com/,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,SEIKI,7,True,Autosensing,China,,,SC-1070AU9FLCO,,AS/NZS 2442.1:1996/Amdt 4:2006,260,3.18756321303959,3.0,Dry Only,276.0,"Australia,Fiji,New Zealand",Approved,126117,5.519,41.121,Condenser,,2025-01-20,,Single product class,Available,http://www.ayonz.com/,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,STIRLING,5,False,Timer,China,,,STR-CD50,,AS/NZS 2442.1:1996/Amdt 4:2006,191,3.01488158303477,3.0,Extra,172.0,Australia,Approved,126155,3.872,0.0,Vented,,2025-01-14,,Single product class,Available,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,Solt,4.5,False,Timer,China,435.0,700.0,GGSVDE45*,GGSVDE45*,AS/NZS 2442.1:1996/Amdt 4:2006,202,2.02204471467101,2.0,Timer set to 200,200.0,"Australia,Fiji,New Zealand",Approved,126345,3.529,0.0,Vented,600.0,2025-03-13,,Single product class,Available,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,Solt,4.5,False,Timer,China,435.0,700.0,GGSVDE45C,GGSVDE45*,AS/NZS 2442.1:1996/Amdt 4:2006,202,2.02204471467101,2.0,Timer set to 200,200.0,"Australia,Fiji,New Zealand",Approved,126345,3.529,0.0,Vented,600.0,2025-03-13,,Single product class,Available,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,Solt,4.5,False,Timer,China,435.0,700.0,GGSVDE45S,GGSVDE45*,AS/NZS 2442.1:1996/Amdt 4:2006,202,2.02204471467101,2.0,Timer set to 200,200.0,"Australia,Fiji,New Zealand",Approved,126345,3.529,0.0,Vented,600.0,2025-03-13,,Single product class,Available,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,Solt,4.5,False,Timer,China,435.0,700.0,GGSVDE45W,GGSVDE45*,AS/NZS 2442.1:1996/Amdt 4:2006,202,2.02204471467101,2.0,Timer set to 200,200.0,"Australia,Fiji,New Zealand",Approved,126345,3.529,0.0,Vented,600.0,2025-03-13,,Single product class,Available,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,BOSCH,9,False,Autosensing,Poland,,,WTY877W0AU,,AS/NZS 2442.1:1996/Amdt 4:2006,150,8.11843968187056,8.0,"Cottons Cupboard Dry Extra, Adjust drying level +3",257.0,"Australia,New Zealand",Approved,126478,7.23,0.0,Condenser,,2025-07-21,,Single product class,Available,,http://www.bosch-home.com.au/,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_8_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-8.png
AS/NZS 2442.2:2000/Amdt 2:2007,Eurotech,7,False,Autosensing,China,555.0,840.0,ED-FVD7KGWH,,AS/NZS 2442.1:1996/Amdt 4:2006,311,2.08546832651034,2.0,Extra/Cotton,208.0,"Fiji,New Zealand",Approved,126591,5.54,0.0,Vented,595.0,2120-01-31,,Single product class,Available,,http://www.eurotechdesign.co.nz/,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
AS/NZS 2442.2:2000/Amdt 2:2007,Tuscany,7,False,Autosensing,China,555.0,840.0,T-FVD7KGWH,,AS/NZS 2442.1:1996/Amdt 4:2006,311,2.08546832651034,2.0,Extra/Cotton,208.0,"Fiji,New Zealand",Approved,126592,5.54,0.0,Vented,595.0,2120-01-31,,Single product class,Available,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,BOSCH,8,False,Autosensing,Poland,,,WTG86400AU,,AS/NZS 2442.1:1996/Amdt 4:2006,360,2.00683301500606,2.0,"Cottons Very Dry, Fine Adjust ++",202.0,"Australia,New Zealand",Approved,126612,6.364,0.0,Condenser,,2025-07-30,,Single product class,Available,,http://www.bosch-home.com.au/,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,Robinhood,4.5,False,Timer,China,435.0,700.0,RHVD45UDW,,AS/NZS 2442.1:1996/Amdt 4:2006,202,2.02204471467101,2.0,"strong heat, timer set to 200",200.0,"Australia,New Zealand",Approved,126624,3.529,0.0,Vented,600.0,2025-02-04,,Single product class,Available,http://www.chinajinhuan.com/,http://www.robinhood.com.au/,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,Robinhood,6,False,Timer,China,545.0,700.0,RHVD6UDW,,AS/NZS 2442.1:1996/Amdt 4:2006,266,2.09867247187917,2.0,"200 minutes, strong heat program",200.0,"Australia,New Zealand",Approved,126626,4.701,0.0,Vented,600.0,2025-02-04,,Single product class,Available,,http://www.robinhood.com.au/,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,BOSCH,8,False,Autosensing,Poland,,,WTN84200AU,,AS/NZS 2442.1:1996/Amdt 4:2006,360,2.00683301500606,2.0,"Cottons very dry, fine adjust ++",202.0,"Australia,Fiji,New Zealand",Approved,126684,6.364,0.0,Condenser,,2025-02-06,,Single product class,Available,,http://www.bosch-home.com.au/,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,BOSCH,9,False,Autosensing,Poland,,,WTX88MH0AU,,AS/NZS 2442.1:1996/Amdt 4:2006,145,8.32704031553487,8.0,"Cottons, Cupboard Dry +, Drying level 1",352.0,"Australia,Fiji,New Zealand",Approved,126780,7.204,0.0,Condenser,,2025-02-12,,Single product class,Available,,http://www.bosch-home.com.au/,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_8_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-8.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,Mykin,7,False,Autosensing,China,555.0,840.0,MVD7,,AS/NZS 2442.1:1996/Amdt 4:2006,311,2.08546832651034,2.0,Extra/Cotton,211.0,"Australia,Fiji,New Zealand",Approved,127058,5.538,0.0,Vented,595.0,2025-02-26,,Single product class,Available,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,Smeg,8,False,Autosensing,Turkey,,,SAHP86,,AS/NZS 2442.1:1996/Amdt 4:2006,139,7.86233613245979,6.0,"Cottons-Extra Dry, Dryness Level Normal",291.0,"Australia,New Zealand",Approved,127082,6.423,0.0,Condenser,,2025-03-30,,Single product class,Unavailable,,http://www.smeg.com.au,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_6_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-6.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,LG,6,True,Autosensing,"Vietnam,Thailand,South Korea,China",560.0,850.0,WVC9-1410W,,AS/NZS 2442.1:1996/Amdt 4:2006,195,4.00919914823292,4.0,Normal Eco,231.0,"Australia,New Zealand",Approved,127369,4.714,61.2,Condenser,600.0,2025-03-16,,Single product class,Available,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,Haier,8,False,Autosensing,China,,,HDHP80A1,,AS/NZS 2442.1:1996/Amdt 4:2006,134,8.08775069366192,8.0,"Cotton, Dry program",272.0,"Australia,Fiji,New Zealand",Approved,127384,6.279,0.0,Condenser,,2025-03-11,,Single product class,Available,,http://www.haier.com/,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_8_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-8.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,BEKO,7,False,Autosensing,Turkey,584.0,856.0,BDV70WG,,AS/NZS 2442.1:1996/Amdt 4:2006,315,2.00683301500606,2.0,Cottons Extra Dry,198.0,"Australia,Fiji,New Zealand",Approved,127454,5.5513,0.0,Vented,597.0,2025-03-11,,Single product class,Available,http://www.beko.com.au/,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,BOSCH,9,False,Autosensing,Poland,,,T23-P,T23-P,AS/NZS 2442.1:1996/Amdt 4:2006,160,7.72132581127708,7.0,"Cottons, Cupboard Dry Plus",220.0,"Australia,New Zealand",Approved,127642,7.069,0.0,Condenser,,2025-05-21,,Single product class,Available,,http://www.bosch-home.com.au/,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_7_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-7.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,BOSCH,9,False,Autosensing,Poland,,,WTW87565AU,T23-P,AS/NZS 2442.1:1996/Amdt 4:2006,160,7.72132581127708,7.0,"Cottons, Cupboard Dry Plus",220.0,"Australia,New Zealand",Approved,127642,7.069,0.0,Condenser,,2025-05-21,,Single product class,Available,,http://www.bosch-home.com.au/,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_7_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-7.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,SIEMENS,9,False,Autosensing,Poland,,,T23-P,T23-P,AS/NZS 2442.1:1996/Amdt 4:2006,160,7.72132581127708,7.0,"Cottons, Cupboard Dry Plus",220.0,"Australia,New Zealand",Approved,127643,7.069,0.0,Condenser,,2025-04-28,,Single product class,Available,,http://www.siemens-home.com.au/,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_7_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-7.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,SIEMENS,9,False,Autosensing,Poland,,,WT47W580AU,T23-P,AS/NZS 2442.1:1996/Amdt 4:2006,160,7.72132581127708,7.0,"Cottons, Cupboard Dry Plus",220.0,"Australia,New Zealand",Approved,127643,7.069,0.0,Condenser,,2025-04-28,,Single product class,Available,,http://www.siemens-home.com.au/,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_7_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-7.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,Galanz,7,False,Autosensing,China,555.0,850.0,DV-70Q5U,,AS/NZS 2442.1:1996/Amdt 4:2006,289,2.53690019536107,2.5,Standard Cotton,203.0,"Australia,Fiji,New Zealand",Approved,127707,5.598,0.0,Vented,595.0,2025-03-31,,Single product class,Available,http://www.galanz.com.cn/,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png
