ApplStandard,Brand,Cap,Combination,Control,Country,Depth,Height,Model No,Family Name,N-Standard,New CEC,New SRI,New Star,Prog Name,Prog Time,Sold_in,SubmitStatus,Submit_ID,Test_Moist_Remove,Tot_Wat_Cons,Type,Width,ExpDate,GrandDate,Product Class,Availability Status,Product Website,Representative Brand URL,Star Rating (old),Star Image Large,Star Image Small
AS/NZS 2442.2:2000/Amdt 2:2007 (Legacy),SMEG,6,,Timer,,590.0,850.0,SD727,,AS/NZS 2442.1:1996,294,1.483,1.0,Used Once A Week,120.0,New Zealand,Approved,15396,4.67,,Condenser,596.0,,,Single product class,Unavailable,http://www.applico.co.nz/,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.png
AS/NZS 2442.2:2000/Amdt 2:2007 (Legacy),AWARD,6,,Timer,,590.0,800.0,T514 T447,,AS/NZS 2442.1:1996,294,1.483,1.0,TIMED CYCLE,120.0,New Zealand,Approved,16601,4.67,,Condenser,590.0,,,Single product class,Unavailable,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.png
AS/NZS 2442.2:2000/Amdt 2:2007 (Legacy),AWARD,6,,Timer,,590.0,800.0,T767,,AS/NZS 2442.1:1996,294,1.483,1.0,TIMED CYCLE,120.0,New Zealand,Approved,16601,4.67,,Condenser,590.0,,,Single product class,Unavailable,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.png
AS/NZS 2442.2:2000/Amdt 2:2007 (Legacy),SMEG,6,,Autosensing,United Kingdom,580.0,850.0,SCD772,,AS/NZS 2442.1:1996,291,1.546,1.5,Extra dry,176.0,New Zealand,Approved,18011,4.65,,Condenser,595.0,,,Single product class,Unavailable,http://www.applico.co.nz/,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png
AS/NZS 2442.2:2000/Amdt 2:2007 (Legacy),SMEG,6,,Autosensing,United Kingdom,580.0,850.0,SCD777,,AS/NZS 2442.1:1996,291,1.546,1.5,Extra dry,176.0,New Zealand,Approved,18011,4.65,,Condenser,595.0,,,Single product class,Unavailable,http://www.applico.co.nz/,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png
AS/NZS 2442.2:2000/Amdt 2:2007 (Legacy),FISHER & PAYKEL,8,,Autosensing,New Zealand,700.0,1050.0,DEIX1,,AS/NZS 2442.1:1996,339,2.4131,2.0,"Autosensing, damp",95.0,"Australia,New Zealand",Approved,19704,6.347,,Vented,685.0,,,Single product class,Unavailable,http://www.fisherpaykel.com/nz,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
AS/NZS 2442.2:2000/Amdt 2:2007 (Legacy),BAUMATIC,5,,Timer,Chile,525.0,600.0,BK6DR2000,,AS/NZS 2442.1:1996,240,1.6097,1.5,Cotton,170.0,New Zealand,Approved,22153,3.883,,Vented,885.0,,,Single product class,Unavailable,http://www.applico.co.nz/,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png
AS/NZS 2442.2:2000/Amdt 2:2007 (Legacy),SMEG,2.5,,Timer,Italy,540.0,860.0,SWD1600,,AS/NZS 2442.1:1996,84,3.85,3.5,Cotton,120.0,New Zealand,Approved,22155,1.951,,Condenser,595.0,,,Single product class,Unavailable,http://www.applico.co.nz/,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
AS/NZS 2442.2:2000/Amdt 2:2007 (Legacy),FISHER & PAYKEL,3.5,False,Timer,New Zealand,,,AD39,,AS/NZS 2442.1:1996,207,0.33,1.0,Regular,125.0,"Australia,New Zealand",Approved,22649,2.777,,Vented,,,,Single product class,Unavailable,http://www.fisherpaykel.com/nz,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.png
AS/NZS 2442.2:2000/Amdt 2:2007 (Legacy),FISHER & PAYKEL,4.5,False,Timer,New Zealand,,,AD55,,AS/NZS 2442.1:1996,241,0.94,1.0,Regular,145.0,"Australia,New Zealand",Approved,22650,3.541,,Vented,,,,Single product class,Unavailable,http://www.fisherpaykel.com/nz,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.png
AS/NZS 2442.2:2000/Amdt 2:2007 (Legacy),FISHER & PAYKEL,4.5,False,Autosensing,New Zealand,,,ED56,,AS/NZS 2442.1:1996,227,1.31,1.0,Regular,145.0,"Australia,New Zealand",Approved,22651,3.579,0.0,Vented,,,,Single product class,Unavailable,http://www.fisherpaykel.com/nz,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.png
AS/NZS 2442.2:2000/Amdt 2:2007 (Legacy),FISHER & PAYKEL,4.5,False,Autosensing,New Zealand,,,ED56,,AS/NZS 2442.1:1996,202,2.02,2.0,Regular,135.0,"Australia,New Zealand",Approved,25927,3.503,,Vented,,,,Single product class,Unavailable,http://www.fisherpaykel.com/nz,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
AS/NZS 2442.2:2000/Amdt 2:2007 (Legacy),CANDY,1.5,True,Timer,Italy,,,CB 103 TR,,AS/NZS 2442.1:1996,91,0.21,1.0,Dry High on Max Time,102.0,New Zealand,Approved,26609,1.18,28.0,Condenser,,,,Single product class,Unavailable,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.png
AS/NZS 2442.2:2000/Amdt 2:2007 (Legacy),BAUMATIC,5,False,Timer,Chile,525.0,600.0,BK6DR2003,,AS/NZS 2442.1:1996,240,1.6,1.5,COTTON,170.0,New Zealand,Approved,30406,3.883,,Vented,885.0,,,Single product class,Unavailable,http://www.applico.co.nz/,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png
AS/NZS 2442.2:2000/Amdt 2:2007 (Legacy),TUSCANY,5,False,Autosensing,China,,,TDY5,,AS/NZS 2442.1:1996,225,1.9983,1.5,Energy Efficiency Labelling Tests,160.0,New Zealand,Approved,32769,3.97,,Vented,,,,Single product class,Unavailable,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png
AS/NZS 2442.2:2000/Amdt 2:2007 (Legacy),FISHER & PAYKEL,4.5,False,Autosensing,New Zealand,,,ED56,,AS/NZS 2442.1:1996,202,2.02,2.0,Regular,135.0,"Australia,New Zealand",Approved,33797,3.503,,Vented,,,,Single product class,Unavailable,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
AS/NZS 2442.2:2000/Amdt 2:2007 (Legacy),FISHER & PAYKEL,4.5,False,Autosensing,New Zealand,,,ED57,,AS/NZS 2442.1:1996,202,2.02,2.0,Regular,135.0,"Australia,New Zealand",Approved,33797,3.503,,Vented,,,,Single product class,Unavailable,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
AS/NZS 2442.2:2000/Amdt 2:2007 (Legacy),NOUVEAU,5,False,Autosensing,China,,,NVDE5,,AS/NZS 2442.1:1996,225,1.9983,1.5,Energy Efficiency Labelling Tests,160.0,New Zealand,Approved,34808,3.97,,Vented,,,,Single product class,Unavailable,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png
AS/NZS 2442.2:2000/Amdt 2:2007 (Legacy),BOSCH,10,False,Autosensing,United States of America,,,WTB76550EU,,AS/NZS 2442.1:1996,447,2.06,2.0,Cupboar Dry,180.0,New Zealand,Approved,35844,7.999,,Vented,,,,Single product class,Unavailable,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
AS/NZS 2442.2:2000/Amdt 2:2007 (Legacy),FISHER & PAYKEL,4.5,False,Timer,New Zealand,,,DE45F56AW1,,AS/NZS 2442.1:1996,234,1.11,1.0,Regular,140.0,"Australia,New Zealand",Approved,36454,3.497,,Vented,,,,Single product class,Unavailable,http://www.fisherpaykel.com/nz,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.png
AS/NZS 2442.2:2000/Amdt 2:2007 (Legacy),FISHER & PAYKEL,3.5,False,Manual,New Zealand,,,DE35F56AW1,,AS/NZS 2442.1:1996,190,0.86,1.0,Regular,110.0,"Australia,New Zealand",Approved,36682,2.722,,Vented,,,,Single product class,Unavailable,http://www.fisherpaykel.com/nz,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.png
AS/NZS 2442.2:2000/Amdt 2:2007 (Legacy),FISHER & PAYKEL,4.5,False,Autosensing,New Zealand,,,DE45F56EW1,,AS/NZS 2442.1:1996,202,2.04,2.0,Regular,125.0,"Australia,New Zealand",Approved,36956,3.517,,Vented,,,,Single product class,Unavailable,http://www.fisherpaykel.com/nz,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
AS/NZS 2442.2:2000/Amdt 2:2007 (Legacy),TRIESTE,4,False,Timer,China,,,TR-GYJ40-68,,AS/NZS 2442.1:1996,180,2.0068,2.0,Strong Dry Programme,200.0,New Zealand,Approved,45042,3.116,,Vented,,,,Single product class,Unavailable,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
AS/NZS 2442.2:2000/Amdt 2:2007 (Legacy),TRIESTE,6,False,Autosensing,China,,,TR-TD60-101W,,AS/NZS 2442.1:1996,262,2.1613,2.0,Cotton Program,204.0,New Zealand,Approved,45232,4.789,,Vented,,,,Single product class,Unavailable,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
AS/NZS 2442.2:2000/Amdt 2:2007 (Legacy),NOUVEAU,4,False,Timer,China,,,NDR4,,AS/NZS 2442.1:1996/Amdt 4:2006,180,2.00683301500606,2.0,Strong Heat,200.0,New Zealand,Approved,50351,3.115,,Vented,,,,Single product class,Available,http://www.applico.co.nz/,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
AS/NZS 2442.2:2000/Amdt 2:2007 (Legacy),BAUMATIC,4,False,Timer,China,,,BK4CD,,AS/NZS 2442.1:1996,180,2.0068,2.0,Strong Heat,200.0,New Zealand,Approved,51370,3.115,,Vented,,,,Single product class,Unavailable,http://www.applico.co.nz/,http://www.applico.co.nz,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
AS/NZS 2442.2:2000/Amdt 2:2007 (Legacy),TRIESTE,6,False,Autosensing,China,870.0,650.0,TR-GDZ60-09E,,AS/NZS 2442.1:1996,265,2.0,2.0,Extra Dry Full Load,230.0,New Zealand,Approved,52233,4.702,,Vented,600.0,,,Single product class,Unavailable,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
AS/NZS 2442.2:2000/Amdt 2:2007 (Legacy),Tuscany,6,False,Autosensing,China,870.0,650.0,T-GDZ60-09E,,AS/NZS 2442.1:1996,265,2.0,2.0,Extra Dry Full Load,230.0,New Zealand,Approved,53493,4.702,,Vented,600.0,,,Single product class,Unavailable,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
AS/NZS 2442.2:2000/Amdt 2:2007 (Legacy),ACQUA,6,False,Autosensing,China,,,GY-ESD60W,,AS/NZS 2442.1:1996,265,2.0,2.0,Extra Dry/Full Load,230.0,New Zealand,Approved,56709,4.702,,Vented,,,,Single product class,Available,http://www.jalmacsales.com/,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
AS/NZS 2442.2:2000/Amdt 2:2007 (Legacy),AWARD,6,False,Autosensing,China,570.0,850.0,T55W,,AS/NZS 2442.1:1996,266,2.09,2.0,Cottons Heavy program,248.0,New Zealand,Approved,58860,4.69,,Vented,595.0,,,Single product class,Unavailable,,http://www.awardappliances.co.nz,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
AS/NZS 2442.2:2000/Amdt 2:2007 (Legacy),TRIESTE,6,False,Autosensing,China,870.0,650.0,ED-D6KG,,AS/NZS 2442.1:1996/Amdt 4:2006,265,2.12184812782963,2.0,Extra Dry Full Load,230.0,"Fiji,New Zealand",Approved,66449,4.702,,Vented,600.0,,,Single product class,Unavailable,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
AS/NZS 2442.2:2000/Amdt 2:2007 (Legacy),ASKO,6.5,False,Autosensing,Sweden,595.0,850.0,ASKO,ASKO,AS/NZS 2442.1:1996/Amdt 4:2006,292,2.01736018503429,2.0,AUTO NORMAL DRY,140.0,New Zealand,Approved,66720,5.112,0.0,Condenser,595.0,,,Single product class,Unavailable,,http://www.asko.org.nz,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
AS/NZS 2442.2:2000/Amdt 2:2007 (Legacy),ASKO,6.5,False,Autosensing,Sweden,595.0,850.0,T754C,ASKO,AS/NZS 2442.1:1996/Amdt 4:2006,292,2.01736018503429,2.0,AUTO NORMAL DRY,140.0,New Zealand,Approved,66720,5.112,0.0,Condenser,595.0,,,Single product class,Unavailable,,http://www.asko.org.nz,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
AS/NZS 2442.2:2000/Amdt 2:2007 (Legacy),ASKO,6.5,False,Autosensing,Sweden,595.0,850.0,T784C,ASKO,AS/NZS 2442.1:1996/Amdt 4:2006,292,2.01736018503429,2.0,AUTO NORMAL DRY,140.0,New Zealand,Approved,66720,5.112,0.0,Condenser,595.0,,,Single product class,Unavailable,,http://www.asko.org.nz,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
AS/NZS 2442.2:2000/Amdt 2:2007 (Legacy),ASKO,6.5,False,Autosensing,Sweden,595.0,850.0,T794C,ASKO,AS/NZS 2442.1:1996/Amdt 4:2006,292,2.01736018503429,2.0,AUTO NORMAL DRY,140.0,New Zealand,Approved,66720,5.112,0.0,Condenser,595.0,,,Single product class,Unavailable,,http://www.asko.org.nz,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
AS/NZS 2442.2:2000/Amdt 2:2007 (Legacy),ASKO,7,False,Autosensing,Sweden,595.0,850.0,ASKO,ASKO,AS/NZS 2442.1:1996/Amdt 4:2006,164,6.02301877883347,6.0,AUTO NORMAL DRY,200.0,New Zealand,Approved,66721,5.529,0.0,Condenser,595.0,,,Single product class,Unavailable,,http://www.asko.org.nz,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_6_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-6.png
AS/NZS 2442.2:2000/Amdt 2:2007 (Legacy),ASKO,7,False,Autosensing,Sweden,595.0,850.0,T754HP,ASKO,AS/NZS 2442.1:1996/Amdt 4:2006,164,6.02301877883347,6.0,AUTO NORMAL DRY,200.0,New Zealand,Approved,66721,5.529,0.0,Condenser,595.0,,,Single product class,Unavailable,,http://www.asko.org.nz,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_6_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-6.png
AS/NZS 2442.2:2000/Amdt 2:2007 (Legacy),ASKO,7,False,Autosensing,Sweden,595.0,850.0,T784HP,ASKO,AS/NZS 2442.1:1996/Amdt 4:2006,164,6.02301877883347,6.0,AUTO NORMAL DRY,200.0,New Zealand,Approved,66721,5.529,0.0,Condenser,595.0,,,Single product class,Unavailable,,http://www.asko.org.nz,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_6_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-6.png
AS/NZS 2442.2:2000/Amdt 2:2007 (Legacy),domeq,5,True,Autosensing,Italy,600.0,,dmc8514,,AS/NZS 2442.1:1996/Amdt 4:2006,193,2.95078590574692,2.5,Cotton,212.3,New Zealand,Approved,67461,4.055,40.1,Condenser,600.0,2022-08-31,,Single product class,Unavailable,http://www.candy.it/,http://www.domeq.co.nz/,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png
AS/NZS 2442.2:2000/Amdt 2:2007 (Legacy),ASKO,6,False,Autosensing,Sweden,600.0,850.0,TDC111V,,AS/NZS 2442.1:1996/Amdt 4:2006,270,2.00683301500606,2.0,AUTO NORMAL DRY,115.0,New Zealand,Approved,72593,4.831,,Vented,595.0,2113-06-06,,Single product class,Unavailable,,http://www.asko.org.nz,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
AS/NZS 2442.2:2000/Amdt 2:2007 (Legacy),Aspira,4,False,Timer,China,,,DY40,,AS/NZS 2442.1:1996/Amdt 4:2006,230,0.498562816633008,1.0,200 min Warm,120.0,New Zealand,Approved,79327,3.11,,Vented,,2114-03-05,,Single product class,Unavailable,http://www.fisherpaykel.com/nz,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.png
AS/NZS 2442.2:2000/Amdt 2:2007 (Legacy),ASKO,10,False,Autosensing,Slovenia,726.0,850.0,T884XLHP,,AS/NZS 2442.1:1996/Amdt 4:2006,154,8.6048027632957,6.0,Auto Normal Dry,313.0,New Zealand,Approved,84917,7.95,0.0,Condenser,595.0,2114-10-08,,Single product class,Available,,http://www.asko.org.nz,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_6_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-6.png
AS/NZS 2442.2:2000/Amdt 2:2007 (Legacy),Eurotech,6,False,Autosensing,Turkey,530.0,846.0,ED-CD6KG,,AS/NZS 2442.1:1996/Amdt 4:2006,262,2.1919034885209,2.0,Cotton - Extra Dry,60.0,"Fiji,New Zealand",Approved,85917,3.366,0.0,Condenser,595.0,2114-11-21,,Single product class,Unavailable,,http://www.eurotechdesign.co.nz/,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
AS/NZS 2442.2:2000/Amdt 2:2007 (Legacy),Sheffield,4,False,Timer,China,440.0,670.0,PLA1329,,AS/NZS 2442.1:1996/Amdt 4:2006,150,3.12868114283569,3.0,full heat,140.0,New Zealand,Approved,86048,3.108,,Vented,595.0,2115-01-12,,Single product class,Unavailable,http://www.prolinkasia.com/,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
AS/NZS 2442.2:2000/Amdt 2:2007 (Legacy),CLASSIQUE,7,False,Autosensing,China,555.0,840.0,CL7DRY,,AS/NZS 2442.1:1996/Amdt 4:2006,311,2.08546832651034,2.0,Extra/Cotton,208.0,New Zealand,Approved,89551,5.538,,Vented,595.0,2115-07-02,,Single product class,Unavailable,http://www.applico.co.nz/,http://www.applico.co.nz/,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
AS/NZS 2442.2:2000/Amdt 2:2007 (Legacy),CLASSIQUE,7,False,Autosensing,China,600.0,840.0,CL7CDRY,,AS/NZS 2442.1:1996/Amdt 4:2006,311,2.08546832651034,2.0,COTTON EXTRA,186.0,New Zealand,Approved,89553,5.615,0.0,Condenser,595.0,2115-07-02,,Single product class,Unavailable,http://www.applico.co.nz/,http://www.applico.co.nz/,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,MIELE,2.5,True,Autosensing,Germany,,,WT 2780,,AS/NZS 2442.1:1996,77,4.33977848149698,4.0,Cottons Normal,164.0,"Australia,New Zealand",Approved,92442,1.975,12.71,Condenser,,2020-10-07,,Single product class,Unavailable,http://www.miele.com.au/,http://www.miele.com.au,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,INDESIT,5.5,True,Autosensing,Italy,630.0,840.0,XWDE 8612X AUS,,AS/NZS 2442.1:1996/Amdt 4:2006,210,3.01781094723226,3.0,program no 11 Eco Cotton + dry only option at cupboard dry level,296.0,"Australia,Fiji,New Zealand",Approved,93600,4.28967,25.17,Condenser,600.0,2021-01-22,,Single product class,Available,http://www.indesit.com/,http://www.indesit.com.au,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,Speed Queen,9,False,Autosensing,United States of America,711.0,1092.0,ADE3TRWS431AW01,,AS/NZS 2442.1:1996/Amdt 4:2006,430,1.63827200019893,1.5,"Automatic Regulator/Delicate Energy Saver, Fabric Selector on Perm Press/Regulator",118.0,Australia,Approved,94741,7.338,0.0,Vented,683.0,2023-05-11,,Single product class,Available,,http://www.comlaundry.com/,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,EURO,4.5,True,Autosensing,Turkey,582.0,845.0,EL8W4DW,,AS/NZS 2442.1:1996/Amdt 4:2006,173,2.97563272674038,2.5,"Extras, Cotton Dry, Cupboard",260.0,"Australia,Fiji,New Zealand",Approved,94781,3.619,42.6,Condenser,597.0,2021-07-08,,Single product class,Available,http://www.euroappliances.com.au/,http://www.euroappliances.com.au,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,TECHNIKA,7,False,Autosensing,China,615.0,845.0,TCD7E,,AS/NZS 2442.1:1996/Amdt 4:2006,314,2.02639783079217,2.0,Extra+Cotton,198.0,"Australia,Fiji,New Zealand",Approved,94869,5.514,0.0,Condenser,595.0,2020-12-04,,Single product class,Available,http://www.glendimplex.com.au,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,BEKO,7,False,Autosensing,Turkey,540.0,846.0,DPE7400,,AS/NZS 2442.1:1996/Amdt 4:2006,145,6.7806701231054,6.0,Cottons Extra Dry,274.0,"Australia,New Zealand",Approved,94960,5.657,0.0,Condenser,595.0,2020-11-27,,Single product class,Available,http://www.beko.com.au/,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_6_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-6.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,TECHNIKA,7,False,Autosensing,China,555.0,840.0,TVD7U,,AS/NZS 2442.1:1996/Amdt 4:2006,311,2.08546832651034,2.0,Extra+Cotton,211.0,"Australia,Fiji,New Zealand",Approved,95075,5.538,0.0,Vented,595.0,2020-12-08,,Single product class,Available,http://www.glendimplex.com.au,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
