Adaptive Defrost,ApplStandard,Brand,CEC_,CompartGrVol,CompartNetVol,CompartType,Configuration,Country,Depth,Designation,FF Vol,FZ Vol,Group,Height,Icemaker,MEPSApproval,Model No,Family Name,N-Standard,Star2009,SRI2009,No_Doors,S-MEPS_Ad,S-MEPScutoff,Sold_in,Submit_ID,SubmitStatus,Tot Vol,Width,ExpDate,GrandDate,Product Class,Availability Status,Product Website,Representative Brand URL,Fixed MEPS allowance factor,Variable MEPS allowance factor,Adjusted volume,Type,Star Rating (old),Star Image Large,Star Image Small,Registration Number
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,FISHER & PAYKEL,338,451.0,423.0,Fresh Food,Upright,Thailand,694.0,Refrigerator,451,0,1.0,1695.0,False,Labelling and MEPS,RF450SRDW1,RF450S***1,AS/NZS 4474.1:2007/Amdt 2:2011,2.0,2.00975168940362,,0.0,456.556,"Australia,Fiji,New Zealand",118735,Approved,451.0,635.0,2024-01-17,,Class 1,Available,,http://www.fisherpaykel.com,296.0,0.356,451.0,1,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,ARF1619
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,FISHER & PAYKEL,579,304.0,237.0,Freezer,Upright,Thailand,715.0,Freezer,0,304,7.0,1425.0,False,Labelling and MEPS,RF308F***1,RF308F***1,AS/NZS 4474.1:2007/Amdt 2:2011,1.0,1.28348675030336,,0.0,633.0096,"Australia,Fiji,New Zealand",118736,Approved,304.0,635.0,2024-01-16,,Class 10,Available,,http://www.fisherpaykel.com,383.0,0.514,486.4,7,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.png,ARF1617
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,FISHER & PAYKEL,579,304.0,237.0,Freezer,Upright,Thailand,715.0,Freezer,0,304,7.0,1425.0,False,Labelling and MEPS,RF308FLDW1,RF308F***1,AS/NZS 4474.1:2007/Amdt 2:2011,1.0,1.28348675030336,,0.0,633.0096,"Australia,Fiji,New Zealand",118736,Approved,304.0,635.0,2024-01-16,,Class 10,Available,,http://www.fisherpaykel.com,383.0,0.514,486.4,7,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.png,ARF1617
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,FISHER & PAYKEL,579,304.0,237.0,Freezer,Upright,Thailand,715.0,Freezer,0,304,7.0,1425.0,False,Labelling and MEPS,RF308FRDW1,RF308F***1,AS/NZS 4474.1:2007/Amdt 2:2011,1.0,1.28348675030336,,0.0,633.0096,"Australia,Fiji,New Zealand",118736,Approved,304.0,635.0,2024-01-16,,Class 10,Available,,http://www.fisherpaykel.com,383.0,0.514,486.4,7,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.png,ARF1617
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,FISHER & PAYKEL,621,389.0,288.0,Freezer,Upright,Thailand,715.0,Freezer,0,389,7.0,1695.0,False,Labelling and MEPS,RF388F***1,RF388F***1,AS/NZS 4474.1:2007/Amdt 2:2011,1.5,1.50479807070212,,0.0,702.9136,"Australia,Fiji,New Zealand",118738,Approved,389.0,635.0,2024-01-16,,Class 10,Available,,http://www.fisherpaykel.com,383.0,0.514,622.4,7,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png,ARF1616
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,FISHER & PAYKEL,621,389.0,288.0,Freezer,Upright,Thailand,715.0,Freezer,0,389,7.0,1695.0,False,Labelling and MEPS,RF388FLDW1,RF388F***1,AS/NZS 4474.1:2007/Amdt 2:2011,1.5,1.50479807070212,,0.0,702.9136,"Australia,Fiji,New Zealand",118738,Approved,389.0,635.0,2024-01-16,,Class 10,Available,,http://www.fisherpaykel.com,383.0,0.514,622.4,7,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png,ARF1616
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,FISHER & PAYKEL,621,389.0,288.0,Freezer,Upright,Thailand,715.0,Freezer,0,389,7.0,1695.0,False,Labelling and MEPS,RF388FRDW1,RF388F***1,AS/NZS 4474.1:2007/Amdt 2:2011,1.5,1.50479807070212,,0.0,702.9136,"Australia,Fiji,New Zealand",118738,Approved,389.0,635.0,2024-01-16,,Class 10,Available,,http://www.fisherpaykel.com,383.0,0.514,622.4,7,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png,ARF1616
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,STIRLING,305,"155.0,66.0","144.0,53.0","Fresh Food,Freezer",Upright,China,,Refrigerator/Freezer,,,5T,,False,Labelling and MEPS,STR-H221W,,AS/NZS 4474.1:2007/Amdt 2:2011,3.0,3.00988195596645,,0.0,434.0704,Australia,118743,Approved,221.0,,2024-02-13,,Class 5,Available,,,334.0,0.384,260.6,5T,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,ARF1640
True,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,HITACHI,334,"391.0,174.0","365.0,145.0","Fresh Food,Freezer",Upright,Thailand,740.0,Refrigerator/Freezer,,,5T,1760.0,False,Labelling and MEPS,R-V610PT7,R-V610PT7***,AS/NZS 4474.1:2007/Amdt 2:2011,4.5,4.52026438321117,,0.0,620.60208,"Australia,Fiji,New Zealand",118763,Approved,565.0,855.0,2024-03-01,,Class 5,Available,,http://www.hitachi.com.au/products/product-categories/consumer-products.html,334.0,0.384,669.4,5T,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,ARF1649
True,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,HITACHI,334,"391.0,174.0","365.0,145.0","Fresh Food,Freezer",Upright,Thailand,740.0,Refrigerator/Freezer,,,5T,1760.0,False,Labelling and MEPS,R-V610PT7***,R-V610PT7***,AS/NZS 4474.1:2007/Amdt 2:2011,4.5,4.52026438321117,,0.0,620.60208,"Australia,Fiji,New Zealand",118763,Approved,565.0,855.0,2024-03-01,,Class 5,Available,,http://www.hitachi.com.au/products/product-categories/consumer-products.html,334.0,0.384,669.4,5T,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,ARF1649
True,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,HITACHI,334,"391.0,174.0","365.0,145.0","Fresh Food,Freezer",Upright,Thailand,740.0,Refrigerator/Freezer,,,5T,1760.0,False,Labelling and MEPS,R-V610PT7BBK,R-V610PT7***,AS/NZS 4474.1:2007/Amdt 2:2011,4.5,4.52026438321117,,0.0,620.60208,"Australia,Fiji,New Zealand",118763,Approved,565.0,855.0,2024-03-01,,Class 5,Available,,http://www.hitachi.com.au/products/product-categories/consumer-products.html,334.0,0.384,669.4,5T,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,ARF1649
True,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,HITACHI,334,"391.0,174.0","365.0,145.0","Fresh Food,Freezer",Upright,Thailand,740.0,Refrigerator/Freezer,,,5T,1760.0,False,Labelling and MEPS,R-V610PT7BGK,R-V610PT7***,AS/NZS 4474.1:2007/Amdt 2:2011,4.5,4.52026438321117,,0.0,620.60208,"Australia,Fiji,New Zealand",118763,Approved,565.0,855.0,2024-03-01,,Class 5,Available,,http://www.hitachi.com.au/products/product-categories/consumer-products.html,334.0,0.384,669.4,5T,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,ARF1649
True,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,HITACHI,334,"391.0,174.0","365.0,145.0","Fresh Food,Freezer",Upright,Thailand,740.0,Refrigerator/Freezer,,,5T,1760.0,False,Labelling and MEPS,R-V610PT7BSL,R-V610PT7***,AS/NZS 4474.1:2007/Amdt 2:2011,4.5,4.52026438321117,,0.0,620.60208,"Australia,Fiji,New Zealand",118763,Approved,565.0,855.0,2024-03-01,,Class 5,Available,,http://www.hitachi.com.au/products/product-categories/consumer-products.html,334.0,0.384,669.4,5T,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,ARF1649
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,Husky,221,46.0,46.0,Fresh Food,Upright,China,450.0,Refrigerator,,,2.0,492.0,False,Labelling and MEPS,HUS-46WH,,AS/NZS 4474.1:2007/Amdt 2:2011,1.5,1.50242423843227,,0.0,322.214,"Australia,Fiji,New Zealand",118775,Approved,46.0,473.0,2024-01-24,,Class 1,Unavailable,http://www.mideaaircon.com/,http://www.husky-international.com/,308.0,0.309,46.0,2,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png,ARF1626
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,Husky,200,69.0,69.0,Fresh Food,Upright,China,510.0,Refrigerator,,,1.0,630.0,False,Labelling and MEPS,HUS-69WH,,AS/NZS 4474.1:2007/Amdt 2:2011,2.0,2.12331112006469,,0.0,320.564,"Australia,Fiji,New Zealand",118776,Approved,69.0,445.0,2024-01-22,,Class 1,Available,http://www.mideaaircon.com/,http://www.husky-international.com/,296.0,0.356,69.0,1,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,ARF1623
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,SAMSUNG ELECTRONICS,595,"409.0,227.0","384.0,177.0","Fresh Food,Freezer",Side by Side,South Korea,720.0,Refrigerator/Freezer,,,5S,1775.0,True,Labelling and MEPS,SRS636SCLS,,AS/NZS 4474.1:2007/Amdt 2:2011,2.5,2.61421760364216,"2,1",292.3,1166.296,"Australia,Fiji,New Zealand",118778,Approved,636.0,905.0,2024-03-17,,Class 7,Available,https://www.samsung.com.au,,607.0,0.18,772.2,5S,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,ARF1633
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,Husky,218,93.0,93.0,Fresh Food,Upright,China,450.0,Refrigerator,,,1.0,860.0,False,Labelling and MEPS,HUS-95WH,,AS/NZS 4474.1:2007/Amdt 2:2011,2.0,2.00324745237973,,0.0,329.108,"Australia,Fiji,New Zealand",118806,Approved,93.0,472.0,2024-01-22,,Class 1,Unavailable,http://www.mideaaircon.com/,http://www.husky-international.com/,296.0,0.356,93.0,1,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,ARF1622
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,Husky,260,198.0,198.0,Freezer,Chest,China,523.0,Freezer,,,6C,850.0,False,Labelling and MEPS,HUS-198CHE,,AS/NZS 4474.1:2007/Amdt 2:2011,3.5,3.54226283412286,,0.0,364.8352,"Australia,Fiji,New Zealand",118811,Approved,198.0,945.0,2024-01-24,,Class 8,Available,http://www.mideaaircon.com/,http://www.husky-international.com/,202.0,0.514,316.8,6C,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,ARF1625
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,Husky,319,295.0,295.0,Freezer,Chest,China,670.0,Freezer,,,6C,850.0,False,Labelling and MEPS,HUS-295CHE,,AS/NZS 4474.1:2007/Amdt 2:2011,3.5,3.50588762640497,,0.0,444.608,"Australia,Fiji,New Zealand",118831,Approved,295.0,1115.0,2024-01-22,,Class 8,Available,http://www.mideaaircon.com/,http://www.husky-international.com/,202.0,0.514,472.0,6C,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,ARF1621
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,Husky,270,172.0,157.0,Freezer,Upright,China,550.0,Freezer,,,6U,1420.0,False,Labelling and MEPS,HUS-172VFWH,,AS/NZS 4474.1:2007/Amdt 2:2011,3.0,3.14772234960139,,0.0,386.2384,"Australia,Fiji,New Zealand",118835,Approved,172.0,550.0,2024-01-23,,Class 9,Available,http://midea.com.cn/,http://www.husky-international.com/,299.0,0.317,275.2,6U,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,ARF1624
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,Husky,245,237.0,235.0,Fresh Food,Upright,China,550.0,Refrigerator,,,2.0,1420.0,False,Labelling and MEPS,HUS-237VWH,,AS/NZS 4474.1:2007/Amdt 2:2011,2.0,2.42976218526634,,0.0,381.233,"Australia,Fiji,New Zealand",118836,Approved,237.0,550.0,2024-01-25,,Class 2,Available,http://midea.com.cn/,http://www.husky-international.com/,308.0,0.309,237.0,2,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,ARF1627
True,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,LG,374,"202.0,401.0","174.0,391.0","Freezer,Fresh Food",Upright,South Korea,730.0,Refrigerator/Freezer,,,5T,1780.0,False,Labelling and MEPS,GT-600MBDC,,AS/NZS 4474.1:2007/Amdt 2:2011,4.0,4.25386185665506,,0.0,642.69744,"Australia,New Zealand",118841,Approved,603.0,860.0,2024-03-18,,Class 5,Available,,,334.0,0.384,724.2,5T,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ARF1660
False,AS/NZS 4474.2:2009/Amdt 1:2011,TOSHIBA,456,"212.0,370.0","165.0,335.0","Freezer,Fresh Food",Upright,China,685.0,Refrigerator/Freezer,,,5B,1898.0,False,Labelling and MEPS,GR-RF532WE-PGM(22),,AS/NZS 4474.1:2007/Amdt 2:2011,3.0,3.45098658081508,"2,2",303.28,1014.1944,New Zealand,118864,Approved,582.0,833.0,2119-02-12,,Class 6,Available,http://www.midea.com.cn/,,440.0,0.382,709.2,5B,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,ZRF0650
False,AS/NZS 4474.2:2009/Amdt 1:2011,TOSHIBA,576,"339.0,234.0","334.0,156.0","Fresh Food,Freezer",Side by Side,China,745.0,Refrigerator/Freezer,,,5S,1788.0,True,Labelling and MEPS,GR-RS508WE-PMM(02),,AS/NZS 4474.1:2007/Amdt 2:2011,2.5,2.56967662158259,,0.0,863.412,New Zealand,118867,Approved,573.0,895.0,2119-01-23,,Class 7,Available,http://www.midea.com.cn/,,607.0,0.18,713.4,5S,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,ZRF0649
False,AS/NZS 4474.2:2009/Amdt 1:2011,TOSHIBA,390,"132.0,336.0","100.0,316.0","Freezer,Fresh Food",Upright,China,666.0,Refrigerator/Freezer,,,5B,1880.0,False,Labelling and MEPS,GR-RB440WE-DMM(02),,AS/NZS 4474.1:2007/Amdt 2:2011,3.5,3.50823770464771,,0.0,649.0304,New Zealand,118887,Approved,468.0,700.0,2119-02-27,,Class 6,Available,http://www.midea.com.cn/,,440.0,0.382,547.2,5B,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,ZRF0653
True,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,STIRLING,462,"285.0,188.0","268.0,133.0","Fresh Food,Freezer",Side by Side,China,,Refrigerator/Freezer,,,5S,,False,Labelling and MEPS,STR-H470FF,,AS/NZS 4474.1:2007/Amdt 2:2011,3.0,3.00051002225349,,0.0,748.0662,Australia,118895,Approved,473.0,,2024-02-11,,Class 7,Available,,,607.0,0.18,585.8,5S,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,ARF1636
False,AS/NZS 4474.2:2009/Amdt 1:2011,MIDEA,683,"447.0,188.0","422.0,120.0","Fresh Food,Freezer",Upright,China,728.5,Refrigerator/Freezer,,,5B,1775.0,False,Labelling and MEPS,353635,,AS/NZS 4474.1:2007/Amdt 2:2011,2.0,2.01789715743301,"2,2",248.235,973.8946,New Zealand,118964,Approved,635.0,911.0,2119-02-18,,Class 6,Available,http://www.midea.com.cn/,,440.0,0.382,747.8,5B,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,ZRF0651
False,AS/NZS 4474.2:2009/Amdt 1:2011,MIDEA,590,"235.0,347.0","235.0,347.0","Freezer,Fresh Food",Side by Side,China,745.0,Refrigerator/Freezer,,,5S,1788.0,False,Labelling and MEPS,353582,,AS/NZS 4474.1:2007/Amdt 2:2011,2.5,2.50616117003272,,0.0,737.14,New Zealand,118965,Approved,582.0,895.0,2119-02-27,,Class 7,Available,http://www.midea.com.cn/,,607.0,0.18,723.0,5S,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,ZRF0652
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,Fairhall,333,"398.0,137.0","393.0,114.0","Fresh Food,Freezer",Upright,China,883.0,Refrigerator/Freezer,,,5T,1692.0,False,Labelling and MEPS,FFR535,FFR535,AS/NZS 4474.1:2007/Amdt 2:2011,4.0,4.36170031403566,,0.0,571.0048,Australia,118998,Approved,535.0,750.0,2024-02-02,,Class 5,Available,,,334.0,0.384,617.2,5T,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ARF1632
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,Fairhall,333,"398.0,137.0","393.0,114.0","Fresh Food,Freezer",Upright,China,883.0,Refrigerator/Freezer,,,5T,1692.0,False,Labelling and MEPS,FFR535SAU,FFR535,AS/NZS 4474.1:2007/Amdt 2:2011,4.0,4.36170031403566,,0.0,571.0048,Australia,118998,Approved,535.0,750.0,2024-02-02,,Class 5,Available,,,334.0,0.384,617.2,5T,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ARF1632
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,Fairhall,333,"398.0,137.0","393.0,114.0","Fresh Food,Freezer",Upright,China,883.0,Refrigerator/Freezer,,,5T,1692.0,False,Labelling and MEPS,FFR535WAU,FFR535,AS/NZS 4474.1:2007/Amdt 2:2011,4.0,4.36170031403566,,0.0,571.0048,Australia,118998,Approved,535.0,750.0,2024-02-02,,Class 5,Available,,,334.0,0.384,617.2,5T,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ARF1632
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,SAMSUNG ELECTRONICS,585,"265.0,431.0","229.0,418.0","Freezer,Fresh Food",Side by Side,China,,Refrigerator/Freezer,,,5S,,False,Labelling and MEPS,SRS694NLS,SRS694NLS,AS/NZS 4474.1:2007/Amdt 2:2011,2.5,2.89821939743265,,0.0,760.9,"Australia,Fiji,New Zealand",119039,Approved,696.0,,2024-02-01,,Class 7,Available,https://www.samsung.com.au,,607.0,0.18,855.0,5S,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,ARF1630
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,SAMSUNG ELECTRONICS,585,"265.0,431.0","229.0,418.0","Freezer,Fresh Food",Side by Side,China,,Refrigerator/Freezer,,,5S,,False,Labelling and MEPS,SRS694NLS1,SRS694NLS,AS/NZS 4474.1:2007/Amdt 2:2011,2.5,2.89821939743265,,0.0,760.9,"Australia,Fiji,New Zealand",119039,Approved,696.0,,2024-02-01,,Class 7,Available,https://www.samsung.com.au,,607.0,0.18,855.0,5S,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,ARF1630
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,SAMSUNG ELECTRONICS,555,"265.0,431.0","229.0,418.0","Freezer,Fresh Food",Side by Side,China,,Refrigerator/Freezer,,,5S,,False,Labelling and MEPS,SRS692NMB,SRS693NLS,AS/NZS 4474.1:2007/Amdt 2:2011,3.0,3.09963803035269,,0.0,760.9,"Australia,Fiji,New Zealand",119041,Approved,696.0,,2024-01-31,,Class 7,Available,https://www.samsung.com.au,,607.0,0.18,855.0,5S,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,ARF1629
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,SAMSUNG ELECTRONICS,555,"265.0,431.0","229.0,418.0","Freezer,Fresh Food",Side by Side,China,,Refrigerator/Freezer,,,5S,,False,Labelling and MEPS,SRS692NMB1,SRS693NLS,AS/NZS 4474.1:2007/Amdt 2:2011,3.0,3.09963803035269,,0.0,760.9,"Australia,Fiji,New Zealand",119041,Approved,696.0,,2024-01-31,,Class 7,Available,https://www.samsung.com.au,,607.0,0.18,855.0,5S,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,ARF1629
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,SAMSUNG ELECTRONICS,555,"265.0,431.0","229.0,418.0","Freezer,Fresh Food",Side by Side,China,,Refrigerator/Freezer,,,5S,,False,Labelling and MEPS,SRS693NLS,SRS693NLS,AS/NZS 4474.1:2007/Amdt 2:2011,3.0,3.09963803035269,,0.0,760.9,"Australia,Fiji,New Zealand",119041,Approved,696.0,,2024-01-31,,Class 7,Available,https://www.samsung.com.au,,607.0,0.18,855.0,5S,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,ARF1629
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,SAMSUNG ELECTRONICS,555,"265.0,431.0","229.0,418.0","Freezer,Fresh Food",Side by Side,China,,Refrigerator/Freezer,,,5S,,False,Labelling and MEPS,SRS693NLS1,SRS693NLS,AS/NZS 4474.1:2007/Amdt 2:2011,3.0,3.09963803035269,,0.0,760.9,"Australia,Fiji,New Zealand",119041,Approved,696.0,,2024-01-31,,Class 7,Available,https://www.samsung.com.au,,607.0,0.18,855.0,5S,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,ARF1629
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,SAMSUNG ELECTRONICS,610,"429.0,247.0","415.0,202.0","Fresh Food,Freezer",Side by Side,China,,Refrigerator/Freezer,,,5S,,True,Labelling and MEPS,SRS675DLS,SRS675DLS,AS/NZS 4474.1:2007/Amdt 2:2011,2.5,2.65889676529498,,0.0,883.356,"Australia,Fiji,New Zealand",119043,Approved,676.0,,2024-02-01,,Class 7,Available,https://www.samsung.com.au,,607.0,0.18,824.2,5S,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,ARF1631
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,SAMSUNG ELECTRONICS,610,"429.0,247.0","415.0,202.0","Fresh Food,Freezer",Side by Side,China,,Refrigerator/Freezer,,,5S,,True,Labelling and MEPS,SRS675DLS1,SRS675DLS,AS/NZS 4474.1:2007/Amdt 2:2011,2.5,2.65889676529498,,0.0,883.356,"Australia,Fiji,New Zealand",119043,Approved,676.0,,2024-02-01,,Class 7,Available,https://www.samsung.com.au,,607.0,0.18,824.2,5S,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,ARF1631
