Submit_ID,Brand,Model_No,Family Name,SoldIn,Country,Sing_or_fam,nom_lamp_power,avg_meas_lum_flux,median_lamp_life,lumen_maintenance,avg_meas_efficacy,inputvolt_min,inputvolt_max,ExpDate,GrandDate,SubmitStatus,Product Class,Availability Status,Product Website,Representative Brand URL,Lamp Light Output (Lumens),Lamp Type,What test standard was used
126588,PHILIPS,Essential Plus LV MR16 35W GU5.3 12V 36D,,"Australia,Fiji,New Zealand",China,Single,35.0,464.9,3000.0,0.971,13.4,12.0,12.0,2025-02-10,,Approved,Class 7,Available,http://www.philips.com.au/,,465.0,ELV halogen reflector,AS/NZS 4934.1:2014
126827,Sylvania,0021699,MR16 SUPERIA ECOPLUS 35W,"Australia,New Zealand",Belgium,,35.0,848.0,4462.0,0.876,22.23,12.0,12.0,2025-03-05,,Approved,Class 7,Available,http://www.havells-sylvania.com/,,850.0,ELV halogen reflector,AS/NZS 4934.1:2014
126827,Sylvania,0021701,MR16 SUPERIA ECOPLUS 35W,"Australia,New Zealand",Belgium,,35.0,848.0,4462.0,0.876,22.23,12.0,12.0,2025-03-05,,Approved,Class 7,Available,http://www.havells-sylvania.com/,,850.0,ELV halogen reflector,AS/NZS 4934.1:2014
126827,Sylvania,MR16 SUPERIA ECOPLUS 35W,MR16 SUPERIA ECOPLUS 35W,"Australia,New Zealand",Belgium,,35.0,848.0,4462.0,0.876,22.23,12.0,12.0,2025-03-05,,Approved,Class 7,Available,http://www.havells-sylvania.com/,,850.0,ELV halogen reflector,AS/NZS 4934.1:2014
126829,Sylvania,0021697,MR16 SUPERIA ECOPLUS 20W,"Australia,New Zealand",Belgium,,20.0,397.0,3979.0,0.919,19.43,12.0,12.0,2025-02-23,,Approved,Class 7,Available,http://www.havells-sylvania.com/,,400.0,ELV halogen reflector,AS/NZS 4934.1:2014
126829,Sylvania,0021698,MR16 SUPERIA ECOPLUS 20W,"Australia,New Zealand",Belgium,,20.0,397.0,3979.0,0.919,19.43,12.0,12.0,2025-02-23,,Approved,Class 7,Available,http://www.havells-sylvania.com/,,400.0,ELV halogen reflector,AS/NZS 4934.1:2014
126829,Sylvania,MR16 SUPERIA ECOPLUS 20W,MR16 SUPERIA ECOPLUS 20W,"Australia,New Zealand",Belgium,,20.0,397.0,3979.0,0.919,19.43,12.0,12.0,2025-02-23,,Approved,Class 7,Available,http://www.havells-sylvania.com/,,400.0,ELV halogen reflector,AS/NZS 4934.1:2014
129557,Brilliant Lighting,19102,Officework,Australia,China,,42.0,635.85,2000.0,0.86,14.35,240.0,240.0,2025-10-28,,Approved,Class 1,Available,,http://www.blinklighting.com.au,640.0,GLS tungsten filament,AS/NZS 4934.1:2014
129557,Brilliant Lighting,19104,Officework,Australia,China,,42.0,635.85,2000.0,0.86,14.35,240.0,240.0,2025-10-28,,Approved,Class 1,Available,,http://www.blinklighting.com.au,640.0,GLS tungsten filament,AS/NZS 4934.1:2014
129557,Brilliant Lighting,19107,Officework,Australia,China,,42.0,635.85,2000.0,0.86,14.35,240.0,240.0,2025-10-28,,Approved,Class 1,Available,,http://www.blinklighting.com.au,640.0,GLS tungsten filament,AS/NZS 4934.1:2014
129557,Brilliant Lighting,19108,Officework,Australia,China,,42.0,635.85,2000.0,0.86,14.35,240.0,240.0,2025-10-28,,Approved,Class 1,Available,,http://www.blinklighting.com.au,640.0,GLS tungsten filament,AS/NZS 4934.1:2014
129557,Brilliant Lighting,Officework,Officework,Australia,China,,42.0,635.85,2000.0,0.86,14.35,240.0,240.0,2025-10-28,,Approved,Class 1,Available,,http://www.blinklighting.com.au,640.0,GLS tungsten filament,AS/NZS 4934.1:2014
132051,MIRABELLA,MR16 35W 60D,,"Australia,New Zealand",China,Single,35.0,479.0,2000.0,0.95,13.61,12.0,12.0,2025-09-04,,Approved,Class 7,Available,,http://www.mirabella.com.au,470.0,ELV halogen reflector,AS/NZS 4934.1:2014
132220,GE,G20857,,"Australia,New Zealand",United States of America,Single,18.0,233.96,5000.0,0.8578,12.97,12.0,12.0,2025-09-09,,Approved,Class 7,Available,,,240.0,ELV halogen reflector,AS/NZS 4934.1:2014
132230,GE,G20860,,"Australia,New Zealand",United States of America,Single,35.0,487.57,5000.0,0.8253,14.16,12.0,12.0,2025-09-10,,Approved,Class 7,Available,,,510.0,ELV halogen reflector,AS/NZS 4934.1:2014
132409,MIRABELLA,G4 12V 14W,,"Australia,New Zealand",China,Single,14.0,211.5,2000.0,0.918,14.7,12.0,12.0,2025-09-10,,Approved,Class 2,Available,,http://www.mirabella.com.au,220.0,ELV halogen non reflector,AS/NZS 4934.1:2014
132417,MIRABELLA,G4 12V 7W,,"Australia,New Zealand",China,Single,7.0,92.81,2000.0,0.927,12.98,12.0,12.0,2025-09-15,,Approved,Class 2,Available,,http://www.mirabella.com.au,100.0,ELV halogen non reflector,AS/NZS 4934.1:2014
132418,MIRABELLA,GY6.35 12V 35W,,"Australia,New Zealand",China,Single,35.0,703.0,2000.0,0.913,19.7,12.0,12.0,2025-09-15,,Approved,Class 2,Available,,http://www.mirabella.com.au,720.0,ELV halogen non reflector,AS/NZS 4934.1:2014
132419,MIRABELLA,GY6.35 12V 28W,,"Australia,New Zealand",China,Single,28.0,547.0,2000.0,0.968,19.19,12.0,12.0,2025-09-15,,Approved,Class 2,Available,,http://www.mirabella.com.au,550.0,ELV halogen non reflector,AS/NZS 4934.1:2014
132454,GE,G20859,,"Australia,New Zealand",United States of America,Single,35.0,476.86,5000.0,0.8241,14.08,12.0,12.0,2025-09-16,,Approved,Class 7,Available,,,500.0,ELV halogen reflector,AS/NZS 4934.1:2014
132455,GE,G77905,,"Australia,New Zealand",United States of America,Single,35.0,551.32,5000.0,0.8187,15.9,12.0,12.0,2025-09-16,,Approved,Class 7,Available,,,580.0,ELV halogen reflector,AS/NZS 4934.1:2014
132546,GE,G77901,,"Australia,New Zealand",United States of America,Single,20.0,252.37,5000.0,0.8437,13.0,12.0,12.0,2025-09-16,,Approved,Class 7,Available,,,260.0,ELV halogen reflector,AS/NZS 4934.1:2014
132547,GE,G79233,,"Australia,New Zealand",United States of America,Single,35.0,637.34,5000.0,0.8277,18.26,12.0,12.0,2025-09-21,,Approved,Class 7,Available,,,670.0,ELV halogen reflector,AS/NZS 4934.1:2014
