Submit_ID,Brand,Model_No,Family Name,SoldIn,Country,Sing_or_fam,nom_lamp_power,avg_meas_lum_flux,median_lamp_life,lumen_maintenance,avg_meas_efficacy,inputvolt_min,inputvolt_max,ExpDate,GrandDate,SubmitStatus,Product Class,Availability Status,Product Website,Representative Brand URL,Lamp Light Output (Lumens),Lamp Type,What test standard was used
69009,PHILIPS,EcoHalo 35WGU5.3 12V,EcoHalo 35WGU5.3 12V,Australia,Poland,,35.0,498.5,3296.0,0.962,14.0,12.0,12.0,2021-01-12,,Approved,Class 1,Unavailable,http://www.philips.com.au/,,465.0,ELV halogen reflector,AS/NZS 4934.1:2014
69009,PHILIPS,EcoHalo 35WGU5.3 12V 36D,EcoHalo 35WGU5.3 12V,Australia,Poland,,35.0,498.5,3296.0,0.962,14.0,12.0,12.0,2021-01-12,,Approved,Class 1,Unavailable,http://www.philips.com.au/,,465.0,ELV halogen reflector,AS/NZS 4934.1:2014
69009,PHILIPS,EcoHalo 35WGU5.3 12V 60D,EcoHalo 35WGU5.3 12V,Australia,Poland,,35.0,498.5,3296.0,0.962,14.0,12.0,12.0,2021-01-12,,Approved,Class 1,Unavailable,http://www.philips.com.au/,,465.0,ELV halogen reflector,AS/NZS 4934.1:2014
77022,OSRAM,45860 SP 20W LL,Decostar 51 Long Life 20W,"Australia,Fiji,New Zealand",Germany,Family,20.0,221.0,4322.0,1.0,11.16,12.0,12.0,2021-02-10,,Approved,Class 1,Available,http://www.ledvance.com.au,http://www.ledvance.com.au,221.0,ELV halogen reflector,AS/NZS 4934.1:2014
77022,OSRAM,45860 WFL 20W LL,Decostar 51 Long Life 20W,"Australia,Fiji,New Zealand",Germany,Family,20.0,221.0,4322.0,1.0,11.16,12.0,12.0,2021-02-10,,Approved,Class 1,Available,http://www.ledvance.com.au,http://www.ledvance.com.au,221.0,ELV halogen reflector,AS/NZS 4934.1:2014
77022,OSRAM,Decostar 51 Long Life 20W,Decostar 51 Long Life 20W,"Australia,Fiji,New Zealand",Germany,Family,20.0,221.0,4322.0,1.0,11.16,12.0,12.0,2021-02-10,,Approved,Class 1,Available,http://www.ledvance.com.au,http://www.ledvance.com.au,221.0,ELV halogen reflector,AS/NZS 4934.1:2014
93719,Housewares,HWCGLS-28,HWCGLS-28,Australia,China,,28.0,356.8,2000.0,0.871,12.6,230.0,250.0,2020-10-12,,Approved,,Unavailable,,,350.0,Mains Voltage halogen non reflector,AS/NZS 4934.1:2014
93719,Housewares,HWCGLSBC-28,HWCGLS-28,Australia,China,,28.0,356.8,2000.0,0.871,12.6,230.0,250.0,2020-10-12,,Approved,,Unavailable,,,350.0,Mains Voltage halogen non reflector,AS/NZS 4934.1:2014
93719,Housewares,HWCGLSES-28,HWCGLS-28,Australia,China,,28.0,356.8,2000.0,0.871,12.6,230.0,250.0,2020-10-12,,Approved,,Unavailable,,,350.0,Mains Voltage halogen non reflector,AS/NZS 4934.1:2014
93729,Housewares,HWGLSC-42,HWGLSC-42,Australia,China,,42.0,602.3,2000.0,0.863,14.1,230.0,250.0,2020-10-12,,Approved,,Unavailable,,,600.0,Mains Voltage halogen non reflector,AS/NZS 4934.1:2014
93729,Housewares,HWGLSCBC-42,HWGLSC-42,Australia,China,,42.0,602.3,2000.0,0.863,14.1,230.0,250.0,2020-10-12,,Approved,,Unavailable,,,600.0,Mains Voltage halogen non reflector,AS/NZS 4934.1:2014
93729,Housewares,HWGLSCES-42,HWGLSC-42,Australia,China,,42.0,602.3,2000.0,0.863,14.1,230.0,250.0,2020-10-12,,Approved,,Unavailable,,,600.0,Mains Voltage halogen non reflector,AS/NZS 4934.1:2014
93740,Housewares,HWGLSC-53,HWGLSC-53,Australia,China,,53.0,804.5,2000.0,0.91,15.0,230.0,250.0,2020-10-12,,Approved,,Unavailable,,,800.0,Mains Voltage halogen non reflector,AS/NZS 4934.1:2014
93740,Housewares,HWGLSCBC-53,HWGLSC-53,Australia,China,,53.0,804.5,2000.0,0.91,15.0,230.0,250.0,2020-10-12,,Approved,,Unavailable,,,800.0,Mains Voltage halogen non reflector,AS/NZS 4934.1:2014
93740,Housewares,HWGLSCES-53,HWGLSC-53,Australia,China,,53.0,804.5,2000.0,0.91,15.0,230.0,250.0,2020-10-12,,Approved,,Unavailable,,,800.0,Mains Voltage halogen non reflector,AS/NZS 4934.1:2014
93741,Housewares,HWGLSC-72,HWGLSC-72,Australia,China,,72.0,1155.1,2000.0,0.906,15.8,230.0,250.0,2020-10-13,,Approved,,Available,,,1100.0,Mains Voltage halogen non reflector,AS/NZS 4934.1:2014
93741,Housewares,HWGLSCBC-72,HWGLSC-72,Australia,China,,72.0,1155.1,2000.0,0.906,15.8,230.0,250.0,2020-10-13,,Approved,,Available,,,1100.0,Mains Voltage halogen non reflector,AS/NZS 4934.1:2014
93741,Housewares,HWGLSCES-72,HWGLSC-72,Australia,China,,72.0,1155.1,2000.0,0.906,15.8,230.0,250.0,2020-10-13,,Approved,,Available,,,1100.0,Mains Voltage halogen non reflector,AS/NZS 4934.1:2014
93742,Housewares,HWGLSP-28,HWGLSP-28,Australia,China,,28.0,357.7,2000.0,0.861,12.7,230.0,250.0,2020-10-12,,Approved,,Available,,,350.0,Mains Voltage halogen non reflector,AS/NZS 4934.1:2014
93742,Housewares,HWGLSPBC-28,HWGLSP-28,Australia,China,,28.0,357.7,2000.0,0.861,12.7,230.0,250.0,2020-10-12,,Approved,,Available,,,350.0,Mains Voltage halogen non reflector,AS/NZS 4934.1:2014
93742,Housewares,HWGLSPES-28,HWGLSP-28,Australia,China,,28.0,357.7,2000.0,0.861,12.7,230.0,250.0,2020-10-12,,Approved,,Available,,,350.0,Mains Voltage halogen non reflector,AS/NZS 4934.1:2014
93743,Housewares,HWGLSP-42,HWGLSP-42,Australia,China,,42.0,606.7,2000.0,0.851,14.2,230.0,250.0,2020-10-12,,Approved,,Available,,,600.0,Mains Voltage halogen non reflector,AS/NZS 4934.1:2014
93743,Housewares,HWGLSPBC-42,HWGLSP-42,Australia,China,,42.0,606.7,2000.0,0.851,14.2,230.0,250.0,2020-10-12,,Approved,,Available,,,600.0,Mains Voltage halogen non reflector,AS/NZS 4934.1:2014
93743,Housewares,HWGLSPES-42,HWGLSP-42,Australia,China,,42.0,606.7,2000.0,0.851,14.2,230.0,250.0,2020-10-12,,Approved,,Available,,,600.0,Mains Voltage halogen non reflector,AS/NZS 4934.1:2014
93745,Housewares,HWGLSP-53,HWGLSP-53,Australia,China,,53.0,797.7,2000.0,0.911,14.9,230.0,250.0,2020-10-08,,Approved,,Available,,,750.0,Mains Voltage halogen non reflector,AS/NZS 4934.1:2014
93745,Housewares,HWGLSPBC-53,HWGLSP-53,Australia,China,,53.0,797.7,2000.0,0.911,14.9,230.0,250.0,2020-10-08,,Approved,,Available,,,750.0,Mains Voltage halogen non reflector,AS/NZS 4934.1:2014
93745,Housewares,HWGLSPES-53,HWGLSP-53,Australia,China,,53.0,797.7,2000.0,0.911,14.9,230.0,250.0,2020-10-08,,Approved,,Available,,,750.0,Mains Voltage halogen non reflector,AS/NZS 4934.1:2014
93746,Housewares,HWGLSP-72,HWGLSP-72,Australia,China,,72.0,1154.9,2000.0,0.904,15.8,230.0,250.0,2020-10-12,,Approved,,Available,,,1100.0,Mains Voltage halogen non reflector,AS/NZS 4934.1:2014
93746,Housewares,HWGLSPBC-72,HWGLSP-72,Australia,China,,72.0,1154.9,2000.0,0.904,15.8,230.0,250.0,2020-10-12,,Approved,,Available,,,1100.0,Mains Voltage halogen non reflector,AS/NZS 4934.1:2014
93746,Housewares,HWGLSPES-72,HWGLSP-72,Australia,China,,72.0,1154.9,2000.0,0.904,15.8,230.0,250.0,2020-10-12,,Approved,,Available,,,1100.0,Mains Voltage halogen non reflector,AS/NZS 4934.1:2014
93749,MIRABELLA,MR16HW 35W 60D,,Australia,China,Single,35.0,479.0,2000.0,0.95,13.61,12.0,12.0,2021-01-08,,Approved,,Available,,http://www.mirabella.com.au,470.0,ELV halogen reflector,AS/NZS 4934.1:2014
93893,Brilliant Lighting,19099,A55,Australia,China,,28.0,390.85,2000.0,0.86,13.1,240.0,240.0,2020-10-13,,Approved,,Unavailable,,http://www.blinklighting.com.au,380.0,GLS tungsten filament,AS/NZS 4934.1:2014
93893,Brilliant Lighting,19100,A55,Australia,China,,28.0,390.85,2000.0,0.86,13.1,240.0,240.0,2020-10-13,,Approved,,Unavailable,,http://www.blinklighting.com.au,380.0,GLS tungsten filament,AS/NZS 4934.1:2014
93893,Brilliant Lighting,19101,A55,Australia,China,,28.0,390.85,2000.0,0.86,13.1,240.0,240.0,2020-10-13,,Approved,,Unavailable,,http://www.blinklighting.com.au,380.0,GLS tungsten filament,AS/NZS 4934.1:2014
93893,Brilliant Lighting,A55,A55,Australia,China,,28.0,390.85,2000.0,0.86,13.1,240.0,240.0,2020-10-13,,Approved,,Unavailable,,http://www.blinklighting.com.au,380.0,GLS tungsten filament,AS/NZS 4934.1:2014
93899,Brilliant Lighting,19117,G45,Australia,China,,28.0,389.85,2000.0,0.86,13.07,240.0,240.0,2020-10-14,,Approved,,Available,,http://www.blinklighting.com.au,390.0,GLS tungsten filament,AS/NZS 4934.1:2014
93899,Brilliant Lighting,19118,G45,Australia,China,,28.0,389.85,2000.0,0.86,13.07,240.0,240.0,2020-10-14,,Approved,,Available,,http://www.blinklighting.com.au,390.0,GLS tungsten filament,AS/NZS 4934.1:2014
93899,Brilliant Lighting,19119,G45,Australia,China,,28.0,389.85,2000.0,0.86,13.07,240.0,240.0,2020-10-14,,Approved,,Available,,http://www.blinklighting.com.au,390.0,GLS tungsten filament,AS/NZS 4934.1:2014
93899,Brilliant Lighting,G45,G45,Australia,China,,28.0,389.85,2000.0,0.86,13.07,240.0,240.0,2020-10-14,,Approved,,Available,,http://www.blinklighting.com.au,390.0,GLS tungsten filament,AS/NZS 4934.1:2014
93905,Brilliant Lighting,19120,c35,Australia,China,,28.0,386.85,2000.0,0.87,13.01,240.0,240.0,2020-10-13,,Approved,,Available,,http://www.blinklighting.com.au,375.0,GLS tungsten filament,AS/NZS 4934.1:2014
93905,Brilliant Lighting,19123,c35,Australia,China,,28.0,386.85,2000.0,0.87,13.01,240.0,240.0,2020-10-13,,Approved,,Available,,http://www.blinklighting.com.au,375.0,GLS tungsten filament,AS/NZS 4934.1:2014
93905,Brilliant Lighting,19124,c35,Australia,China,,28.0,386.85,2000.0,0.87,13.01,240.0,240.0,2020-10-13,,Approved,,Available,,http://www.blinklighting.com.au,375.0,GLS tungsten filament,AS/NZS 4934.1:2014
93905,Brilliant Lighting,c35,c35,Australia,China,,28.0,386.85,2000.0,0.87,13.01,240.0,240.0,2020-10-13,,Approved,,Available,,http://www.blinklighting.com.au,375.0,GLS tungsten filament,AS/NZS 4934.1:2014
94190,Sylvania,217330,XECO 12V 35W,"Australia,New Zealand",Belgium,,35.0,518.89,2000.0,0.9,14.83,12.0,12.0,2020-11-09,,Approved,,Available,http://www.havells-sylvania.com/,,540.0,ELV halogen reflector,AS/NZS 4934.1:2014
94190,Sylvania,217340,XECO 12V 35W,"Australia,New Zealand",Belgium,,35.0,518.89,2000.0,0.9,14.83,12.0,12.0,2020-11-09,,Approved,,Available,http://www.havells-sylvania.com/,,540.0,ELV halogen reflector,AS/NZS 4934.1:2014
94190,Sylvania,XECO 12V 35W,XECO 12V 35W,"Australia,New Zealand",Belgium,,35.0,518.89,2000.0,0.9,14.83,12.0,12.0,2020-11-09,,Approved,,Available,http://www.havells-sylvania.com/,,540.0,ELV halogen reflector,AS/NZS 4934.1:2014
94397,Brilliant Lighting,19187,42W Globes,Australia,China,,42.0,635.85,2000.0,0.86,14.35,240.0,240.0,2020-11-10,,Approved,,Available,,http://www.blinklighting.com.au,640.0,GLS tungsten filament,AS/NZS 4934.1:2014
94397,Brilliant Lighting,19188,42W Globes,Australia,China,,42.0,635.85,2000.0,0.86,14.35,240.0,240.0,2020-11-10,,Approved,,Available,,http://www.blinklighting.com.au,640.0,GLS tungsten filament,AS/NZS 4934.1:2014
94397,Brilliant Lighting,42W Globes,42W Globes,Australia,China,,42.0,635.85,2000.0,0.86,14.35,240.0,240.0,2020-11-10,,Approved,,Available,,http://www.blinklighting.com.au,640.0,GLS tungsten filament,AS/NZS 4934.1:2014
95461,Olsent,A55BHV-28CL,Olsent 28CL Series,"Australia,Fiji,New Zealand",China,,29.0,377.0,2000.0,0.931,12.97,240.0,240.0,2020-12-18,,Approved,Class 1,Available,http://www.sengled.com/,,350.0,Mains Voltage halogen non reflector,AS/NZS 4934.1:2014
95461,Olsent,A55THV-28CL,Olsent 28CL Series,"Australia,Fiji,New Zealand",China,,29.0,377.0,2000.0,0.931,12.97,240.0,240.0,2020-12-18,,Approved,Class 1,Available,http://www.sengled.com/,,350.0,Mains Voltage halogen non reflector,AS/NZS 4934.1:2014
95461,Olsent,Olsent 28CL Series,Olsent 28CL Series,"Australia,Fiji,New Zealand",China,,29.0,377.0,2000.0,0.931,12.97,240.0,240.0,2020-12-18,,Approved,Class 1,Available,http://www.sengled.com/,,350.0,Mains Voltage halogen non reflector,AS/NZS 4934.1:2014
95477,Olsent,A55BHV-28FR,Olsent 28FR Series,"Australia,Fiji,New Zealand",China,,29.0,372.0,2000.0,0.88,12.94,240.0,240.0,2020-12-15,,Approved,Class 1,Available,http://www.sengled.com/,,350.0,Mains Voltage halogen non reflector,AS/NZS 4934.1:2014
95477,Olsent,A55THV-28FR,Olsent 28FR Series,"Australia,Fiji,New Zealand",China,,29.0,372.0,2000.0,0.88,12.94,240.0,240.0,2020-12-15,,Approved,Class 1,Available,http://www.sengled.com/,,350.0,Mains Voltage halogen non reflector,AS/NZS 4934.1:2014
95477,Olsent,Olsent 28FR Series,Olsent 28FR Series,"Australia,Fiji,New Zealand",China,,29.0,372.0,2000.0,0.88,12.94,240.0,240.0,2020-12-15,,Approved,Class 1,Available,http://www.sengled.com/,,350.0,Mains Voltage halogen non reflector,AS/NZS 4934.1:2014
95653,Olsent,G4 12V 10W,,"Australia,Fiji,New Zealand",China,Single,10.0,100.0,2000.0,0.85,10.11,12.0,12.0,2021-01-11,,Approved,Class 1,Available,http://www.sengled.com/,,100.0,ELV halogen non reflector,AS/NZS 4934.1:2014
95732,MIRABELLA,HGLSBC-28 CLEAR,HGLSXX-28 CLEAR,Australia,China,,28.0,371.28,2068.0,0.8351,12.81,240.0,240.0,2021-01-09,,Approved,Class 1,Unavailable,,http://www.mirabella.com.au,371.0,Mains Voltage halogen non reflector (excluding G9 base),AS/NZS 4934.1:2014
95732,MIRABELLA,HGLSES-28 CLEAR,HGLSXX-28 CLEAR,Australia,China,,28.0,371.28,2068.0,0.8351,12.81,240.0,240.0,2021-01-09,,Approved,Class 1,Unavailable,,http://www.mirabella.com.au,371.0,Mains Voltage halogen non reflector (excluding G9 base),AS/NZS 4934.1:2014
95732,MIRABELLA,HGLSXX-28 CLEAR,HGLSXX-28 CLEAR,Australia,China,,28.0,371.28,2068.0,0.8351,12.81,240.0,240.0,2021-01-09,,Approved,Class 1,Unavailable,,http://www.mirabella.com.au,371.0,Mains Voltage halogen non reflector (excluding G9 base),AS/NZS 4934.1:2014
95733,MIRABELLA,HGLSBC-53 CLEAR,HGLSXX-53 CLEAR,Australia,China,,53.0,978.55,2000.0,0.8239,17.57,240.0,240.0,2021-01-09,,Approved,Class 1,Unavailable,,http://www.mirabella.com.au,978.0,Mains Voltage halogen non reflector (excluding G9 base),AS/NZS 4934.1:2014
95733,MIRABELLA,HGLSES-53 CLEAR,HGLSXX-53 CLEAR,Australia,China,,53.0,978.55,2000.0,0.8239,17.57,240.0,240.0,2021-01-09,,Approved,Class 1,Unavailable,,http://www.mirabella.com.au,978.0,Mains Voltage halogen non reflector (excluding G9 base),AS/NZS 4934.1:2014
95733,MIRABELLA,HGLSXX-53 CLEAR,HGLSXX-53 CLEAR,Australia,China,,53.0,978.55,2000.0,0.8239,17.57,240.0,240.0,2021-01-09,,Approved,Class 1,Unavailable,,http://www.mirabella.com.au,978.0,Mains Voltage halogen non reflector (excluding G9 base),AS/NZS 4934.1:2014
95734,MIRABELLA,HGLSBC-72 CLEAR,HGLSXX-72 CLEAR,Australia,China,,72.0,1352.2,2000.0,0.8198,17.81,240.0,240.0,2021-01-09,,Approved,Class 1,Unavailable,,http://www.mirabella.com.au,1350.0,Mains Voltage halogen non reflector (excluding G9 base),AS/NZS 4934.1:2014
95734,MIRABELLA,HGLSES-72 CLEAR,HGLSXX-72 CLEAR,Australia,China,,72.0,1352.2,2000.0,0.8198,17.81,240.0,240.0,2021-01-09,,Approved,Class 1,Unavailable,,http://www.mirabella.com.au,1350.0,Mains Voltage halogen non reflector (excluding G9 base),AS/NZS 4934.1:2014
95734,MIRABELLA,HGLSXX-72 CLEAR,HGLSXX-72 CLEAR,Australia,China,,72.0,1352.2,2000.0,0.8198,17.81,240.0,240.0,2021-01-09,,Approved,Class 1,Unavailable,,http://www.mirabella.com.au,1350.0,Mains Voltage halogen non reflector (excluding G9 base),AS/NZS 4934.1:2014
95735,MIRABELLA,HCDLBC-28 CLEAR,HCDLXXX-28,Australia,China,,28.0,383.18,2103.0,0.8407,13.02,240.0,240.0,2021-01-09,,Approved,Class 1,Unavailable,,http://www.mirabella.com.au,383.0,Mains Voltage halogen non reflector (excluding G9 base),AS/NZS 4934.1:2014
95735,MIRABELLA,HCDLES-28 CLEAR,HCDLXXX-28,Australia,China,,28.0,383.18,2103.0,0.8407,13.02,240.0,240.0,2021-01-09,,Approved,Class 1,Unavailable,,http://www.mirabella.com.au,383.0,Mains Voltage halogen non reflector (excluding G9 base),AS/NZS 4934.1:2014
95735,MIRABELLA,HCDLSBC-28 CLEAR,HCDLXXX-28,Australia,China,,28.0,383.18,2103.0,0.8407,13.02,240.0,240.0,2021-01-09,,Approved,Class 1,Unavailable,,http://www.mirabella.com.au,383.0,Mains Voltage halogen non reflector (excluding G9 base),AS/NZS 4934.1:2014
95735,MIRABELLA,HCDLSES-28 CLEAR,HCDLXXX-28,Australia,China,,28.0,383.18,2103.0,0.8407,13.02,240.0,240.0,2021-01-09,,Approved,Class 1,Unavailable,,http://www.mirabella.com.au,383.0,Mains Voltage halogen non reflector (excluding G9 base),AS/NZS 4934.1:2014
95735,MIRABELLA,HCDLXXX-28,HCDLXXX-28,Australia,China,,28.0,383.18,2103.0,0.8407,13.02,240.0,240.0,2021-01-09,,Approved,Class 1,Unavailable,,http://www.mirabella.com.au,383.0,Mains Voltage halogen non reflector (excluding G9 base),AS/NZS 4934.1:2014
95867,Olsent,GY6.35 50W,,"Australia,Fiji,New Zealand",China,Single,50.0,856.0,2000.0,0.84,16.75,12.0,12.0,2021-01-15,,Approved,Class 1,Available,http://www.sengled.com/,,840.0,ELV halogen non reflector,AS/NZS 4934.1:2014
95868,Olsent,MR16/C 12V 20W,,"Australia,Fiji,New Zealand",China,Single,20.0,243.0,2000.0,0.85,11.92,12.0,12.0,2021-01-19,,Approved,Class 1,Available,http://www.sengled.com/,,230.0,ELV halogen reflector,AS/NZS 4934.1:2014
95869,Olsent,G4 12V 20W,,"Australia,Fiji,New Zealand",China,Single,20.0,261.0,2000.0,0.84,13.11,12.0,12.0,2021-01-19,,Approved,Class 1,Available,http://www.sengled.com/,,255.0,ELV halogen non reflector,AS/NZS 4934.1:2014
96250,Handy Hardware,A55,A55,Australia,China,Family,43.1,610.3,2000.0,0.884,14.08,220.0,240.0,2021-02-03,,Approved,Class 1,Available,,,600.0,Mains Voltage halogen non reflector,AS/NZS 4934.1:2014
96250,Handy Hardware,A55-B22-42W,A55,Australia,China,Family,43.1,610.3,2000.0,0.884,14.08,220.0,240.0,2021-02-03,,Approved,Class 1,Available,,,600.0,Mains Voltage halogen non reflector,AS/NZS 4934.1:2014
96250,Handy Hardware,A55-E27-42W,A55,Australia,China,Family,43.1,610.3,2000.0,0.884,14.08,220.0,240.0,2021-02-03,,Approved,Class 1,Available,,,600.0,Mains Voltage halogen non reflector,AS/NZS 4934.1:2014
96426,Energizer,ECO GLS HALOGEN LAMPS,ECO GLS HALOGEN LAMPS,"Australia,Fiji,New Zealand",China,Family,80.0,1432.6,2000.0,0.9032,17.11,220.0,240.0,2021-07-08,,Approved,Class 1,Unavailable,http://www.sansai.com.au/,,1400.0,GLS tungsten filament,AS/NZS 4934.1:2014
96426,Energizer,ENERGIZER(S4866),ECO GLS HALOGEN LAMPS,"Australia,Fiji,New Zealand",China,Family,80.0,1432.6,2000.0,0.9032,17.11,220.0,240.0,2021-07-08,,Approved,Class 1,Unavailable,http://www.sansai.com.au/,,1400.0,GLS tungsten filament,AS/NZS 4934.1:2014
96426,Energizer,ENERGIZER(S4867),ECO GLS HALOGEN LAMPS,"Australia,Fiji,New Zealand",China,Family,80.0,1432.6,2000.0,0.9032,17.11,220.0,240.0,2021-07-08,,Approved,Class 1,Unavailable,http://www.sansai.com.au/,,1400.0,GLS tungsten filament,AS/NZS 4934.1:2014
96706,Sylvania,223380,,"Australia,New Zealand",China,Single,20.0,258.2,4000.0,0.88,12.4,12.0,12.0,2021-02-05,,Approved,Class 1,Available,,,260.0,ELV halogen reflector,AS/NZS 4934.1:2014
96707,Sylvania,237A38,ELV Coolfit 50 ER,"Australia,New Zealand",China,Family,37.0,516.0,4000.0,0.83,14.1,12.0,12.0,2021-02-17,,Approved,Class 1,Available,,,520.0,ELV halogen reflector,AS/NZS 4934.1:2014
96707,Sylvania,237A60,ELV Coolfit 50 ER,"Australia,New Zealand",China,Family,37.0,516.0,4000.0,0.83,14.1,12.0,12.0,2021-02-17,,Approved,Class 1,Available,,,520.0,ELV halogen reflector,AS/NZS 4934.1:2014
96707,Sylvania,ELV Coolfit 50 ER,ELV Coolfit 50 ER,"Australia,New Zealand",China,Family,37.0,516.0,4000.0,0.83,14.1,12.0,12.0,2021-02-17,,Approved,Class 1,Available,,,520.0,ELV halogen reflector,AS/NZS 4934.1:2014
96778,Handy Hardware,A55,A55,Australia,China,Family,53.4,810.15,2000.0,0.9138,15.07,220.0,240.0,2021-02-15,,Approved,Class 1,Available,,,805.0,Mains Voltage halogen non reflector,AS/NZS 4934.1:2014
96778,Handy Hardware,A55-B22-53W,A55,Australia,China,Family,53.4,810.15,2000.0,0.9138,15.07,220.0,240.0,2021-02-15,,Approved,Class 1,Available,,,805.0,Mains Voltage halogen non reflector,AS/NZS 4934.1:2014
96778,Handy Hardware,A55-E27-53W,A55,Australia,China,Family,53.4,810.15,2000.0,0.9138,15.07,220.0,240.0,2021-02-15,,Approved,Class 1,Available,,,805.0,Mains Voltage halogen non reflector,AS/NZS 4934.1:2014
96834,Handy Hardware,A55,A55,Australia,China,Family,70.0,1164.5,2000.0,0.8995,15.99,220.0,240.0,2021-02-17,,Approved,Class 1,Available,,,1050.0,Mains Voltage halogen non reflector,AS/NZS 4934.1:2014
96834,Handy Hardware,A55-B22-70W,A55,Australia,China,Family,70.0,1164.5,2000.0,0.8995,15.99,220.0,240.0,2021-02-17,,Approved,Class 1,Available,,,1050.0,Mains Voltage halogen non reflector,AS/NZS 4934.1:2014
96834,Handy Hardware,A55-E27-70W,A55,Australia,China,Family,70.0,1164.5,2000.0,0.8995,15.99,220.0,240.0,2021-02-17,,Approved,Class 1,Available,,,1050.0,Mains Voltage halogen non reflector,AS/NZS 4934.1:2014
96835,Handy Hardware,C35,C35,Australia,China,Family,28.8,369.0,2000.0,0.9034,12.88,220.0,240.0,2021-02-15,,Approved,Class 1,Available,,,371.0,Mains Voltage halogen non reflector,AS/NZS 4934.1:2014
96835,Handy Hardware,C35-B22-28W,C35,Australia,China,Family,28.8,369.0,2000.0,0.9034,12.88,220.0,240.0,2021-02-15,,Approved,Class 1,Available,,,371.0,Mains Voltage halogen non reflector,AS/NZS 4934.1:2014
96835,Handy Hardware,C35-E14-28W,C35,Australia,China,Family,28.8,369.0,2000.0,0.9034,12.88,220.0,240.0,2021-02-15,,Approved,Class 1,Available,,,371.0,Mains Voltage halogen non reflector,AS/NZS 4934.1:2014
96835,Handy Hardware,C35-E27-28W,C35,Australia,China,Family,28.8,369.0,2000.0,0.9034,12.88,220.0,240.0,2021-02-15,,Approved,Class 1,Available,,,371.0,Mains Voltage halogen non reflector,AS/NZS 4934.1:2014
96836,Handy Hardware,C35,C35,Australia,China,Family,18.0,209.4,2000.0,0.8799,11.2,220.0,240.0,2021-02-17,,Approved,Class 1,Available,,,180.0,Mains Voltage halogen non reflector,AS/NZS 4934.1:2014
96836,Handy Hardware,C35-B22-18W,C35,Australia,China,Family,18.0,209.4,2000.0,0.8799,11.2,220.0,240.0,2021-02-17,,Approved,Class 1,Available,,,180.0,Mains Voltage halogen non reflector,AS/NZS 4934.1:2014
96836,Handy Hardware,C35-E14-18W,C35,Australia,China,Family,18.0,209.4,2000.0,0.8799,11.2,220.0,240.0,2021-02-17,,Approved,Class 1,Available,,,180.0,Mains Voltage halogen non reflector,AS/NZS 4934.1:2014
96836,Handy Hardware,C35-E27-18W,C35,Australia,China,Family,18.0,209.4,2000.0,0.8799,11.2,220.0,240.0,2021-02-17,,Approved,Class 1,Available,,,180.0,Mains Voltage halogen non reflector,AS/NZS 4934.1:2014
96886,Maxem Power,ELS-0118,Maxem Power 42W 240V,,China,Family,42.0,632.2,2100.0,0.9156,14.058,220.0,240.0,2021-08-29,,Approved,Class 1,Unavailable,http://www.yatsal.com.au/,http://www.yatsal.com.au/,630.0,ELV halogen non reflector,AS/NZS 4934.1:2014
96886,Maxem Power,ELS-0119,Maxem Power 42W 240V,,China,Family,42.0,632.2,2100.0,0.9156,14.058,220.0,240.0,2021-08-29,,Approved,Class 1,Unavailable,http://www.yatsal.com.au/,http://www.yatsal.com.au/,630.0,ELV halogen non reflector,AS/NZS 4934.1:2014
96886,Maxem Power,Maxem Power 42W 240V,Maxem Power 42W 240V,,China,Family,42.0,632.2,2100.0,0.9156,14.058,220.0,240.0,2021-08-29,,Approved,Class 1,Unavailable,http://www.yatsal.com.au/,http://www.yatsal.com.au/,630.0,ELV halogen non reflector,AS/NZS 4934.1:2014
97031,MIRABELLA,HPGLS-42,HPGLS-42,Australia,China,,42.0,606.7,2000.0,0.851,13.958,230.0,250.0,2021-02-28,,Approved,Class 1,Unavailable,,http://www.mirabella.com.au,605.0,Mains Voltage halogen non reflector (excluding G9 base),AS/NZS 4934.1:2014
97031,MIRABELLA,HPGLSBC-42  A55 Pearl B22,HPGLS-42,Australia,China,,42.0,606.7,2000.0,0.851,13.958,230.0,250.0,2021-02-28,,Approved,Class 1,Unavailable,,http://www.mirabella.com.au,605.0,Mains Voltage halogen non reflector (excluding G9 base),AS/NZS 4934.1:2014
97031,MIRABELLA,HPGLSES-42  A55 Pearl E27,HPGLS-42,Australia,China,,42.0,606.7,2000.0,0.851,13.958,230.0,250.0,2021-02-28,,Approved,Class 1,Unavailable,,http://www.mirabella.com.au,605.0,Mains Voltage halogen non reflector (excluding G9 base),AS/NZS 4934.1:2014
97032,MIRABELLA,HPGLS-72,HPGLS-72,Australia,China,,72.0,1154.9,2000.0,0.904,15.745,230.0,250.0,2021-02-28,,Approved,Class 1,Unavailable,,http://www.mirabella.com.au,1150.0,Mains Voltage halogen non reflector (excluding G9 base),AS/NZS 4934.1:2014
97032,MIRABELLA,HPGLSBC-72  A55 Pearl B22,HPGLS-72,Australia,China,,72.0,1154.9,2000.0,0.904,15.745,230.0,250.0,2021-02-28,,Approved,Class 1,Unavailable,,http://www.mirabella.com.au,1150.0,Mains Voltage halogen non reflector (excluding G9 base),AS/NZS 4934.1:2014
