Submit_ID,Brand,Model_No,Family Name,Apply_type_for,N-Standard,ApplStandard,SoldIn,Country,Sing_or_fam,nom_lamp_power,nom_lum_flux,colour_temp,median_lamp_life,avg_lum_maint_2000,avg_CRI,avg_mercury_content,mercury_content,avg_meas_efficacy,SubmitStatus,ExpDate,GrandDate,Product Class,Power Factor,Product Website,Representative Brand URL,Availability,Lumen Maintenance (Lumens)
93329,MIRABELLA,T2-18,,MEPS 2008,AS/NZS 4847.1:2010,Greenhouse and Energy Minimum Standards (Self-ballasted Compact Fluorescent Lamps) Determination 2017,Australia,China,Bare,18.0,1200.0,2700.0,6000.0,0.9091,82.1,1.55,Amalgam,72.87,Approved,2020-09-26,,Single product class,0.602,,http://www.mirabella.com.au,Available,0.8535
93330,MIRABELLA,T2-23,,MEPS 2008,AS/NZS 4847.1:2010,Greenhouse and Energy Minimum Standards (Self-ballasted Compact Fluorescent Lamps) Determination 2017,Australia,China,Bare,23.0,1600.0,2700.0,6000.0,0.9061,82.3,1.6,Amalgam,71.39,Approved,2020-09-26,,Single product class,0.585,,http://www.mirabella.com.au,Available,0.8541
93404,Olsent,GA607 (4000K),,,AS/NZS 4847.1:2010,Greenhouse and Energy Minimum Standards (Self-ballasted Compact Fluorescent Lamps) Determination 2017,"Australia,New Zealand",China,Covered non reflector,7.0,286.0,4000.0,10000.0,90.9,82.1,0.9,Amalgam,49.4,Approved,2020-09-28,,Single product class,0.597,,http://www.woolworthslimited.com.au/,Available,82.1
93406,Olsent,GSU111 (4000K),,,AS/NZS 4847.1:2010,Greenhouse and Energy Minimum Standards (Self-ballasted Compact Fluorescent Lamps) Determination 2017,"Australia,New Zealand",China,Covered non reflector,11.0,570.0,4000.0,10000.0,90.8,81.6,0.62,Amalgam,56.5,Approved,2020-09-24,,Single product class,0.605,,http://www.woolworthslimited.com.au/,Available,82.1
93409,Olsent,GSU215 (4000K),,,AS/NZS 4847.1:2010,Greenhouse and Energy Minimum Standards (Self-ballasted Compact Fluorescent Lamps) Determination 2017,"Australia,New Zealand",China,Covered non reflector,15.0,800.0,4000.0,10000.0,90.7,82.1,1.64,Amalgam,56.6,Approved,2020-09-28,,Single product class,0.605,,http://www.woolworthslimited.com.au/,Available,82.4
93433,Housewares,T2-11-HW,,,AS/NZS 4847.1:2010,Greenhouse and Energy Minimum Standards (Self-ballasted Compact Fluorescent Lamps) Determination 2017,Australia,China,Bare,11.0,800.0,2700.0,10000.0,90.25,83.3,1.59,Amalgam,71.35,Approved,2020-09-24,,Single product class,0.586,,,Unavailable,84.33
93434,Housewares,T2-15-HW,,,AS/NZS 4847.1:2010,Greenhouse and Energy Minimum Standards (Self-ballasted Compact Fluorescent Lamps) Determination 2017,Australia,China,Bare,15.0,1000.0,2700.0,10000.0,0.8977,83.0,1.58,Amalgam,72.48,Approved,2020-09-28,,Single product class,0.59,,,Available,0.8549
93590,Olsent,GSU215 (2700K),,,AS/NZS 4847.1:2010,Greenhouse and Energy Minimum Standards (Self-ballasted Compact Fluorescent Lamps) Determination 2017,"Australia,New Zealand",China,Covered non reflector,15.0,800.0,2700.0,10000.0,92.8,82.5,1.42,Amalgam,54.9,Approved,2020-10-07,,Single product class,0.61,,http://www.woolworthslimited.com.au/,Available,83.9
93591,Olsent,GA607 (2700K),,,AS/NZS 4847.1:2010,Greenhouse and Energy Minimum Standards (Self-ballasted Compact Fluorescent Lamps) Determination 2017,"Australia,New Zealand",China,Covered non reflector,7.0,286.0,2700.0,10000.0,89.7,82.0,1.5,Amalgam,41.1,Approved,2020-10-01,,Single product class,0.583,,http://www.woolworthslimited.com.au/,Available,81.3
93592,Olsent,GSU111 (2700K),,,AS/NZS 4847.1:2010,Greenhouse and Energy Minimum Standards (Self-ballasted Compact Fluorescent Lamps) Determination 2017,"Australia,New Zealand",China,Covered non reflector,11.0,570.0,2700.0,10000.0,91.2,81.3,1.28,Amalgam,53.1,Approved,2020-10-07,,Single product class,0.606,,http://www.woolworthslimited.com.au/,Available,82.6
93593,Olsent,SP0208 (4000K),,,AS/NZS 4847.1:2010,Greenhouse and Energy Minimum Standards (Self-ballasted Compact Fluorescent Lamps) Determination 2017,"Australia,New Zealand",China,Bare,8.0,500.0,4000.0,8000.0,90.5,82.3,1.42,Amalgam,69.8,Approved,2020-10-07,,Single product class,0.6,,http://www.woolworthslimited.com.au/,Available,82.5
93717,Housewares,T2-23-HW,,,AS/NZS 4847.1:2010,Greenhouse and Energy Minimum Standards (Self-ballasted Compact Fluorescent Lamps) Determination 2017,Australia,China,Bare,23.0,1600.0,2700.0,10000.0,90.61,82.3,1.6,Amalgam,71.39,Approved,2020-10-09,,Single product class,0.585,,,Unavailable,85.41
93783,MIRABELLA,T2-13 BC,,MEPS 2008,AS/NZS 4847.1:2010,Greenhouse and Energy Minimum Standards (Self-ballasted Compact Fluorescent Lamps) Determination 2017,Australia,China,Bare,13.0,830.0,4100.0,10000.0,0.9048,83.7,1.55,Amalgam,63.72,Approved,2020-10-21,,Single product class,0.59,,http://www.mirabella.com.au,Unavailable,0.8219
93783,MIRABELLA,T2-13 ES,,MEPS 2008,AS/NZS 4847.1:2010,Greenhouse and Energy Minimum Standards (Self-ballasted Compact Fluorescent Lamps) Determination 2017,Australia,China,Bare,13.0,830.0,4100.0,10000.0,0.9048,83.7,1.55,Amalgam,63.72,Approved,2020-10-21,,Single product class,0.59,,http://www.mirabella.com.au,Unavailable,0.8219
93783,MIRABELLA,T2-13 SBC,,MEPS 2008,AS/NZS 4847.1:2010,Greenhouse and Energy Minimum Standards (Self-ballasted Compact Fluorescent Lamps) Determination 2017,Australia,China,Bare,13.0,830.0,4100.0,10000.0,0.9048,83.7,1.55,Amalgam,63.72,Approved,2020-10-21,,Single product class,0.59,,http://www.mirabella.com.au,Unavailable,0.8219
93783,MIRABELLA,T2-13 SES,,MEPS 2008,AS/NZS 4847.1:2010,Greenhouse and Energy Minimum Standards (Self-ballasted Compact Fluorescent Lamps) Determination 2017,Australia,China,Bare,13.0,830.0,4100.0,10000.0,0.9048,83.7,1.55,Amalgam,63.72,Approved,2020-10-21,,Single product class,0.59,,http://www.mirabella.com.au,Unavailable,0.8219
93784,MIRABELLA,T2-15 (BC),,MEPS 2008,AS/NZS 4847.1:2010,Greenhouse and Energy Minimum Standards (Self-ballasted Compact Fluorescent Lamps) Determination 2017,Australia,China,Bare,15.0,1012.0,4100.0,10000.0,0.9056,83.6,1.55,Amalgam,68.22,Approved,2020-10-19,,Single product class,0.593,,http://www.mirabella.com.au,Unavailable,0.8135
93784,MIRABELLA,T2-15 (ES),,MEPS 2008,AS/NZS 4847.1:2010,Greenhouse and Energy Minimum Standards (Self-ballasted Compact Fluorescent Lamps) Determination 2017,Australia,China,Bare,15.0,1012.0,4100.0,10000.0,0.9056,83.6,1.55,Amalgam,68.22,Approved,2020-10-19,,Single product class,0.593,,http://www.mirabella.com.au,Unavailable,0.8135
93785,MIRABELLA,T2-18 (BC),,MEPS 2008,AS/NZS 4847.1:2010,Greenhouse and Energy Minimum Standards (Self-ballasted Compact Fluorescent Lamps) Determination 2017,Australia,China,Bare,18.0,1104.0,4100.0,10000.0,0.9361,83.9,1.58,Amalgam,65.03,Approved,2020-10-19,,Single product class,0.587,,http://www.mirabella.com.au,Unavailable,0.8598
93785,MIRABELLA,T2-18 (ES),,MEPS 2008,AS/NZS 4847.1:2010,Greenhouse and Energy Minimum Standards (Self-ballasted Compact Fluorescent Lamps) Determination 2017,Australia,China,Bare,18.0,1104.0,4100.0,10000.0,0.9361,83.9,1.58,Amalgam,65.03,Approved,2020-10-19,,Single product class,0.587,,http://www.mirabella.com.au,Unavailable,0.8598
93786,MIRABELLA,T2-23 (BC),,MEPS 2008,AS/NZS 4847.1:2010,Greenhouse and Energy Minimum Standards (Self-ballasted Compact Fluorescent Lamps) Determination 2017,Australia,China,Bare,23.0,1436.0,4100.0,10000.0,0.895,82.6,1.59,Amalgam,65.42,Approved,2020-10-19,,Single product class,0.595,,http://www.mirabella.com.au,Unavailable,0.8431
93786,MIRABELLA,T2-23 (ES),,MEPS 2008,AS/NZS 4847.1:2010,Greenhouse and Energy Minimum Standards (Self-ballasted Compact Fluorescent Lamps) Determination 2017,Australia,China,Bare,23.0,1436.0,4100.0,10000.0,0.895,82.6,1.59,Amalgam,65.42,Approved,2020-10-19,,Single product class,0.595,,http://www.mirabella.com.au,Unavailable,0.8431
94051,NELSON,MELQA11BC,MELQAL11***,,AS/NZS 4847.1:2010,Greenhouse and Energy Minimum Standards (Self-ballasted Compact Fluorescent Lamps) Determination 2012,"Australia,New Zealand",China,Bare,11.0,610.0,3000.0,8000.0,0.91,82.7,4.0,Amalgam,52.53,Superseded,2020-10-29,2018-01-18,Single product class,0.55,http://www.legrand.com.au/,http://www.nelsonlamps.com.au,Available,0.83
94051,NELSON,MELQAL11***,MELQAL11***,,AS/NZS 4847.1:2010,Greenhouse and Energy Minimum Standards (Self-ballasted Compact Fluorescent Lamps) Determination 2012,"Australia,New Zealand",China,Bare,11.0,610.0,3000.0,8000.0,0.91,82.7,4.0,Amalgam,52.53,Superseded,2020-10-29,2018-01-18,Single product class,0.55,http://www.legrand.com.au/,http://www.nelsonlamps.com.au,Available,0.83
94051,NELSON,MELQAL11BCN,MELQAL11***,,AS/NZS 4847.1:2010,Greenhouse and Energy Minimum Standards (Self-ballasted Compact Fluorescent Lamps) Determination 2012,"Australia,New Zealand",China,Bare,11.0,610.0,3000.0,8000.0,0.91,82.7,4.0,Amalgam,52.53,Superseded,2020-10-29,2018-01-18,Single product class,0.55,http://www.legrand.com.au/,http://www.nelsonlamps.com.au,Available,0.83
94051,NELSON,MELQAL11ES,MELQAL11***,,AS/NZS 4847.1:2010,Greenhouse and Energy Minimum Standards (Self-ballasted Compact Fluorescent Lamps) Determination 2012,"Australia,New Zealand",China,Bare,11.0,610.0,3000.0,8000.0,0.91,82.7,4.0,Amalgam,52.53,Superseded,2020-10-29,2018-01-18,Single product class,0.55,http://www.legrand.com.au/,http://www.nelsonlamps.com.au,Available,0.83
94051,NELSON,MELQAL11ESN,MELQAL11***,,AS/NZS 4847.1:2010,Greenhouse and Energy Minimum Standards (Self-ballasted Compact Fluorescent Lamps) Determination 2012,"Australia,New Zealand",China,Bare,11.0,610.0,3000.0,8000.0,0.91,82.7,4.0,Amalgam,52.53,Superseded,2020-10-29,2018-01-18,Single product class,0.55,http://www.legrand.com.au/,http://www.nelsonlamps.com.au,Available,0.83
94210,NELSON,MELQAL20***,MELQAL20***,,AS/NZS 4847.1:2010,Greenhouse and Energy Minimum Standards (Self-ballasted Compact Fluorescent Lamps) Determination 2012,"Australia,New Zealand",China,Bare,20.0,940.0,3000.0,8000.0,0.91,82.4,4.0,Amalgam,60.08,Superseded,2020-10-27,2018-01-18,Single product class,0.55,http://www.legrand.com.au/,http://www.nelsonlamps.com.au,Available,0.84
94210,NELSON,MELQAL20BC,MELQAL20***,,AS/NZS 4847.1:2010,Greenhouse and Energy Minimum Standards (Self-ballasted Compact Fluorescent Lamps) Determination 2012,"Australia,New Zealand",China,Bare,20.0,940.0,3000.0,8000.0,0.91,82.4,4.0,Amalgam,60.08,Superseded,2020-10-27,2018-01-18,Single product class,0.55,http://www.legrand.com.au/,http://www.nelsonlamps.com.au,Available,0.84
94210,NELSON,MELQAL20ES,MELQAL20***,,AS/NZS 4847.1:2010,Greenhouse and Energy Minimum Standards (Self-ballasted Compact Fluorescent Lamps) Determination 2012,"Australia,New Zealand",China,Bare,20.0,940.0,3000.0,8000.0,0.91,82.4,4.0,Amalgam,60.08,Superseded,2020-10-27,2018-01-18,Single product class,0.55,http://www.legrand.com.au/,http://www.nelsonlamps.com.au,Available,0.84
94270,NELSON,MELQAL20***,MELQAL20***,,AS/NZS 4847.1:2010,Greenhouse and Energy Minimum Standards (Self-ballasted Compact Fluorescent Lamps) Determination 2012,"Australia,New Zealand",China,Bare,20.0,960.0,5000.0,8000.0,0.92,83.4,4.0,Amalgam,62.79,Superseded,2020-11-05,2018-01-18,Single product class,0.55,http://www.legrand.com.au/,http://www.nelsonlamps.com.au,Available,0.85
94270,NELSON,MELQAL20BCN,MELQAL20***,,AS/NZS 4847.1:2010,Greenhouse and Energy Minimum Standards (Self-ballasted Compact Fluorescent Lamps) Determination 2012,"Australia,New Zealand",China,Bare,20.0,960.0,5000.0,8000.0,0.92,83.4,4.0,Amalgam,62.79,Superseded,2020-11-05,2018-01-18,Single product class,0.55,http://www.legrand.com.au/,http://www.nelsonlamps.com.au,Available,0.85
94270,NELSON,MELQAL20ESN,MELQAL20***,,AS/NZS 4847.1:2010,Greenhouse and Energy Minimum Standards (Self-ballasted Compact Fluorescent Lamps) Determination 2012,"Australia,New Zealand",China,Bare,20.0,960.0,5000.0,8000.0,0.92,83.4,4.0,Amalgam,62.79,Superseded,2020-11-05,2018-01-18,Single product class,0.55,http://www.legrand.com.au/,http://www.nelsonlamps.com.au,Available,0.85
94316,Emerald Planet,20W CFL GLS,20W CFL GLS,,AS/NZS 4847.1:2010,Greenhouse and Energy Minimum Standards (Self-ballasted Compact Fluorescent Lamps) Determination 2017,"Australia,Fiji,New Zealand",China,Bare,20.0,1160.0,2700.0,10000.0,89.25,81.86,2.5,Amalgam,69.11,Approved,2020-11-17,,Single product class,0.586,,,Available,80.95
94316,Emerald Planet,EP-CFL3-20BC,20W CFL GLS,,AS/NZS 4847.1:2010,Greenhouse and Energy Minimum Standards (Self-ballasted Compact Fluorescent Lamps) Determination 2017,"Australia,Fiji,New Zealand",China,Bare,20.0,1160.0,2700.0,10000.0,89.25,81.86,2.5,Amalgam,69.11,Approved,2020-11-17,,Single product class,0.586,,,Available,80.95
94316,Emerald Planet,EP-CFL3-20ES,20W CFL GLS,,AS/NZS 4847.1:2010,Greenhouse and Energy Minimum Standards (Self-ballasted Compact Fluorescent Lamps) Determination 2017,"Australia,Fiji,New Zealand",China,Bare,20.0,1160.0,2700.0,10000.0,89.25,81.86,2.5,Amalgam,69.11,Approved,2020-11-17,,Single product class,0.586,,,Available,80.95
94367,NELSON,MELMFR10,MELMFR10,,AS/NZS 4847.1:2010,Greenhouse and Energy Minimum Standards (Self-ballasted Compact Fluorescent Lamps) Determination 2017,Australia,China,Covered non reflector,10.0,260.0,3000.0,8000.0,0.94,80.0,2.0,Amalgam,34.85,Approved,2020-11-09,,Single product class,0.55,http://www.legrand.com.au/,http://www.nelsonlamps.com.au,Unavailable,0.82
94367,NELSON,MELMFR10BCS,MELMFR10,,AS/NZS 4847.1:2010,Greenhouse and Energy Minimum Standards (Self-ballasted Compact Fluorescent Lamps) Determination 2017,Australia,China,Covered non reflector,10.0,260.0,3000.0,8000.0,0.94,80.0,2.0,Amalgam,34.85,Approved,2020-11-09,,Single product class,0.55,http://www.legrand.com.au/,http://www.nelsonlamps.com.au,Unavailable,0.82
94367,NELSON,MELMFR10ESS,MELMFR10,,AS/NZS 4847.1:2010,Greenhouse and Energy Minimum Standards (Self-ballasted Compact Fluorescent Lamps) Determination 2017,Australia,China,Covered non reflector,10.0,260.0,3000.0,8000.0,0.94,80.0,2.0,Amalgam,34.85,Approved,2020-11-09,,Single product class,0.55,http://www.legrand.com.au/,http://www.nelsonlamps.com.au,Unavailable,0.82
94367,NELSON,MELMFR10SBCS,MELMFR10,,AS/NZS 4847.1:2010,Greenhouse and Energy Minimum Standards (Self-ballasted Compact Fluorescent Lamps) Determination 2017,Australia,China,Covered non reflector,10.0,260.0,3000.0,8000.0,0.94,80.0,2.0,Amalgam,34.85,Approved,2020-11-09,,Single product class,0.55,http://www.legrand.com.au/,http://www.nelsonlamps.com.au,Unavailable,0.82
94367,NELSON,MELMFR10SESS,MELMFR10,,AS/NZS 4847.1:2010,Greenhouse and Energy Minimum Standards (Self-ballasted Compact Fluorescent Lamps) Determination 2017,Australia,China,Covered non reflector,10.0,260.0,3000.0,8000.0,0.94,80.0,2.0,Amalgam,34.85,Approved,2020-11-09,,Single product class,0.55,http://www.legrand.com.au/,http://www.nelsonlamps.com.au,Unavailable,0.82
94369,NELSON,MELST209,MELST209,,AS/NZS 4847.1:2010,Greenhouse and Energy Minimum Standards (Self-ballasted Compact Fluorescent Lamps) Determination 2012,Australia,China,Bare,9.0,610.0,3000.0,8000.0,0.94,81.0,4.0,Amalgam,67.5,Superseded,2020-11-09,2018-01-18,Single product class,0.62,http://www.legrand.com.au/,http://www.nelsonlamps.com.au,Unavailable,0.83
94369,NELSON,MELST209BC,MELST209,,AS/NZS 4847.1:2010,Greenhouse and Energy Minimum Standards (Self-ballasted Compact Fluorescent Lamps) Determination 2012,Australia,China,Bare,9.0,610.0,3000.0,8000.0,0.94,81.0,4.0,Amalgam,67.5,Superseded,2020-11-09,2018-01-18,Single product class,0.62,http://www.legrand.com.au/,http://www.nelsonlamps.com.au,Unavailable,0.83
94369,NELSON,MELST209ES,MELST209,,AS/NZS 4847.1:2010,Greenhouse and Energy Minimum Standards (Self-ballasted Compact Fluorescent Lamps) Determination 2012,Australia,China,Bare,9.0,610.0,3000.0,8000.0,0.94,81.0,4.0,Amalgam,67.5,Superseded,2020-11-09,2018-01-18,Single product class,0.62,http://www.legrand.com.au/,http://www.nelsonlamps.com.au,Unavailable,0.83
94369,NELSON,MELST209SBC,MELST209,,AS/NZS 4847.1:2010,Greenhouse and Energy Minimum Standards (Self-ballasted Compact Fluorescent Lamps) Determination 2012,Australia,China,Bare,9.0,610.0,3000.0,8000.0,0.94,81.0,4.0,Amalgam,67.5,Superseded,2020-11-09,2018-01-18,Single product class,0.62,http://www.legrand.com.au/,http://www.nelsonlamps.com.au,Unavailable,0.83
94369,NELSON,MELST209SES,MELST209,,AS/NZS 4847.1:2010,Greenhouse and Energy Minimum Standards (Self-ballasted Compact Fluorescent Lamps) Determination 2012,Australia,China,Bare,9.0,610.0,3000.0,8000.0,0.94,81.0,4.0,Amalgam,67.5,Superseded,2020-11-09,2018-01-18,Single product class,0.62,http://www.legrand.com.au/,http://www.nelsonlamps.com.au,Unavailable,0.83
94370,NELSON,MELST225,MELST225,,AS/NZS 4847.1:2010,Greenhouse and Energy Minimum Standards (Self-ballasted Compact Fluorescent Lamps) Determination 2012,Australia,China,Bare,25.0,1640.0,3000.0,8000.0,0.93,81.8,4.0,Amalgam,66.5,Superseded,2020-11-08,2018-01-18,Single product class,0.57,http://www.legrand.com.au/,http://www.nelsonlamps.com.au,Unavailable,0.83
94370,NELSON,MELST225BC,MELST225,,AS/NZS 4847.1:2010,Greenhouse and Energy Minimum Standards (Self-ballasted Compact Fluorescent Lamps) Determination 2012,Australia,China,Bare,25.0,1640.0,3000.0,8000.0,0.93,81.8,4.0,Amalgam,66.5,Superseded,2020-11-08,2018-01-18,Single product class,0.57,http://www.legrand.com.au/,http://www.nelsonlamps.com.au,Unavailable,0.83
94370,NELSON,MELST225ES,MELST225,,AS/NZS 4847.1:2010,Greenhouse and Energy Minimum Standards (Self-ballasted Compact Fluorescent Lamps) Determination 2012,Australia,China,Bare,25.0,1640.0,3000.0,8000.0,0.93,81.8,4.0,Amalgam,66.5,Superseded,2020-11-08,2018-01-18,Single product class,0.57,http://www.legrand.com.au/,http://www.nelsonlamps.com.au,Unavailable,0.83
94371,NELSON,MELTGLS11,MELTGLS11,,AS/NZS 4847.1:2010,Greenhouse and Energy Minimum Standards (Self-ballasted Compact Fluorescent Lamps) Determination 2017,Australia,China,Covered non reflector,11.0,550.0,3000.0,8000.0,0.92,84.6,1.0,Amalgam,50.13,Approved,2020-11-09,,Single product class,0.56,http://www.legrand.com.au/,http://www.nelsonlamps.com.au,Unavailable,0.81
94371,NELSON,MELTGLS11BC,MELTGLS11,,AS/NZS 4847.1:2010,Greenhouse and Energy Minimum Standards (Self-ballasted Compact Fluorescent Lamps) Determination 2017,Australia,China,Covered non reflector,11.0,550.0,3000.0,8000.0,0.92,84.6,1.0,Amalgam,50.13,Approved,2020-11-09,,Single product class,0.56,http://www.legrand.com.au/,http://www.nelsonlamps.com.au,Unavailable,0.81
94371,NELSON,MELTGLS11ES,MELTGLS11,,AS/NZS 4847.1:2010,Greenhouse and Energy Minimum Standards (Self-ballasted Compact Fluorescent Lamps) Determination 2017,Australia,China,Covered non reflector,11.0,550.0,3000.0,8000.0,0.92,84.6,1.0,Amalgam,50.13,Approved,2020-11-09,,Single product class,0.56,http://www.legrand.com.au/,http://www.nelsonlamps.com.au,Unavailable,0.81
94371,NELSON,MELTGLS11SBC,MELTGLS11,,AS/NZS 4847.1:2010,Greenhouse and Energy Minimum Standards (Self-ballasted Compact Fluorescent Lamps) Determination 2017,Australia,China,Covered non reflector,11.0,550.0,3000.0,8000.0,0.92,84.6,1.0,Amalgam,50.13,Approved,2020-11-09,,Single product class,0.56,http://www.legrand.com.au/,http://www.nelsonlamps.com.au,Unavailable,0.81
94371,NELSON,MELTGLS11SES,MELTGLS11,,AS/NZS 4847.1:2010,Greenhouse and Energy Minimum Standards (Self-ballasted Compact Fluorescent Lamps) Determination 2017,Australia,China,Covered non reflector,11.0,550.0,3000.0,8000.0,0.92,84.6,1.0,Amalgam,50.13,Approved,2020-11-09,,Single product class,0.56,http://www.legrand.com.au/,http://www.nelsonlamps.com.au,Unavailable,0.81
94375,NELSON,MELQAL15**,MELQAL15**,,AS/NZS 4847.1:2010,Greenhouse and Energy Minimum Standards (Self-ballasted Compact Fluorescent Lamps) Determination 2012,"Australia,New Zealand",China,Bare,15.0,860.0,3000.0,8000.0,0.9,81.0,3.2,Amalgam,57.05,Superseded,2020-11-09,2018-01-18,Single product class,0.55,http://www.legrand.com.au/,http://www.nelsonlamps.com.au,Available,0.85
94375,NELSON,MELQAL15BC,MELQAL15**,,AS/NZS 4847.1:2010,Greenhouse and Energy Minimum Standards (Self-ballasted Compact Fluorescent Lamps) Determination 2012,"Australia,New Zealand",China,Bare,15.0,860.0,3000.0,8000.0,0.9,81.0,3.2,Amalgam,57.05,Superseded,2020-11-09,2018-01-18,Single product class,0.55,http://www.legrand.com.au/,http://www.nelsonlamps.com.au,Available,0.85
94375,NELSON,MELQAL15ES,MELQAL15**,,AS/NZS 4847.1:2010,Greenhouse and Energy Minimum Standards (Self-ballasted Compact Fluorescent Lamps) Determination 2012,"Australia,New Zealand",China,Bare,15.0,860.0,3000.0,8000.0,0.9,81.0,3.2,Amalgam,57.05,Superseded,2020-11-09,2018-01-18,Single product class,0.55,http://www.legrand.com.au/,http://www.nelsonlamps.com.au,Available,0.85
94377,NELSON,MELQAL15****,MELQAL15****,,AS/NZS 4847.1:2010,Greenhouse and Energy Minimum Standards (Self-ballasted Compact Fluorescent Lamps) Determination 2012,"Australia,New Zealand",China,Bare,15.0,800.0,4000.0,8000.0,0.9,82.7,4.0,Amalgam,55.2,Superseded,2020-11-04,2018-01-18,Single product class,0.58,http://www.legrand.com.au/,http://www.nelsonlamps.com.au,Available,0.82
94377,NELSON,MELQAL15BCCW,MELQAL15****,,AS/NZS 4847.1:2010,Greenhouse and Energy Minimum Standards (Self-ballasted Compact Fluorescent Lamps) Determination 2012,"Australia,New Zealand",China,Bare,15.0,800.0,4000.0,8000.0,0.9,82.7,4.0,Amalgam,55.2,Superseded,2020-11-04,2018-01-18,Single product class,0.58,http://www.legrand.com.au/,http://www.nelsonlamps.com.au,Available,0.82
94377,NELSON,MELQAL15ESCW,MELQAL15****,,AS/NZS 4847.1:2010,Greenhouse and Energy Minimum Standards (Self-ballasted Compact Fluorescent Lamps) Determination 2012,"Australia,New Zealand",China,Bare,15.0,800.0,4000.0,8000.0,0.9,82.7,4.0,Amalgam,55.2,Superseded,2020-11-04,2018-01-18,Single product class,0.58,http://www.legrand.com.au/,http://www.nelsonlamps.com.au,Available,0.82
94378,NELSON,MELSD15**,MELSD15**,,AS/NZS 4847.1:2010,Greenhouse and Energy Minimum Standards (Self-ballasted Compact Fluorescent Lamps) Determination 2017,"Australia,New Zealand",China,Bare,15.0,1080.0,3000.0,8000.0,0.91,83.8,2.5,Amalgam,63.69,Approved,2020-11-09,,Single product class,0.93,http://www.legrand.com.au/,http://www.nelsonlamps.com.au,Available,0.84
94378,NELSON,MELSD15BC,MELSD15**,,AS/NZS 4847.1:2010,Greenhouse and Energy Minimum Standards (Self-ballasted Compact Fluorescent Lamps) Determination 2017,"Australia,New Zealand",China,Bare,15.0,1080.0,3000.0,8000.0,0.91,83.8,2.5,Amalgam,63.69,Approved,2020-11-09,,Single product class,0.93,http://www.legrand.com.au/,http://www.nelsonlamps.com.au,Available,0.84
94378,NELSON,MELSD15ES,MELSD15**,,AS/NZS 4847.1:2010,Greenhouse and Energy Minimum Standards (Self-ballasted Compact Fluorescent Lamps) Determination 2017,"Australia,New Zealand",China,Bare,15.0,1080.0,3000.0,8000.0,0.91,83.8,2.5,Amalgam,63.69,Approved,2020-11-09,,Single product class,0.93,http://www.legrand.com.au/,http://www.nelsonlamps.com.au,Available,0.84
94388,NELSON,MELSD20**,MELSD20**,,AS/NZS 4847.1:2010,Greenhouse and Energy Minimum Standards (Self-ballasted Compact Fluorescent Lamps) Determination 2017,"Australia,New Zealand",China,Bare,20.0,1350.0,3000.0,8000.0,0.91,82.6,2.5,Amalgam,67.2,Approved,2020-11-04,,Single product class,0.94,http://www.legrand.com.au/,http://www.nelsonlamps.com.au,Available,0.82
94388,NELSON,MELSD20BC,MELSD20**,,AS/NZS 4847.1:2010,Greenhouse and Energy Minimum Standards (Self-ballasted Compact Fluorescent Lamps) Determination 2017,"Australia,New Zealand",China,Bare,20.0,1350.0,3000.0,8000.0,0.91,82.6,2.5,Amalgam,67.2,Approved,2020-11-04,,Single product class,0.94,http://www.legrand.com.au/,http://www.nelsonlamps.com.au,Available,0.82
94388,NELSON,MELSD20ES,MELSD20**,,AS/NZS 4847.1:2010,Greenhouse and Energy Minimum Standards (Self-ballasted Compact Fluorescent Lamps) Determination 2017,"Australia,New Zealand",China,Bare,20.0,1350.0,3000.0,8000.0,0.91,82.6,2.5,Amalgam,67.2,Approved,2020-11-04,,Single product class,0.94,http://www.legrand.com.au/,http://www.nelsonlamps.com.au,Available,0.82
94389,NELSON,MELQAL09**,MELQAL09**,,AS/NZS 4847.1:2010,Greenhouse and Energy Minimum Standards (Self-ballasted Compact Fluorescent Lamps) Determination 2017,"Australia,New Zealand",China,Bare,9.0,460.0,3000.0,8000.0,0.92,83.3,2.5,Amalgam,49.83,Approved,2020-11-09,,Single product class,0.55,http://www.legrand.com.au/,http://www.nelsonlamps.com.au,Available,0.82
94389,NELSON,MELQAL09BC,MELQAL09**,,AS/NZS 4847.1:2010,Greenhouse and Energy Minimum Standards (Self-ballasted Compact Fluorescent Lamps) Determination 2017,"Australia,New Zealand",China,Bare,9.0,460.0,3000.0,8000.0,0.92,83.3,2.5,Amalgam,49.83,Approved,2020-11-09,,Single product class,0.55,http://www.legrand.com.au/,http://www.nelsonlamps.com.au,Available,0.82
94389,NELSON,MELQAL09ES,MELQAL09**,,AS/NZS 4847.1:2010,Greenhouse and Energy Minimum Standards (Self-ballasted Compact Fluorescent Lamps) Determination 2017,"Australia,New Zealand",China,Bare,9.0,460.0,3000.0,8000.0,0.92,83.3,2.5,Amalgam,49.83,Approved,2020-11-09,,Single product class,0.55,http://www.legrand.com.au/,http://www.nelsonlamps.com.au,Available,0.82
94390,NELSON,MELCM09***,MELCM09***,,AS/NZS 4847.1:2010,Greenhouse and Energy Minimum Standards (Self-ballasted Compact Fluorescent Lamps) Determination 2017,"Australia,New Zealand",China,Covered non reflector,9.0,330.0,3000.0,8000.0,0.9,83.1,0.9,Amalgam,41.5,Approved,2020-11-09,,Single product class,0.59,http://www.legrand.com.au/,http://www.nelsonlamps.com.au,Available,0.84
