ApplStandard,MEPSComp,N-Standard,Model_No,Family Name,avg_pwr_standby_mode,Brand,C-Dehumid_Rated,Configuration1,Configuration2,Configuration2-unitmount,Configuration3_Sink,Configuration3_Source,Country,C-Power_Inp_Rated,C-Sens_Cool_Rated,C-Total Cool Rated,Depth,H2_COP,H2_HeatPwrCapacity,H2_HeatPwrInput,Height,H-Power_Inp_Rated,H-Total Heat Rated,indoorType,EERtestAvg,COPtestAvg,Invert,Setting_cool,Setting_heat,Pnoc,Pnoh,VSCP_EER50,VSCP_COP50,eermepslev,TestedOutputEER,TestedOutputCOP,AnnualOutputEER,AnnualOutputCOP,PL_EERMEPS,PL_COPMEPS,sri2010_cool,sri2010_heat,Star2010_Cool,Star2010_Heat,outdoortype,Phase,Refrigerant,Sold_in,Submit_ID,ExpDate,GrandDate,SubmitStatus,Type,Width,Product Class,Demand Response 1,Demand Response 2,Demand Response 4,Demand Response 5,Demand Response 6,Demand Response 7,PartNumber,EER,Availability Status,star2000_cool,star2000_heat,Product Website,Representative Brand URL,Variable Output Compressor,Star Image Large,Star Image Small,Registration Number,Is variable speed,Type variable output,Var output compressor,Variable output rated as fixed sp,No HSPF,Rated Total Cool Capacity W,Rated cooling power input kW,Have T1 half cap results,T1_half_cap_power_rated,T1_half_cap_cooling_cap_rated,Have T1 min cap results,T1_min_cap_power_rated,T1_min_cap_cooling_cap_rated,Have low temp cool full cap results,Low temp cooling full cap power rated,Low temp cooling full cap rated,Have low temp cool half cap results,Low temp cooling half cap power rated,Low temp cooling half cap rated,Have low temp cool min cap results,Low temp cooling min cap power rated,Low temp cooling min cap rated,Rated Heating Capacity watts,Rated heating power input kW,H1_half_cap_power_rated,H1_half_cap_heat_cap_rated,Have H1 min cap results,H1_min_cap_power_rated,H1_min_cap_heat_cap_rated,Have H2 extended mode results,H2_ext_cap_power_rated,H2_ext_cap_heat_cap_rated,Have H2 full mode results,H2_full_cap_power_rated,H2_full_cap_heat_cap_rated,Have H2 half capacity results,H2_half_cap_power_rated,H2_half_cap_heat_cap_rated,Have H2 min capacity results,H2_min_cap_power_rated,H2_min_cap_heat_cap_rated,Have H3 extended mode results,H3_ext_cap_power_rated,H3_ext_cap_heat_cap_rated,Have H3 full mode results,H3_full_cap_power_rated,H3_full_cap_heat_cap_rated,Have H3 half capacity results,H3_half_cap_power_rated,H3_half_cap_heat_cap_rated,indoor_sound_level,outdoor_sound_level,Residential TCSPF_cold,Residential TCSPF_mixed,Residential TCSPF_hot,Commercial TCSPF_cold,Commercial TCSPF_mixed,Commercial TCSPF_hot,Residential tcec_cold,Residential tcec_mixed,Residential tcec_hot,Commercial tcec_cold,Commercial tcec_mixed,Commercial tcec_hot,c_star_cold,c_star_mixed,c_star_hot,Residential HSPF_cold,Residential HSPF_mixed,Residential HSPF_hot,Commercial HSPF_cold,Commercial HSPF_mixed,Commercial HSPF_hot,Residential thec_cold,Residential thec_mixed,Residential thec_hot,Commercial thec_cold,Commercial thec_mixed,Commercial thec_hot,h_star_cold,h_star_mixed,h_star_hot,Outdoor unit only,Have_water_tank,Rated cool power input with water,Rated cool cap with water W,Rated cool cap with water kW,Residential tcec_cold with water,Residential tcec_mixed with water,Residential tcec_hot with water,PIA inoperative power,Rated AEER,Rated ACOP
AS/NZS 3823.2:2013 [Non Multi-Split],NZ MEPS April 2013,AS/NZS 3823.1.1:2012,FTXM60UVMZ/RXM60UVMZ,,,Daikin,1.15,Non Ducted,Single Split System,Wall Hung,Air,Air,Thailand,1.52,4.85,6.0,266.0,3.29556650246305,6.69,2.03,295.0,1.66,7.3,Calorimeter Room,4.0014,4.5233,True,0.0,,3.0,3.0,0.0,0.0,,,,3.97378903435431,4.49535927597407,,,3.4476,4.4907,3.0,4.0,Calorimeter Room,Single,R32,New Zealand,122780,2119-07-10,,Approved,Reverse Cycle,990.0,Class 4,False,,True,,,,BRP070A43,4.0014,Available,,,http://www.daikin.co.nz,https://www.daikin.co.nz,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_3_4.png,ZAC0646,,Variable output compressor,Inverter,,,,1.52,,,,,,,,,,,,,,,,,1.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9212,4.3709
AS/NZS 3823.2:2013 [Non Multi-Split],NZ MEPS April 2013,AS/NZS 3823.1.1:2012,FTXM71UVMZ/RXM71UVMZ,,,Daikin,1.78,Non Ducted,Single Split System,Wall Hung,Air,Air,Thailand,1.93,5.32,7.1,266.0,2.91729323308271,7.76,2.66,295.0,1.92,8.1,Calorimeter Room,3.6756,4.2387,True,0.0,,14.9,12.9,0.0,0.0,,,,3.5807908574332,4.14449796749417,,,2.6616,3.789,2.5,3.5,Calorimeter Room,Single,R32,New Zealand,122781,2119-07-10,,Approved,Reverse Cycle,990.0,Class 4,False,,True,,,,BRP070A43,3.6756,Available,,,http://www.daikin.co.nz,https://www.daikin.co.nz,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_2.5_3.5.png,ZAC0647,,Variable output compressor,Inverter,,,,1.93,,,,,,,,,,,,,,,,,1.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5852,4.1251
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS Oct 2011,AS/NZS 3823.1.1:2012,GWH09MB-K3DNA2H/I(DRED) / GWH09MB-K3DNA4H/O(DRED),GWH09MB-K3DN**H/I(DRED) / GWH09MB-K3DNA4H/O(DRED),,GREE,0.4,Non Ducted,Single Split System,Wall Hung,Air,Air,China,0.68,2.2,2.6,,0.0,0.0,0.0,,0.73,2.8,Calorimeter Room,3.9397,3.8587,True,0.0,,3.6,3.6,0.0,0.0,,,,3.87044763698986,3.79477176885944,,,3.2409,3.0895,3.0,3.0,Calorimeter Room,Single,R410A,"Australia,Fiji,New Zealand",122782,2024-08-08,,Approved,Reverse Cycle,,Class 3,True,True,,True,True,True,,3.9397,Available,,,,,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_3_3.png,AAC4170,,Variable output compressor,Inverter,,,,0.68,,,,,,,,,,,,,,,,,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7563,3.7727
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS Oct 2011,AS/NZS 3823.1.1:2012,GWH09MB-K3DNA8H/I(DRED) / GWH09MB-K3DNA4H/O(DRED),GWH09MB-K3DN**H/I(DRED) / GWH09MB-K3DNA4H/O(DRED),,GREE,0.4,Non Ducted,Single Split System,Wall Hung,Air,Air,China,0.68,2.2,2.6,,0.0,0.0,0.0,,0.73,2.8,Calorimeter Room,3.9397,3.8587,True,0.0,,3.6,3.6,0.0,0.0,,,,3.87044763698986,3.79477176885944,,,3.2409,3.0895,3.0,3.0,Calorimeter Room,Single,R410A,"Australia,Fiji,New Zealand",122782,2024-08-08,,Approved,Reverse Cycle,,Class 3,True,True,,True,True,True,,3.9397,Available,,,,,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_3_3.png,AAC4170,,Variable output compressor,Inverter,,,,0.68,,,,,,,,,,,,,,,,,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7563,3.7727
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS Oct 2011,AS/NZS 3823.1.1:2012,GWH09MB-K3DNB3H/I(DRED) / GWH09MB-K3DNA4H/O(DRED),GWH09MB-K3DN**H/I(DRED) / GWH09MB-K3DNA4H/O(DRED),,GREE,0.4,Non Ducted,Single Split System,Wall Hung,Air,Air,China,0.68,2.2,2.6,,0.0,0.0,0.0,,0.73,2.8,Calorimeter Room,3.9397,3.8587,True,0.0,,3.6,3.6,0.0,0.0,,,,3.87044763698986,3.79477176885944,,,3.2409,3.0895,3.0,3.0,Calorimeter Room,Single,R410A,"Australia,Fiji,New Zealand",122782,2024-08-08,,Approved,Reverse Cycle,,Class 3,True,True,,True,True,True,,3.9397,Available,,,,,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_3_3.png,AAC4170,,Variable output compressor,Inverter,,,,0.68,,,,,,,,,,,,,,,,,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7563,3.7727
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS Oct 2011,AS/NZS 3823.1.1:2012,GWH09MB-K3DN**H/I(DRED) / GWH09MB-K3DNA4H/O(DRED),GWH09MB-K3DN**H/I(DRED) / GWH09MB-K3DNA4H/O(DRED),,GREE,0.4,Non Ducted,Single Split System,Wall Hung,Air,Air,China,0.68,2.2,2.6,,0.0,0.0,0.0,,0.73,2.8,Calorimeter Room,3.9397,3.8587,True,0.0,,3.6,3.6,0.0,0.0,,,,3.87044763698986,3.79477176885944,,,3.2409,3.0895,3.0,3.0,Calorimeter Room,Single,R410A,"Australia,Fiji,New Zealand",122782,2024-08-08,,Approved,Reverse Cycle,,Class 3,True,True,,True,True,True,,3.9397,Available,,,,,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_3_3.png,AAC4170,,Variable output compressor,Inverter,,,,0.68,,,,,,,,,,,,,,,,,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7563,3.7727
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS Oct 2011,AS/NZS 3823.1.1:2012,1U26MA4ERA / AS26TB4HRA,,,Haier,2.45,Non Ducted,Single Split System,Wall Hung,Air,Air,China,0.71,0.2,2.65,200.0,0.0,0.0,0.0,290.0,0.77,2.9,Calorimeter Room,3.861,4.4239,True,0.0,,0.8,0.78,0.0,0.0,,,,3.84624080123894,4.40910638569132,,,3.1925,4.3182,3.0,4.0,Calorimeter Room,Single,R410A,"Australia,Fiji,New Zealand",122820,2024-09-12,,Approved,Reverse Cycle,865.0,Class 3,False,,True,,,,H0011800967,3.861,Available,,,,,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_3_4.png,AAC4212,,Variable output compressor,Inverter,,,,0.71,,,,,,,,,,,,,,,,,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7182,3.7534
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS Oct 2011,AS/NZS 3823.1.2:2012,CRA100S / EVA100S,,,ACTRON AIR,1.665,Ducted,Single Split System,,Air,Air,Australia,3.08,8.495,10.16,,0.0,0.0,0.0,,2.96,10.62,Enthalpy Test Room,3.2191,3.5063,False,0.0,,7.0,7.0,0.0,0.0,,,,3.19455270464399,3.47842424161092,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Single,R410A,"Australia,New Zealand",122828,2024-08-15,,Approved,Reverse Cycle,,Class 7,True,,,True,True,True,,3.2191,Unavailable,,,https://www.actronair.com.au/,http://www.actronair.com.au,,,,AAC4175,,,,,,,3.08,,,,,,,,,,,,,,,,,2.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2736,3.5594
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS Oct 2011,AS/NZS 3823.1.2:2012,CRA130S / EAA130S & EFA130S,CRA130S / EVA130S,,ACTRON AIR,1.077,Ducted,Single Split System,,Air,Air,Australia,3.75,11.163,12.24,,0.0,0.0,0.0,,3.34,12.17,Enthalpy Test Room,3.1857,3.5549,False,0.0,,7.0,7.0,0.0,0.0,,,,3.16571483113536,3.52992575772886,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Single,R410A,"Australia,New Zealand",122831,2024-08-15,,Approved,Reverse Cycle,,Class 7,True,,,True,True,True,,3.1857,Unavailable,,,https://www.actronair.com.au/,http://www.actronair.com.au,,,,AAC4176,,,,,,,3.75,,,,,,,,,,,,,,,,,3.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2435,3.6181
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS Oct 2011,AS/NZS 3823.1.2:2012,CRA130S / EVA130S,CRA130S / EVA130S,,ACTRON AIR,1.077,Ducted,Single Split System,,Air,Air,Australia,3.75,11.163,12.24,,0.0,0.0,0.0,,3.34,12.17,Enthalpy Test Room,3.1857,3.5549,False,0.0,,7.0,7.0,0.0,0.0,,,,3.16571483113536,3.52992575772886,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Single,R410A,"Australia,New Zealand",122831,2024-08-15,,Approved,Reverse Cycle,,Class 7,True,,,True,True,True,,3.1857,Unavailable,,,https://www.actronair.com.au/,http://www.actronair.com.au,,,,AAC4176,,,,,,,3.75,,,,,,,,,,,,,,,,,3.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2435,3.6181
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS Oct 2011,AS/NZS 3823.1.2:2012,CRA130T / EAA130S & EFA130S,CRA130T / EVA130S,,ACTRON AIR,0.794,Ducted,Single Split System,,Air,Air,Australia,3.68,11.606,12.4,,0.0,0.0,0.0,,3.24,12.3,Enthalpy Test Room,3.2919,3.704,False,0.0,,7.0,7.0,0.0,0.0,,,,3.27086919221078,3.67707061472669,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",122850,2024-08-15,,Approved,Reverse Cycle,,Class 7,True,,,True,True,True,,3.2919,Unavailable,,,http://www.actronair.com.au/,http://www.actronair.com.au,,,,AAC4177,,,,,,,3.68,,,,,,,,,,,,,,,,,3.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.348,3.7688
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS Oct 2011,AS/NZS 3823.1.2:2012,CRA130T / EVA130S,CRA130T / EVA130S,,ACTRON AIR,0.794,Ducted,Single Split System,,Air,Air,Australia,3.68,11.606,12.4,,0.0,0.0,0.0,,3.24,12.3,Enthalpy Test Room,3.2919,3.704,False,0.0,,7.0,7.0,0.0,0.0,,,,3.27086919221078,3.67707061472669,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",122850,2024-08-15,,Approved,Reverse Cycle,,Class 7,True,,,True,True,True,,3.2919,Unavailable,,,http://www.actronair.com.au/,http://www.actronair.com.au,,,,AAC4177,,,,,,,3.68,,,,,,,,,,,,,,,,,3.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.348,3.7688
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS Oct 2011,AS/NZS 3823.1.2:2012,CRA150T / EAA150S & EFA150S,CRA150T / EVA150S,,ACTRON AIR,1.688,Ducted,Single Split System,,Air,Air,Australia,4.43,12.992,14.68,,0.0,0.0,0.0,,3.95,15.0,Enthalpy Test Room,3.2309,3.7042,False,0.0,,7.0,7.0,0.0,0.0,,,,3.21376126601492,3.68215591876569,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",122865,2024-08-15,,Approved,Reverse Cycle,,Class 7,True,,,True,True,True,,3.2309,Unavailable,,,http://www.actronair.com.au/,http://www.actronair.com.au,,,,AAC4178,,,,,,,4.43,,,,,,,,,,,,,,,,,3.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2962,3.7749
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS Oct 2011,AS/NZS 3823.1.2:2012,CRA150T / EVA150S,CRA150T / EVA150S,,ACTRON AIR,1.688,Ducted,Single Split System,,Air,Air,Australia,4.43,12.992,14.68,,0.0,0.0,0.0,,3.95,15.0,Enthalpy Test Room,3.2309,3.7042,False,0.0,,7.0,7.0,0.0,0.0,,,,3.21376126601492,3.68215591876569,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",122865,2024-08-15,,Approved,Reverse Cycle,,Class 7,True,,,True,True,True,,3.2309,Unavailable,,,http://www.actronair.com.au/,http://www.actronair.com.au,,,,AAC4178,,,,,,,4.43,,,,,,,,,,,,,,,,,3.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2962,3.7749
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS Oct 2011,AS/NZS 3823.1.2:2012,CRA150S / EAA150S & EFA150S,CRA150S / EVA150S,,ACTRON AIR,3.039,Ducted,Single Split System,,Air,Air,Australia,4.56,11.931,14.97,,0.0,0.0,0.0,,4.16,15.12,Enthalpy Test Room,3.2042,3.5407,False,0.0,,7.0,7.0,0.0,0.0,,,,3.18762735455946,3.52070624316281,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Single,R410A,"Australia,New Zealand",122866,2024-08-15,,Approved,Reverse Cycle,,Class 7,True,,,True,True,True,,3.2042,Unavailable,,,http://www.actronair.com.au/,http://www.actronair.com.au,,,,AAC4179,,,,,,,4.56,,,,,,,,,,,,,,,,,4.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2659,3.6141
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS Oct 2011,AS/NZS 3823.1.2:2012,CRA150S / EVA150S,CRA150S / EVA150S,,ACTRON AIR,3.039,Ducted,Single Split System,,Air,Air,Australia,4.56,11.931,14.97,,0.0,0.0,0.0,,4.16,15.12,Enthalpy Test Room,3.2042,3.5407,False,0.0,,7.0,7.0,0.0,0.0,,,,3.18762735455946,3.52070624316281,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Single,R410A,"Australia,New Zealand",122866,2024-08-15,,Approved,Reverse Cycle,,Class 7,True,,,True,True,True,,3.2042,Unavailable,,,http://www.actronair.com.au/,http://www.actronair.com.au,,,,AAC4179,,,,,,,4.56,,,,,,,,,,,,,,,,,4.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2659,3.6141
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS Oct 2011,AS/NZS 3823.1.2:2012,CRA170S / EAA170S & EFA170S,CRA170S / EVA170S,,ACTRON AIR,2.94,Ducted,Single Split System,,Air,Air,Australia,5.15,13.86,16.8,,0.0,0.0,0.0,,4.76,17.57,Enthalpy Test Room,3.1829,3.6,False,0.0,,7.0,7.0,0.0,0.0,,,,3.16832410245311,3.58222876574244,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Single,R410A,"Australia,New Zealand",122878,2024-08-15,,Approved,Reverse Cycle,,Class 7,True,,,True,True,True,,3.1829,Unavailable,,,https://www.actronair.com.au/,http://www.actronair.com.au,,,,AAC4180,,,,,,,5.15,,,,,,,,,,,,,,,,,4.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2472,3.6729
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS Oct 2011,AS/NZS 3823.1.2:2012,CRA170S / EVA170S,CRA170S / EVA170S,,ACTRON AIR,2.94,Ducted,Single Split System,,Air,Air,Australia,5.15,13.86,16.8,,0.0,0.0,0.0,,4.76,17.57,Enthalpy Test Room,3.1829,3.6,False,0.0,,7.0,7.0,0.0,0.0,,,,3.16832410245311,3.58222876574244,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Single,R410A,"Australia,New Zealand",122878,2024-08-15,,Approved,Reverse Cycle,,Class 7,True,,,True,True,True,,3.1829,Unavailable,,,https://www.actronair.com.au/,http://www.actronair.com.au,,,,AAC4180,,,,,,,5.15,,,,,,,,,,,,,,,,,4.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2472,3.6729
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS Oct 2011,AS/NZS 3823.1.2:2012,CRA170T / EAA170S & EFA170S,CRA170T / EVA170S,,ACTRON AIR,2.99,Ducted,Single Split System,,Air,Air,Australia,5.04,14.0,16.99,,0.0,0.0,0.0,,4.58,17.92,Enthalpy Test Room,3.2867,3.8132,False,0.0,,7.0,7.0,0.0,0.0,,,,3.27134918221208,3.7935931006631,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",122894,2024-08-15,,Approved,Reverse Cycle,,Class 7,True,,,True,True,True,,3.2867,Unavailable,,,https://www.actronair.com.au/,http://www.actronair.com.au,,,,AAC4181,,,,,,,5.04,,,,,,,,,,,,,,,,,4.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3553,3.8926
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS Oct 2011,AS/NZS 3823.1.2:2012,CRA170T / EVA170S,CRA170T / EVA170S,,ACTRON AIR,2.99,Ducted,Single Split System,,Air,Air,Australia,5.04,14.0,16.99,,0.0,0.0,0.0,,4.58,17.92,Enthalpy Test Room,3.2867,3.8132,False,0.0,,7.0,7.0,0.0,0.0,,,,3.27134918221208,3.7935931006631,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",122894,2024-08-15,,Approved,Reverse Cycle,,Class 7,True,,,True,True,True,,3.2867,Unavailable,,,https://www.actronair.com.au/,http://www.actronair.com.au,,,,AAC4181,,,,,,,5.04,,,,,,,,,,,,,,,,,4.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3553,3.8926
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS Oct 2011,AS/NZS 3823.1.2:2012,CRA200T / EAA200S / EFA200S,CRA200T / EVA200S,,ACTRON AIR,2.859,Ducted,Single Split System,,Air,Air,Australia,5.86,16.201,19.06,,0.0,0.0,0.0,,5.23,19.34,Enthalpy Test Room,3.1728,3.6073,False,0.0,,7.0,7.0,0.0,0.0,,,,3.16001945359875,3.59108970866685,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",122901,2024-08-16,,Approved,Reverse Cycle,,Class 11,True,,,True,True,True,,3.1728,Unavailable,,,https://www.actronair.com.au/,http://www.actronair.com.au,,,,AAC4187,,,,,,,5.86,,,,,,,,,,,,,,,,,5.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2395,3.6812
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS Oct 2011,AS/NZS 3823.1.2:2012,CRA200T / EVA200S,CRA200T / EVA200S,,ACTRON AIR,2.859,Ducted,Single Split System,,Air,Air,Australia,5.86,16.201,19.06,,0.0,0.0,0.0,,5.23,19.34,Enthalpy Test Room,3.1728,3.6073,False,0.0,,7.0,7.0,0.0,0.0,,,,3.16001945359875,3.59108970866685,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",122901,2024-08-16,,Approved,Reverse Cycle,,Class 11,True,,,True,True,True,,3.1728,Unavailable,,,https://www.actronair.com.au/,http://www.actronair.com.au,,,,AAC4187,,,,,,,5.86,,,,,,,,,,,,,,,,,5.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2395,3.6812
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS Oct 2011,AS/NZS 3823.1.2:2012,CRA200T / EVA200T,CRA200T / EVA200S,,ACTRON AIR,2.859,Ducted,Single Split System,,Air,Air,Australia,5.86,16.201,19.06,,0.0,0.0,0.0,,5.23,19.34,Enthalpy Test Room,3.1728,3.6073,False,0.0,,7.0,7.0,0.0,0.0,,,,3.16001945359875,3.59108970866685,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",122901,2024-08-16,,Approved,Reverse Cycle,,Class 11,True,,,True,True,True,,3.1728,Unavailable,,,https://www.actronair.com.au/,http://www.actronair.com.au,,,,AAC4187,,,,,,,5.86,,,,,,,,,,,,,,,,,5.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2395,3.6812
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS Oct 2011,AS/NZS 3823.1.2:2012,CRA230T / EAA230S & EFA230S,CRA230T / EVA230S,,ACTRON AIR,4.157,Ducted,Single Split System,,Air,Air,Australia,6.59,18.193,22.35,,0.0,0.0,0.0,,6.15,23.0,Enthalpy Test Room,3.3122,3.6504,False,0.0,,7.0,7.0,0.0,0.0,,,,3.30043981781127,3.63646068197184,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",122908,2024-08-16,,Approved,Reverse Cycle,,Class 11,True,,,True,True,True,,3.3122,Unavailable,,,https://www.actronair.com.au/,http://www.actronair.com.au,,,,AAC4186,,,,,,,6.59,,,,,,,,,,,,,,,,,6.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3794,3.7255
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS Oct 2011,AS/NZS 3823.1.2:2012,CRA230T / EVA230S,CRA230T / EVA230S,,ACTRON AIR,4.157,Ducted,Single Split System,,Air,Air,Australia,6.59,18.193,22.35,,0.0,0.0,0.0,,6.15,23.0,Enthalpy Test Room,3.3122,3.6504,False,0.0,,7.0,7.0,0.0,0.0,,,,3.30043981781127,3.63646068197184,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",122908,2024-08-16,,Approved,Reverse Cycle,,Class 11,True,,,True,True,True,,3.3122,Unavailable,,,https://www.actronair.com.au/,http://www.actronair.com.au,,,,AAC4186,,,,,,,6.59,,,,,,,,,,,,,,,,,6.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3794,3.7255
