ApplStandard,MEPSComp,N-Standard,Model_No,Family Name,avg_pwr_standby_mode,Brand,C-Dehumid_Rated,Configuration1,Configuration2,Configuration2-unitmount,Configuration3_Sink,Configuration3_Source,Country,C-Power_Inp_Rated,C-Sens_Cool_Rated,C-Total Cool Rated,Depth,H2_COP,H2_HeatPwrCapacity,H2_HeatPwrInput,Height,H-Power_Inp_Rated,H-Total Heat Rated,indoorType,EERtestAvg,COPtestAvg,Invert,Setting_cool,Setting_heat,Pnoc,Pnoh,VSCP_EER50,VSCP_COP50,eermepslev,TestedOutputEER,TestedOutputCOP,AnnualOutputEER,AnnualOutputCOP,PL_EERMEPS,PL_COPMEPS,sri2010_cool,sri2010_heat,Star2010_Cool,Star2010_Heat,outdoortype,Phase,Refrigerant,Sold_in,Submit_ID,ExpDate,GrandDate,SubmitStatus,Type,Width,Product Class,Demand Response 1,Demand Response 2,Demand Response 4,Demand Response 5,Demand Response 6,Demand Response 7,PartNumber,EER,Availability Status,star2000_cool,star2000_heat,Product Website,Representative Brand URL,Variable Output Compressor,Star Image Large,Star Image Small,Registration Number,Is variable speed,Type variable output,Var output compressor,Variable output rated as fixed sp,No HSPF,Rated Total Cool Capacity W,Rated cooling power input kW,Have T1 half cap results,T1_half_cap_power_rated,T1_half_cap_cooling_cap_rated,Have T1 min cap results,T1_min_cap_power_rated,T1_min_cap_cooling_cap_rated,Have low temp cool full cap results,Low temp cooling full cap power rated,Low temp cooling full cap rated,Have low temp cool half cap results,Low temp cooling half cap power rated,Low temp cooling half cap rated,Have low temp cool min cap results,Low temp cooling min cap power rated,Low temp cooling min cap rated,Rated Heating Capacity watts,Rated heating power input kW,H1_half_cap_power_rated,H1_half_cap_heat_cap_rated,Have H1 min cap results,H1_min_cap_power_rated,H1_min_cap_heat_cap_rated,Have H2 extended mode results,H2_ext_cap_power_rated,H2_ext_cap_heat_cap_rated,Have H2 full mode results,H2_full_cap_power_rated,H2_full_cap_heat_cap_rated,Have H2 half capacity results,H2_half_cap_power_rated,H2_half_cap_heat_cap_rated,Have H2 min capacity results,H2_min_cap_power_rated,H2_min_cap_heat_cap_rated,Have H3 extended mode results,H3_ext_cap_power_rated,H3_ext_cap_heat_cap_rated,Have H3 full mode results,H3_full_cap_power_rated,H3_full_cap_heat_cap_rated,Have H3 half capacity results,H3_half_cap_power_rated,H3_half_cap_heat_cap_rated,indoor_sound_level,outdoor_sound_level,Residential TCSPF_cold,Residential TCSPF_mixed,Residential TCSPF_hot,Commercial TCSPF_cold,Commercial TCSPF_mixed,Commercial TCSPF_hot,Residential tcec_cold,Residential tcec_mixed,Residential tcec_hot,Commercial tcec_cold,Commercial tcec_mixed,Commercial tcec_hot,c_star_cold,c_star_mixed,c_star_hot,Residential HSPF_cold,Residential HSPF_mixed,Residential HSPF_hot,Commercial HSPF_cold,Commercial HSPF_mixed,Commercial HSPF_hot,Residential thec_cold,Residential thec_mixed,Residential thec_hot,Commercial thec_cold,Commercial thec_mixed,Commercial thec_hot,h_star_cold,h_star_mixed,h_star_hot,Outdoor unit only,Have_water_tank,Rated cool power input with water,Rated cool cap with water W,Rated cool cap with water kW,Residential tcec_cold with water,Residential tcec_mixed with water,Residential tcec_hot with water,PIA inoperative power,Rated AEER,Rated ACOP
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS Oct 2011,AS/NZS 3823.1.1:2012,SBHV07D1S/SCHV07D1S,,,Braemar,1.5,Non Ducted,Single Split System,Cassette,Air,Air,China,2.15,5.7,7.2,,0.0,0.0,0.0,,2.45,8.2,Calorimeter Room,3.2505,3.3958,True,0.0,,1.55,1.55,0.0,0.0,,,,3.24248712872772,3.38844001767882,,,0.0,0.0,0.0,0.0,Calorimeter Room,Single,R410A,"Australia,New Zealand",97353,2021-04-05,,Approved,Reverse Cycle,,Class 4,True,,,True,True,True,,3.2505,Available,,,http://www.gree.com/,http://www.braemar.com.au/,True,,,AAC1971,,Variable output compressor,Inverter,,,,2.15,,,,,,,,,,,,,,,,,2.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3407,3.3398
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS Oct 2011,AS/NZS 3823.1.1:2012,SBHV10D1S/SCHV10D1S,,,Braemar,1.9,Non Ducted,Single Split System,Cassette,Air,Air,China,3.0,8.1,10.0,,0.0,0.0,0.0,,3.5,12.0,Calorimeter Room,3.3187,3.3219,True,0.0,,1.0,1.0,0.0,0.0,,,,3.31493184345637,3.31876274220784,,,0.0,0.0,0.0,0.0,Calorimeter Room,Single,R410A,"Australia,New Zealand",97354,2021-04-05,,Approved,Reverse Cycle,,Class 5,True,,,True,True,True,,3.3187,Available,,,http://www.gree.com/,http://www.braemar.com.au/,True,,,AAC1972,,Variable output compressor,Inverter,,,,3.0,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3296,3.4253
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS Oct 2011,AS/NZS 3823.1.1:2012,SBHV12D1S/SCHV12D1S,,,Braemar,2.65,Non Ducted,Single Split System,Cassette,Air,Air,China,3.5,8.85,11.5,,0.0,0.0,0.0,,4.2,13.8,Calorimeter Room,3.2049,3.3747,True,0.0,,1.99,1.99,0.0,0.0,,,,3.19890203116288,3.36944708362811,,,0.0,0.0,0.0,0.0,Calorimeter Room,Single,R410A,"Australia,New Zealand",97355,2021-04-05,,Approved,Reverse Cycle,,Class 5,True,,,True,True,True,,3.2049,Available,,,http://www.gree.com/,http://www.braemar.com.au/,True,,,AAC1973,,Variable output compressor,Inverter,,,,3.5,,,,,,,,,,,,,,,,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2794,3.2805
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS Oct 2011,AS/NZS 3823.1.1:2012,SBHV14D1S/SCHV14D1S,,,Braemar,3.3,Non Ducted,Single Split System,Cassette,Air,Air,China,4.3,10.7,14.0,,0.0,0.0,0.0,,4.5,16.0,Calorimeter Room,3.2527,3.5012,True,0.0,,1.838,1.838,0.0,0.0,,,,3.24795433252862,3.49639929615019,,,0.0,0.0,0.0,0.0,Calorimeter Room,Single,R410A,"Australia,New Zealand",97356,2021-04-05,,Approved,Reverse Cycle,,Class 5,True,,,True,True,True,,3.2527,Available,,,http://www.gree.com/,http://www.braemar.com.au/,True,,,AAC1974,,Variable output compressor,Inverter,,,,4.3,,,,,,,,,,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2511,3.5507
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS Oct 2011,AS/NZS 3823.1.2:2012,FBA50BV / RZAS50BV,,,DAIKIN,0.8,Ducted,Single Split System,,Air,Air,Thailand,1.31,4.2,5.0,,0.0,0.0,0.0,,1.52,6.0,Enthalpy Test Room,3.8288,4.5113,True,0.0,,20.5,27.5,0.0,0.0,,,,3.63782939487076,4.23234305865132,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Single,R32,"Australia,New Zealand",97386,2021-04-18,,Approved,Reverse Cycle,,Class 6,False,,False,,,,,3.8288,Unavailable,,,http://www.daikin.com.au/,http://www.daikin.com.au,True,,,AAC2004,,Variable output compressor,Inverter,,,,1.31,,,,,,,,,,,,,,,,,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6251,3.7199
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS Oct 2011,AS/NZS 3823.1.2:2012,FBA60BV / RZAS60BV,,,DAIKIN,1.1,Ducted,Single Split System,,Air,Air,Thailand,1.63,4.9,6.0,,0.0,0.0,0.0,,1.77,7.0,Enthalpy Test Room,3.637,3.9659,True,0.0,,20.5,27.5,0.0,0.0,,,,3.48785584476318,3.76696618904989,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Single,R32,"Australia,New Zealand",97393,2021-04-21,,Approved,Reverse Cycle,,Class 6,False,,False,,,,,3.637,Unavailable,,,http://www.daikin.com.au/,http://www.daikin.com.au,True,,,AAC2016,,Variable output compressor,Inverter,,,,1.63,,,,,,,,,,,,,,,,,1.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5309,3.7575
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS Oct 2011,AS/NZS 3823.1.2:2012,RAV-SM2804DTP-E / RAV-SM2804AT8-A1,,,Toshiba,1.9,Ducted,Single Split System,,Air,Air,"Thailand,Japan",6.1,18.1,20.0,,0.0,0.0,0.0,,7.2,27.0,Enthalpy Test Room,3.1285,3.6125,True,53.0,,76.32,67.53,3.83151216073317,4.11624610150269,,,,3.00432544093799,3.50389981824696,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Three,R410A,"Australia,Fiji,New Zealand",97465,2021-03-15,,Approved,Reverse Cycle,,Class 11,True,,,True,False,False,,3.1285,Available,,,http://www.toshiba-carrier.co.jp/,,True,,,AAC1952,,Variable output compressor,Inverter,,,,6.1,,,,,,,,,,,,,,,,,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1457,3.6348
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS Oct 2011,AS/NZS 3823.1.2:2012,RAV-SM2244DTP-E / RAV-SM2244AT8-A1,,,Toshiba,1.35,Ducted,Single Split System,,Air,Air,"Thailand,Japan",5.05,15.45,16.8,,0.0,0.0,0.0,,5.91,22.4,Enthalpy Test Room,3.4325,3.8002,True,0.0,,76.32,67.53,0.0,0.0,,,,3.26774427560562,3.65787338540054,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Three,R410A,"Australia,Fiji,New Zealand",97468,2021-03-15,,Approved,Reverse Cycle,,Class 7,True,,,True,False,False,,3.4325,Available,,,http://www.toshiba-carrier.co.jp/,,True,,,AAC1951,,Variable output compressor,Inverter,,,,5.05,,,,,,,,,,,,,,,,,5.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1651,3.6492
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS Oct 2011,AS/NZS 3823.1.1:2012,FDE71V* / FDC*71VNX,FDE71V* / FDC*71VNX,,MITSUBISHI HEAVY INDUSTRIES,1.6,Non Ducted,Single Split System,Under ceiling,Air,Air,Thailand,2.11,5.5,7.1,,2.7541567695962,6.957,2.526,,2.11,8.0,Calorimeter Room,3.137,3.8436,True,50.4,,14.45,32.62,4.76666666666667,0.0,,,,3.06901374753034,3.65654101020653,,,1.638,2.8131,1.5,2.5,Calorimeter Room,Single,R410A,,97661,2021-04-18,,Approved,Reverse Cycle,,Class 4,False,,False,,,,,3.137,Available,,,http://www.mhiaa.com.au/,http://www.mhiaa.com.au/,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_1.5_2.5.png,AAC2005,,Variable output compressor,Inverter,,,,2.11,,,,,,,,,,,,,,,,,2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2888,3.6032
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS Oct 2011,AS/NZS 3823.1.1:2012,FDE71VG /FDC71VNX,FDE71V* / FDC*71VNX,,MITSUBISHI HEAVY INDUSTRIES,1.6,Non Ducted,Single Split System,Under ceiling,Air,Air,Thailand,2.11,5.5,7.1,,2.7541567695962,6.957,2.526,,2.11,8.0,Calorimeter Room,3.137,3.8436,True,50.4,,14.45,32.62,4.76666666666667,0.0,,,,3.06901374753034,3.65654101020653,,,1.638,2.8131,1.5,2.5,Calorimeter Room,Single,R410A,,97661,2021-04-18,,Approved,Reverse Cycle,,Class 4,False,,False,,,,,3.137,Available,,,http://www.mhiaa.com.au/,http://www.mhiaa.com.au/,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_1.5_2.5.png,AAC2005,,Variable output compressor,Inverter,,,,2.11,,,,,,,,,,,,,,,,,2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2888,3.6032
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS Oct 2011,AS/NZS 3823.1.1:2012,FDE71VG / FDCA71VNXA,FDE71V* / FDC*71VNX,,MITSUBISHI HEAVY INDUSTRIES,1.6,Non Ducted,Single Split System,Under ceiling,Air,Air,Thailand,2.11,5.5,7.1,,2.7541567695962,6.957,2.526,,2.11,8.0,Calorimeter Room,3.137,3.8436,True,50.4,,14.45,32.62,4.76666666666667,0.0,,,,3.06901374753034,3.65654101020653,,,1.638,2.8131,1.5,2.5,Calorimeter Room,Single,R410A,,97661,2021-04-18,,Approved,Reverse Cycle,,Class 4,False,,False,,,,,3.137,Available,,,http://www.mhiaa.com.au/,http://www.mhiaa.com.au/,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_1.5_2.5.png,AAC2005,,Variable output compressor,Inverter,,,,2.11,,,,,,,,,,,,,,,,,2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2888,3.6032
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS Oct 2011,AS/NZS 3823.1.1:2012,FDE71VH / FDCA71VNXA,FDE71V* / FDC*71VNX,,MITSUBISHI HEAVY INDUSTRIES,1.6,Non Ducted,Single Split System,Under ceiling,Air,Air,Thailand,2.11,5.5,7.1,,2.7541567695962,6.957,2.526,,2.11,8.0,Calorimeter Room,3.137,3.8436,True,50.4,,14.45,32.62,4.76666666666667,0.0,,,,3.06901374753034,3.65654101020653,,,1.638,2.8131,1.5,2.5,Calorimeter Room,Single,R410A,,97661,2021-04-18,,Approved,Reverse Cycle,,Class 4,False,,False,,,,,3.137,Available,,,http://www.mhiaa.com.au/,http://www.mhiaa.com.au/,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_1.5_2.5.png,AAC2005,,Variable output compressor,Inverter,,,,2.11,,,,,,,,,,,,,,,,,2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2888,3.6032
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS Oct 2011,AS/NZS 3823.1.1:2012,FDE100V* / FDC*100VN,FDE100V* / FDC*100VN,,MITSUBISHI HEAVY INDUSTRIES,1.73,Non Ducted,Single Split System,Under ceiling,Air,Air,Thailand,2.85,8.27,10.0,,3.06615285806037,9.548,3.114,,2.9,11.2,Calorimeter Room,3.4208,3.9111,True,0.0,,14.11,32.85,0.0,0.0,,,,3.36522708066244,3.76205830829929,,,2.2305,3.0241,2.0,3.0,Calorimeter Room,Single,R410A,,97663,2021-04-27,,Approved,Reverse Cycle,,Class 5,False,,False,,,,,3.4208,Available,,,http://www.mhiaa.com.au/,http://www.mhi.net.au,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_2_3.png,AAC2037,,Variable output compressor,Inverter,,,,2.85,,,,,,,,,,,,,,,,,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.451,3.7197
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS Oct 2011,AS/NZS 3823.1.1:2012,FDE100VG/FDC100VN,FDE100V* / FDC*100VN,,MITSUBISHI HEAVY INDUSTRIES,1.73,Non Ducted,Single Split System,Under ceiling,Air,Air,Thailand,2.85,8.27,10.0,,3.06615285806037,9.548,3.114,,2.9,11.2,Calorimeter Room,3.4208,3.9111,True,0.0,,14.11,32.85,0.0,0.0,,,,3.36522708066244,3.76205830829929,,,2.2305,3.0241,2.0,3.0,Calorimeter Room,Single,R410A,,97663,2021-04-27,,Approved,Reverse Cycle,,Class 5,False,,False,,,,,3.4208,Available,,,http://www.mhiaa.com.au/,http://www.mhi.net.au,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_2_3.png,AAC2037,,Variable output compressor,Inverter,,,,2.85,,,,,,,,,,,,,,,,,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.451,3.7197
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS Oct 2011,AS/NZS 3823.1.1:2012,FDE100VG / FDCA100VN,FDE100V* / FDC*100VN,,MITSUBISHI HEAVY INDUSTRIES,1.73,Non Ducted,Single Split System,Under ceiling,Air,Air,Thailand,2.85,8.27,10.0,,3.06615285806037,9.548,3.114,,2.9,11.2,Calorimeter Room,3.4208,3.9111,True,0.0,,14.11,32.85,0.0,0.0,,,,3.36522708066244,3.76205830829929,,,2.2305,3.0241,2.0,3.0,Calorimeter Room,Single,R410A,,97663,2021-04-27,,Approved,Reverse Cycle,,Class 5,False,,False,,,,,3.4208,Available,,,http://www.mhiaa.com.au/,http://www.mhi.net.au,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_2_3.png,AAC2037,,Variable output compressor,Inverter,,,,2.85,,,,,,,,,,,,,,,,,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.451,3.7197
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS Oct 2011,AS/NZS 3823.1.1:2012,FDE100VH / FDCA100VN,FDE100V* / FDC*100VN,,MITSUBISHI HEAVY INDUSTRIES,1.73,Non Ducted,Single Split System,Under ceiling,Air,Air,Thailand,2.85,8.27,10.0,,3.06615285806037,9.548,3.114,,2.9,11.2,Calorimeter Room,3.4208,3.9111,True,0.0,,14.11,32.85,0.0,0.0,,,,3.36522708066244,3.76205830829929,,,2.2305,3.0241,2.0,3.0,Calorimeter Room,Single,R410A,,97663,2021-04-27,,Approved,Reverse Cycle,,Class 5,False,,False,,,,,3.4208,Available,,,http://www.mhiaa.com.au/,http://www.mhi.net.au,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_2_3.png,AAC2037,,Variable output compressor,Inverter,,,,2.85,,,,,,,,,,,,,,,,,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.451,3.7197
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS Oct 2011,AS/NZS 3823.1.1:2012,FDE100V* / FDC*100VNX,FDE100V* / FDC*100VNX,,MITSUBISHI HEAVY INDUSTRIES,1.55,Non Ducted,Single Split System,Under ceiling,Air,Air,Thailand,2.55,8.45,10.0,,2.70526315789474,12.593,4.655,,2.68,11.2,Calorimeter Room,3.9588,3.9949,True,0.0,,16.31,35.22,0.0,0.0,,,,3.87500183362737,3.82956642242837,,,3.25,3.1591,3.0,3.0,Calorimeter Room,Single,R410A,,97665,2021-04-26,,Approved,Reverse Cycle,,Class 5,False,,False,,,,,3.9588,Available,,,http://www.mhiaa.com.au/,http://www.mhi.net.au,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_3_3.png,AAC2026,,Variable output compressor,Inverter,,,,2.55,,,,,,,,,,,,,,,,,2.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8386,4.0014
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS Oct 2011,AS/NZS 3823.1.1:2012,FDE100VG/FDC100VNX,FDE100V* / FDC*100VNX,,MITSUBISHI HEAVY INDUSTRIES,1.55,Non Ducted,Single Split System,Under ceiling,Air,Air,Thailand,2.55,8.45,10.0,,2.70526315789474,12.593,4.655,,2.68,11.2,Calorimeter Room,3.9588,3.9949,True,0.0,,16.31,35.22,0.0,0.0,,,,3.87500183362737,3.82956642242837,,,3.25,3.1591,3.0,3.0,Calorimeter Room,Single,R410A,,97665,2021-04-26,,Approved,Reverse Cycle,,Class 5,False,,False,,,,,3.9588,Available,,,http://www.mhiaa.com.au/,http://www.mhi.net.au,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_3_3.png,AAC2026,,Variable output compressor,Inverter,,,,2.55,,,,,,,,,,,,,,,,,2.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8386,4.0014
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS Oct 2011,AS/NZS 3823.1.1:2012,FDE100VG / FDCA100VNX,FDE100V* / FDC*100VNX,,MITSUBISHI HEAVY INDUSTRIES,1.55,Non Ducted,Single Split System,Under ceiling,Air,Air,Thailand,2.55,8.45,10.0,,2.70526315789474,12.593,4.655,,2.68,11.2,Calorimeter Room,3.9588,3.9949,True,0.0,,16.31,35.22,0.0,0.0,,,,3.87500183362737,3.82956642242837,,,3.25,3.1591,3.0,3.0,Calorimeter Room,Single,R410A,,97665,2021-04-26,,Approved,Reverse Cycle,,Class 5,False,,False,,,,,3.9588,Available,,,http://www.mhiaa.com.au/,http://www.mhi.net.au,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_3_3.png,AAC2026,,Variable output compressor,Inverter,,,,2.55,,,,,,,,,,,,,,,,,2.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8386,4.0014
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS Oct 2011,AS/NZS 3823.1.1:2012,FDE100VH / FDCA100VNX,FDE100V* / FDC*100VNX,,MITSUBISHI HEAVY INDUSTRIES,1.55,Non Ducted,Single Split System,Under ceiling,Air,Air,Thailand,2.55,8.45,10.0,,2.70526315789474,12.593,4.655,,2.68,11.2,Calorimeter Room,3.9588,3.9949,True,0.0,,16.31,35.22,0.0,0.0,,,,3.87500183362737,3.82956642242837,,,3.25,3.1591,3.0,3.0,Calorimeter Room,Single,R410A,,97665,2021-04-26,,Approved,Reverse Cycle,,Class 5,False,,False,,,,,3.9588,Available,,,http://www.mhiaa.com.au/,http://www.mhi.net.au,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_3_3.png,AAC2026,,Variable output compressor,Inverter,,,,2.55,,,,,,,,,,,,,,,,,2.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8386,4.0014
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS Oct 2011,AS/NZS 3823.1.1:2012,FDE125V* / FDC*125VNX,FDE125V* / FDC*125VNX,,MITSUBISHI HEAVY INDUSTRIES,3.35,Non Ducted,Single Split System,Under ceiling,Air,Air,Thailand,3.5,9.15,12.5,,2.63429256594724,13.182,5.004,,3.77,14.0,Calorimeter Room,3.4343,3.4396,True,0.0,,34.83,41.1,0.0,0.0,,,,3.32323882487814,3.32181271909343,,,2.1465,2.1436,2.0,2.0,Calorimeter Room,Single,R410A,,97667,2021-04-27,,Approved,Reverse Cycle,,Class 5,False,,False,,,,,3.4343,Available,,,http://www.mhiaa.com.au/,http://www.mhi.net.au,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_2_2.png,AAC2036,,Variable output compressor,Inverter,,,,3.5,,,,,,,,,,,,,,,,,3.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4552,3.5816
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS Oct 2011,AS/NZS 3823.1.1:2012,FDE125VG/FDC125VNX,FDE125V* / FDC*125VNX,,MITSUBISHI HEAVY INDUSTRIES,3.35,Non Ducted,Single Split System,Under ceiling,Air,Air,Thailand,3.5,9.15,12.5,,2.63429256594724,13.182,5.004,,3.77,14.0,Calorimeter Room,3.4343,3.4396,True,0.0,,34.83,41.1,0.0,0.0,,,,3.32323882487814,3.32181271909343,,,2.1465,2.1436,2.0,2.0,Calorimeter Room,Single,R410A,,97667,2021-04-27,,Approved,Reverse Cycle,,Class 5,False,,False,,,,,3.4343,Available,,,http://www.mhiaa.com.au/,http://www.mhi.net.au,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_2_2.png,AAC2036,,Variable output compressor,Inverter,,,,3.5,,,,,,,,,,,,,,,,,3.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4552,3.5816
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS Oct 2011,AS/NZS 3823.1.1:2012,FDE125VG / FDCA125VNX,FDE125V* / FDC*125VNX,,MITSUBISHI HEAVY INDUSTRIES,3.35,Non Ducted,Single Split System,Under ceiling,Air,Air,Thailand,3.5,9.15,12.5,,2.63429256594724,13.182,5.004,,3.77,14.0,Calorimeter Room,3.4343,3.4396,True,0.0,,34.83,41.1,0.0,0.0,,,,3.32323882487814,3.32181271909343,,,2.1465,2.1436,2.0,2.0,Calorimeter Room,Single,R410A,,97667,2021-04-27,,Approved,Reverse Cycle,,Class 5,False,,False,,,,,3.4343,Available,,,http://www.mhiaa.com.au/,http://www.mhi.net.au,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_2_2.png,AAC2036,,Variable output compressor,Inverter,,,,3.5,,,,,,,,,,,,,,,,,3.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4552,3.5816
