ApplStandard,Brand,Cap,CEC_,Conn_Type,Country,delayStartMode,Depth,Height,Load_Type,Model No,Family Name,N-Standard,New SRI,New Star,postProgenergy,powerConsMode,Prog Name,Prog Time,Sold_in,standbyPowerUsage,Submit_ID,SubmitStatus,Tot Wat Cons,Type,Water_Softener,Width,ExpDate,GrandDate,Product Class,Availability Status,Product Website,Representative Brand URL,Water Consumption (litres),Star Rating (old),Star Image Large,Star Image Small
AS/NZS 2007.2:2003 (Legacy),PARMCO,14,448,Single,Turkey,,,,Program No 4 Eco ,TD6W-F1,,AS/NZS 2007.1:2005,2.1369,2.0,,,Program No 4 Eco ,153.0,New Zealand,,14242,Approved,18.2,Freestanding,False,,,,Single product class,Available,,,18.05,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
AS/NZS 2007.2:2003 (Legacy),PARMCO,14,448,Single,Turkey,,,,Program No 4 Eco ,TD6S-F1,,AS/NZS 2007.1:2005,2.1369,2.0,,,Program No 4 Eco ,153.0,New Zealand,,14243,Approved,18.2,Freestanding,False,,,,Single product class,Available,,,18.05,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
AS/NZS 2007.2:2003 (Legacy),PARMCO,14,448,Single,Turkey,,,,Program No 4 Eco ,TD6W-F1,,AS/NZS 2007.1:2005,2.1369,2.0,,,Program No 4 Eco ,153.0,New Zealand,,14243,Approved,18.2,Freestanding,False,,,,Single product class,Available,,,18.05,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
AS/NZS 2007.2:2003 (Legacy),VERSO,14,448,Single,Turkey,,,,Program No 4 Eco ,TD6S-F1,,AS/NZS 2007.1:2005,2.1369,2.0,,,Program No 4 Eco ,153.0,New Zealand,,15289,Approved,18.2,Freestanding,False,,,,Single product class,Available,,,18.05,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
AS/NZS 2007.2:2003 (Legacy),VERSO,14,448,Single,Turkey,,,,Program No 4 Eco ,TD6W-F1,,AS/NZS 2007.1:2005,2.1369,2.0,,,Program No 4 Eco ,153.0,New Zealand,,15289,Approved,18.2,Freestanding,False,,,,Single product class,Available,,,18.05,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
AS/NZS 2007.2:2003 (Legacy),VERSO,14,448,Single,Turkey,,,,Program No 4 Eco ,TD6W-F1,,AS/NZS 2007.1:2005,2.1369,2.0,,,Program No 4 Eco ,153.0,New Zealand,,15292,Approved,18.2,Freestanding,False,,,,Single product class,Available,,,18.05,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
AS/NZS 2007.2:2003 (Legacy),NOUVEAU,12,382,Single,China,,580.0,850.0,Normal wash,WQP12-9011,,AS/NZS 2007.1:2005,2.15,2.0,,,Normal,114.0,"Australia,New Zealand",,19152,Approved,17.6,Freestanding,True,600.0,,,Single product class,Unavailable,,,18.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
AS/NZS 2007.2:2003 (Legacy),NOUVEAU,12,387,Single,China,,600.0,850.0,Normal wash ,Hd,,AS/NZS 2007.1:2005,2.0,2.0,,,Normal,126.0,"Australia,New Zealand",,21343,Approved,14.6333,Freestanding,False,600.0,,,Single product class,Unavailable,,,14.6333,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
AS/NZS 2007.2:2003 (Legacy),NOUVEAU,12,387,Single,China,,600.0,850.0,Normal wash ,HDW101,,AS/NZS 2007.1:2005,2.0,2.0,,,Normal,126.0,"Australia,New Zealand",,21343,Approved,14.6333,Freestanding,False,600.0,,,Single product class,Unavailable,,,14.6333,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
AS/NZS 2007.2:2003 (Legacy),BRANDT,13,212,Single,France,,,,,AX545FXZ1,,AS/NZS 2007.1:2005,4.0267,4.0,,,Normal,97.0,"Australia,New Zealand",,23329,Approved,15.1,Freestanding,True,,,,Single product class,Unavailable,,,15.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
AS/NZS 2007.2:2005 (Legacy),BAUMATIC,12,319,Single,China,True,,,,BKD65SS,,AS/NZS 2007.1:2005,2.65,2.5,0.0,0.0,NORMAL ,124.0,New Zealand,1.47,26476,Approved,15.6,Freestanding,False,,,,Single product class,Unavailable,http://www.applico.co.nz/,,15.7,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png
AS/NZS 2007.2:2005 (Legacy),BAUMATIC,12,319,Single,China,True,,,,BKD65W,,AS/NZS 2007.1:2005,2.65,2.5,0.0,0.0,NORMAL ,124.0,New Zealand,1.47,26476,Approved,15.6,Freestanding,False,,,,Single product class,Unavailable,http://www.applico.co.nz/,,15.7,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png
AS/NZS 2007.2:2005 (Legacy),SMEG,10,332,Single,Italy,False,450.0,820.0,,SNZ414IS,,AS/NZS 2007.1:2005,2.0336,2.0,0.002,0.876,N.2 NORMAL ECO,67.0,New Zealand,0.0,27118,Approved,12.0,Freestanding,False,450.0,,,Single product class,Unavailable,http://www.applico.co.nz/,,12.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
AS/NZS 2007.2:2005 (Legacy),SMEG,10,332,Single,Italy,False,450.0,820.0,,SNZ414S,,AS/NZS 2007.1:2005,2.0336,2.0,0.002,0.876,N.2 NORMAL ECO,67.0,New Zealand,0.0,27118,Approved,12.0,Freestanding,False,450.0,,,Single product class,Unavailable,http://www.applico.co.nz/,,12.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
AS/NZS 2007.2:2005 (Legacy),BRANDT,13,212,Single,France,True,,,,ElcoBrandt ACAV43,,AS/NZS 2007.1:2005,4.0267,4.0,0.576,0.0,Normal,97.72,"Australia,New Zealand",0.0,27124,Approved,15.1,Freestanding,False,,,,Single product class,Unavailable,,,15.1,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
AS/NZS 2007.2:2003/Amdt 1:2005 (Legacy),SMEG,12,235,Single,Italy,,600.0,580.0,,STH905,,AS/NZS 2007.1:2005,3.5136,3.5,,, Normal eco,176.0,New Zealand,,27806,Superseded,12.6,Built-in,False,860.0,,2007-03-31,Single product class,Available,http://www.applico.co.nz/,,12.6,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
AS/NZS 2007.2:2003/Amdt 1:2005 (Legacy),SMEG,12,235,Single,Italy,,600.0,580.0,,STO905,,AS/NZS 2007.1:2005,3.5136,3.5,,, Normal eco,176.0,New Zealand,,27806,Superseded,12.6,Built-in,False,860.0,,2007-03-31,Single product class,Available,http://www.applico.co.nz/,,12.6,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
AS/NZS 2007.2:2003/Amdt 1:2005 (Legacy),SMEG,12,279,Single,Italy,,600.0,580.0,,STH903,,AS/NZS 2007.1:2005,3.0324,3.0,,, Normal eco,176.0,New Zealand,,27915,Superseded,14.7,Built-in,False,860.0,,2007-03-31,Single product class,Available,http://www.applico.co.nz/,,12.6,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
AS/NZS 2007.2:2003/Amdt 1:2005 (Legacy),SMEG,12,279,Single,Italy,,600.0,580.0,,STO903,,AS/NZS 2007.1:2005,3.0324,3.0,,, Normal eco,176.0,New Zealand,,27915,Superseded,14.7,Built-in,False,860.0,,2007-03-31,Single product class,Available,http://www.applico.co.nz/,,12.6,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
AS/NZS 2007.2:2003/Amdt 1:2005 (Legacy),SMEG,10,332,Single,Italy,,450.0,820.0,,SNZ414,,AS/NZS 2007.1:2005,2.0336,2.0,,, Normal eco,67.0,New Zealand,,27917,Superseded,12.0,Freestanding,False,450.0,,2007-03-31,Single product class,Available,http://www.applico.co.nz/,,12.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
AS/NZS 2007.2:2003/Amdt 1:2005 (Legacy),SMEG,10,332,Single,Italy,,450.0,820.0,,SNZ414IS,,AS/NZS 2007.1:2005,2.0336,2.0,,, Normal eco,67.0,New Zealand,,27917,Superseded,12.0,Freestanding,False,450.0,,2007-03-31,Single product class,Available,http://www.applico.co.nz/,,12.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
AS/NZS 2007.2:2003/Amdt 1:2005 (Legacy),SMEG,12,401,Single,Italy,,600.0,820.0,,ST663,,AS/NZS 2007.1:2005,2.0153,2.0,,,Normal ECO,75.0,New Zealand,,27920,Superseded,14.3,Built-in,False,600.0,,2007-03-31,Single product class,Available,http://www.applico.co.nz/,,14.3,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
AS/NZS 2007.2:2005 (Legacy),SMEG,9,328,Single,Italy,False,450.0,820.0,,SNZ442S,,AS/NZS 2007.1:2005,1.77,1.5,0.2,500.0,Normal ECO,62.0,New Zealand,0.0,30209,Approved,11.5,Freestanding,False,450.0,,,Single product class,Unavailable,http://www.applico.co.nz/,,11.5,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png
AS/NZS 2007.2:2003/Amdt 1:2005 (Legacy),SMEG,12,401,Single,Italy,,600.0,820.0,,SNZ643IS,,AS/NZS 2007.1:2005,2.01,2.0,,,Normal ECO,75.0,New Zealand,,30210,Superseded,14.3,Freestanding,False,600.0,,2007-03-31,Single product class,Available,http://www.applico.co.nz/,,14.3,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
AS/NZS 2007.2:2003/Amdt 1:2005 (Legacy),SMEG,12,401,Single,Italy,,600.0,820.0,,SNZ643S,,AS/NZS 2007.1:2005,2.01,2.0,,,Normal ECO,75.0,New Zealand,,30210,Superseded,14.3,Freestanding,False,600.0,,2007-03-31,Single product class,Available,http://www.applico.co.nz/,,14.3,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
AS/NZS 2007.2:2003/Amdt 1:2005 (Legacy),SMEG,12,401,Single,Italy,,600.0,820.0,,SNZ643W,,AS/NZS 2007.1:2005,2.01,2.0,,,Normal ECO,75.0,New Zealand,,30210,Superseded,14.3,Freestanding,False,600.0,,2007-03-31,Single product class,Available,http://www.applico.co.nz/,,14.3,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
AS/NZS 2007.2:2003/Amdt 1:2005 (Legacy),SMEG,12,401,Single,Italy,,600.0,820.0,,SNZ653S,,AS/NZS 2007.1:2005,2.01,2.0,,,Normal ECO,75.0,New Zealand,,30210,Superseded,14.3,Freestanding,False,600.0,,2007-03-31,Single product class,Available,http://www.applico.co.nz/,,14.3,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
AS/NZS 2007.2:2003/Amdt 1:2005 (Legacy),SMEG,14,270,Single,Italy,,600.0,850.0,,SA614X,,AS/NZS 2007.1:2005,3.55,3.5,,,Normal ECO,123.0,New Zealand,,30212,Superseded,16.9,Freestanding,False,600.0,,2007-03-31,Single product class,Available,http://www.applico.co.nz/,,16.9,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
AS/NZS 2007.2:2003/Amdt 1:2005 (Legacy),SMEG,14,270,Single,Italy,,600.0,850.0,,SNZ614X,,AS/NZS 2007.1:2005,3.55,3.5,,,Normal ECO,123.0,New Zealand,,30212,Superseded,16.9,Freestanding,False,600.0,,2007-03-31,Single product class,Available,http://www.applico.co.nz/,,16.9,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
AS/NZS 2007.2:2003/Amdt 1:2005 (Legacy),SMEG,14,270,Single,Italy,,600.0,850.0,,SNZ693IS,,AS/NZS 2007.1:2005,3.55,3.5,,,Normal ECO,123.0,New Zealand,,30212,Superseded,16.9,Freestanding,False,600.0,,2007-03-31,Single product class,Available,http://www.applico.co.nz/,,16.9,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
AS/NZS 2007.2:2003/Amdt 1:2005 (Legacy),SMEG,14,270,Single,Italy,,600.0,850.0,,SNZ693S,,AS/NZS 2007.1:2005,3.55,3.5,,,Normal ECO,123.0,New Zealand,,30212,Superseded,16.9,Freestanding,False,600.0,,2007-03-31,Single product class,Available,http://www.applico.co.nz/,,16.9,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
AS/NZS 2007.2:2003/Amdt 1:2005 (Legacy),SMEG,14,270,Single,Italy,,600.0,850.0,,ST93P,,AS/NZS 2007.1:2005,3.55,3.5,,,Normal ECO,123.0,New Zealand,,30212,Superseded,16.9,Freestanding,False,600.0,,2007-03-31,Single product class,Available,http://www.applico.co.nz/,,16.9,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
AS/NZS 2007.2:2005 (Legacy),BAUMATIC,12,379,Single,China,True,,,,BKDIN,,AS/NZS 2007.1:2005,2.17,2.0,0.63,1.23,Normal,140.0,New Zealand,0.03,30213,Approved,15.0,Built-in,False,,,,Single product class,Unavailable,http://www.applico.co.nz/,,16.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
AS/NZS 2007.2:2005 (Legacy),BAUMATIC,12,379,Single,China,True,,,,SGDI,,AS/NZS 2007.1:2005,2.17,2.0,0.63,1.23,Normal,140.0,New Zealand,0.03,30213,Approved,15.0,Built-in,False,,,,Single product class,Unavailable,http://www.applico.co.nz/,,16.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
AS/NZS 2007.2:2005 (Legacy),BAUMATIC,8,330,Single,China,False,,,,BKD46,,AS/NZS 2007.1:2005,1.4,1.0,0.0,0.599,Normal,110.0,New Zealand,0.599,30219,Approved,13.7,Freestanding,False,,,,Single product class,Unavailable,http://www.applico.co.nz/,,14.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.png
AS/NZS 2007.2:2005 (Legacy),BAUMATIC,12,340,Single,China,False,,,,BKD62,,AS/NZS 2007.1:2005,2.47,2.0,0.1,0.1,Normal ,115.0,New Zealand,0.0,30286,Approved,18.6,Freestanding,False,,,,Single product class,Unavailable,http://www.applico.co.nz/,,20.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
AS/NZS 2007.2:2005 (Legacy),CLASSIQUE,12,319,Single,China,True,560.0,850.0,,CLD12SS,,AS/NZS 2007.1:2005,2.65,2.5,0.842,0.842,NORMAL 2,124.0,New Zealand,0.842,31168,Approved,15.6,Freestanding,False,595.0,,,Single product class,Unavailable,http://www.applico.co.nz/,,15.6,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png
AS/NZS 2007.2:2005 (Legacy),CLASSIQUE,12,319,Single,China,True,560.0,850.0,,CLD12W,,AS/NZS 2007.1:2005,2.65,2.5,0.842,0.842,NORMAL 2,124.0,New Zealand,0.842,31168,Approved,15.6,Freestanding,False,595.0,,,Single product class,Unavailable,http://www.applico.co.nz/,,15.6,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png
AS/NZS 2007.2:2005 (Legacy),BAUMATIC,12,355,Single,China,True,550.0,850.0,,BKD64PSS,,AS/NZS 2007.1:2005,2.36,2.0,0.000125,2.119169,Normal,136.0,New Zealand,0.288318,33020,Approved,15.4,Freestanding,False,595.0,,,Single product class,Unavailable,http://www.applico.co.nz/,,16.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
AS/NZS 2007.2:2005 (Legacy),BAUMATIC,12,355,Single,China,True,550.0,850.0,,BKMG5,,AS/NZS 2007.1:2005,2.36,2.0,0.000125,2.119169,Normal,136.0,New Zealand,0.288318,33020,Approved,15.4,Freestanding,False,595.0,,,Single product class,Unavailable,http://www.applico.co.nz/,,16.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
AS/NZS 2007.2:2005 (Legacy),BAUMATIC,12,355,Single,China,True,550.0,850.0,,BKSG5,,AS/NZS 2007.1:2005,2.36,2.0,0.000125,2.119169,Normal,136.0,New Zealand,0.288318,33020,Approved,15.4,Freestanding,False,595.0,,,Single product class,Unavailable,http://www.applico.co.nz/,,16.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
AS/NZS 2007.2:2005 (Legacy),BAUMATIC,12,355,Single,China,True,550.0,850.0,,BKTG5,,AS/NZS 2007.1:2005,2.36,2.0,0.000125,2.119169,Normal,136.0,New Zealand,0.288318,33020,Approved,15.4,Freestanding,False,595.0,,,Single product class,Unavailable,http://www.applico.co.nz/,,16.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
AS/NZS 2007.2:2005 (Legacy),BAUMATIC,12,379,Single,China,True,550.0,850.0,,BKD14IN,,AS/NZS 2007.1:2005,2.17,2.0,0.631,1.23,normal,136.0,New Zealand,0.03,33021,Approved,15.7,Built-in,False,595.0,,,Single product class,Unavailable,http://www.applico.co.nz/,,16.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
AS/NZS 2007.2:2005 (Legacy),NOUVEAU,12,319,Single,China,True,580.0,850.0,,NVDE12S,,AS/NZS 2007.1:2005,2.65,2.5,0.0,0.0,Normal,124.0,New Zealand,1.47,33214,Approved,15.7,Freestanding,False,600.0,,,Single product class,Unavailable,,,15.7,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png
AS/NZS 2007.2:2005 (Legacy),NOUVEAU,12,319,Single,China,True,580.0,850.0,,NVDE12W,,AS/NZS 2007.1:2005,2.65,2.5,0.0,0.0,Normal,124.0,New Zealand,1.47,33214,Approved,15.7,Freestanding,False,600.0,,,Single product class,Unavailable,,,15.7,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png
AS/NZS 2007.2:2005 (Legacy),SMEG,10,336,Single,Italy,False,600.0,850.0,,SNZ414,,AS/NZS 2007.1:2005,3.25,3.0,0.0,0.829,Normal Eco,67.0,New Zealand,0.173,33271,Approved,12.0,Freestanding,False,450.0,,,Single product class,Unavailable,http://www.applico.co.nz/,,12.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
AS/NZS 2007.2:2005 (Legacy),SMEG,10,336,Single,Italy,False,600.0,850.0,,SNZ414IS,,AS/NZS 2007.1:2005,3.25,3.0,0.0,0.829,Normal Eco,67.0,New Zealand,0.173,33271,Approved,12.0,Freestanding,False,450.0,,,Single product class,Unavailable,http://www.applico.co.nz/,,12.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
AS/NZS 2007.2:2005 (Legacy),SMEG,12,393,Single,Italy,True,600.0,850.0,,SNZ643IS,,AS/NZS 2007.1:2005,3.26,3.0,0.0,0.829,Normal Eco,73.0,New Zealand,0.072,33272,Approved,14.0,Freestanding,False,600.0,,,Single product class,Unavailable,http://www.applico.co.nz/,,12.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
AS/NZS 2007.2:2005 (Legacy),SMEG,12,393,Single,Italy,True,600.0,850.0,,SNZ643IS.1,,AS/NZS 2007.1:2005,3.26,3.0,0.0,0.829,Normal Eco,73.0,New Zealand,0.072,33272,Approved,14.0,Freestanding,False,600.0,,,Single product class,Unavailable,http://www.applico.co.nz/,,12.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
AS/NZS 2007.2:2005 (Legacy),SMEG,12,393,Single,Italy,True,600.0,850.0,,SNZ643S,,AS/NZS 2007.1:2005,3.26,3.0,0.0,0.829,Normal Eco,73.0,New Zealand,0.072,33272,Approved,14.0,Freestanding,False,600.0,,,Single product class,Unavailable,http://www.applico.co.nz/,,12.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
AS/NZS 2007.2:2005 (Legacy),SMEG,12,393,Single,Italy,True,600.0,850.0,,SNZ643S.1,,AS/NZS 2007.1:2005,3.26,3.0,0.0,0.829,Normal Eco,73.0,New Zealand,0.072,33272,Approved,14.0,Freestanding,False,600.0,,,Single product class,Unavailable,http://www.applico.co.nz/,,12.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
AS/NZS 2007.2:2005 (Legacy),SMEG,12,393,Single,Italy,True,600.0,850.0,,SNZ643W,,AS/NZS 2007.1:2005,3.26,3.0,0.0,0.829,Normal Eco,73.0,New Zealand,0.072,33272,Approved,14.0,Freestanding,False,600.0,,,Single product class,Unavailable,http://www.applico.co.nz/,,12.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
AS/NZS 2007.2:2005 (Legacy),SMEG,12,393,Single,Italy,True,600.0,850.0,,SNZ653S,,AS/NZS 2007.1:2005,3.26,3.0,0.0,0.829,Normal Eco,73.0,New Zealand,0.072,33272,Approved,14.0,Freestanding,False,600.0,,,Single product class,Unavailable,http://www.applico.co.nz/,,12.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
AS/NZS 2007.2:2005 (Legacy),SMEG,9,331,Single,Italy,False,600.0,820.0,,SNZ442,,AS/NZS 2007.1:2005,2.9,2.5,0.0,0.56,Normal Eco,62.0,New Zealand,0.064,33273,Approved,11.5,Freestanding,False,450.0,,,Single product class,Unavailable,http://www.applico.co.nz/,,11.5,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png
AS/NZS 2007.2:2005 (Legacy),SMEG,7,161,Single,Italy,True,550.0,578.0,,STC75NZ,,AS/NZS 2007.1:2005,3.02,3.0,0.0,0.595,Normal Eco,123.0,New Zealand,0.064,33274,Approved,9.3,Built-in,False,559.0,,,Single product class,Unavailable,http://www.applico.co.nz/,,9.3,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
