ApplStandard,Brand,Cap,CEC_,Conn_Type,Country,delayStartMode,Depth,Height,Load_Type,Model No,Family Name,N-Standard,New SRI,New Star,postProgenergy,powerConsMode,Prog Name,Prog Time,Sold_in,standbyPowerUsage,Submit_ID,SubmitStatus,Tot Wat Cons,Type,Water_Softener,Width,ExpDate,GrandDate,Product Class,Availability Status,Product Website,Representative Brand URL,Water Consumption (litres),Star Rating (old),Star Image Large,Star Image Small
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,IAG,14,324,Single,Turkey,False,,,IEC,IDW14B,,AS/NZS 2007.1:2005,3.04532120107694,3.0,0.0,0.38957,Eco 45 C,124.0,"Australia,New Zealand",0.06044,102040,Approved,15.2,Built-in,False,,2022-02-12,,Single product class,Unavailable,http://www.glendimplex.com.au,,15.39,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,FISHER & PAYKEL,14,271,Single,China,True,600.0,850.0,IEC,DW60FC1*1,DW60FC1*1,AS/NZS 2007.1:2005,3.54612648036035,3.5,8.9e-05,0.71,Normal Eco,175.0,"Australia,Fiji,New Zealand",0.663,102048,Approved,11.4,Freestanding,False,595.0,2021-10-07,,Single product class,Unavailable,http://www.fisherpaykel.com/,,11.4,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,FISHER & PAYKEL,14,271,Single,China,True,600.0,850.0,IEC,DW60FC1W1,DW60FC1*1,AS/NZS 2007.1:2005,3.54612648036035,3.5,8.9e-05,0.71,Normal Eco,175.0,"Australia,Fiji,New Zealand",0.663,102048,Approved,11.4,Freestanding,False,595.0,2021-10-07,,Single product class,Unavailable,http://www.fisherpaykel.com/,,11.4,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,FISHER & PAYKEL,14,271,Single,China,True,600.0,850.0,IEC,DW60FC1X1,DW60FC1*1,AS/NZS 2007.1:2005,3.54612648036035,3.5,8.9e-05,0.71,Normal Eco,175.0,"Australia,Fiji,New Zealand",0.663,102048,Approved,11.4,Freestanding,False,595.0,2021-10-07,,Single product class,Unavailable,http://www.fisherpaykel.com/,,11.4,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,FISHER & PAYKEL,15,263,Single,China,True,600.0,850.0,IEC,DW60FC2*1,DW60FC2*1,AS/NZS 2007.1:2005,3.82357142531809,3.5,2e-05,0.511,Normal Eco,175.0,"Australia,Fiji,New Zealand",0.516,102055,Approved,11.5,Freestanding,False,595.0,2021-10-03,,Single product class,Unavailable,http://www.fisherpaykel.com/,,11.5,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,FISHER & PAYKEL,15,263,Single,China,True,600.0,850.0,IEC,DW60FC2W1,DW60FC2*1,AS/NZS 2007.1:2005,3.82357142531809,3.5,2e-05,0.511,Normal Eco,175.0,"Australia,Fiji,New Zealand",0.516,102055,Approved,11.5,Freestanding,False,595.0,2021-10-03,,Single product class,Unavailable,http://www.fisherpaykel.com/,,11.5,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,FISHER & PAYKEL,15,263,Single,China,True,600.0,850.0,IEC,DW60FC2X1,DW60FC2*1,AS/NZS 2007.1:2005,3.82357142531809,3.5,2e-05,0.511,Normal Eco,175.0,"Australia,Fiji,New Zealand",0.516,102055,Approved,11.5,Freestanding,False,595.0,2021-10-03,,Single product class,Unavailable,http://www.fisherpaykel.com/,,11.5,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,FISHER & PAYKEL,15,280,Single,China,True,600.0,850.0,IEC,DW60FC4*1,DW60FC4*1,AS/NZS 2007.1:2005,3.64796175030194,3.5,2e-05,0.51,Normal Eco,194.0,"Australia,Fiji,New Zealand",0.534,102057,Approved,11.9,Freestanding,False,597.0,2021-10-07,,Single product class,Available,http://www.fisherpaykel.com/,,11.9,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,FISHER & PAYKEL,15,280,Single,China,True,600.0,850.0,IEC,DW60FC4W1,DW60FC4*1,AS/NZS 2007.1:2005,3.64796175030194,3.5,2e-05,0.51,Normal Eco,194.0,"Australia,Fiji,New Zealand",0.534,102057,Approved,11.9,Freestanding,False,597.0,2021-10-07,,Single product class,Available,http://www.fisherpaykel.com/,,11.9,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,FISHER & PAYKEL,15,280,Single,China,True,600.0,850.0,IEC,DW60FC4X1,DW60FC4*1,AS/NZS 2007.1:2005,3.64796175030194,3.5,2e-05,0.51,Normal Eco,194.0,"Australia,Fiji,New Zealand",0.534,102057,Approved,11.9,Freestanding,False,597.0,2021-10-07,,Single product class,Available,http://www.fisherpaykel.com/,,11.9,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,Smeg,12,281,Single,Italy,True,600.0,580.0,IEC,STH903,,AS/NZS 2007.1:2005,3.01234486346604,3.0,0.0,0.595,Normal ECO,178.0,"Australia,Fiji,New Zealand",0.064,102109,Approved,14.7,Built-in,False,860.0,2021-10-19,,Single product class,Unavailable,,http://www.smeg.com.au,14.7,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,Omega,14,264,Single,China,True,600.0,845.0,IEC,ODW707WB,ODW707XB/ODW707WB,AS/NZS 2007.1:2005,3.61949781798332,3.5,0.0,0.3,Normal,161.568,"Australia,New Zealand",0.21,102360,Approved,13.0,Freestanding,False,598.0,2021-10-07,,Single product class,Available,,http://www.omegaappliances.com.au,13.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,Omega,14,264,Single,China,True,600.0,845.0,IEC,ODW707XB,ODW707XB/ODW707WB,AS/NZS 2007.1:2005,3.61949781798332,3.5,0.0,0.3,Normal,161.568,"Australia,New Zealand",0.21,102360,Approved,13.0,Freestanding,False,598.0,2021-10-07,,Single product class,Available,,http://www.omegaappliances.com.au,13.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,Omega,14,264,Single,China,True,600.0,845.0,IEC,ODW707XB/ODW707WB,ODW707XB/ODW707WB,AS/NZS 2007.1:2005,3.61949781798332,3.5,0.0,0.3,Normal,161.568,"Australia,New Zealand",0.21,102360,Approved,13.0,Freestanding,False,598.0,2021-10-07,,Single product class,Available,,http://www.omegaappliances.com.au,13.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,Omega,12,327,Single,China,True,600.0,845.0,IEC,ODW702WB,ODW702XB/ODW702WB,AS/NZS 2007.1:2005,2.58729257386773,2.5,0.0,0.39,Normal,140.292,"Australia,New Zealand",0.2,102361,Approved,10.5,Freestanding,False,598.0,2021-10-07,,Single product class,Available,,http://www.omegaappliances.com.au,10.5,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,Omega,12,327,Single,China,True,600.0,845.0,IEC,ODW702XB,ODW702XB/ODW702WB,AS/NZS 2007.1:2005,2.58729257386773,2.5,0.0,0.39,Normal,140.292,"Australia,New Zealand",0.2,102361,Approved,10.5,Freestanding,False,598.0,2021-10-07,,Single product class,Available,,http://www.omegaappliances.com.au,10.5,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,Omega,12,327,Single,China,True,600.0,845.0,IEC,ODW702XB/ODW702WB,ODW702XB/ODW702WB,AS/NZS 2007.1:2005,2.58729257386773,2.5,0.0,0.39,Normal,140.292,"Australia,New Zealand",0.2,102361,Approved,10.5,Freestanding,False,598.0,2021-10-07,,Single product class,Available,,http://www.omegaappliances.com.au,10.5,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,BLANCO,15,294,Single,Turkey,True,661.0,851.0,IEC,BSID3458X,,AS/NZS 2007.1:2005,3.51117007205662,3.5,0.0,1.08,ECO,156.93,"Australia,New Zealand",0.08,102617,Approved,13.4,Freestanding,False,644.0,2021-10-19,,Single product class,Available,,,13.4,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,Tisira,12,256,Single,China,False,600.0,845.0,IEC,TDW12AX,,AS/NZS 2007.1:2005,3.27358335649062,3.0,0.00026,0.46,Eco,171.0,"Australia,New Zealand",0.46,102622,Approved,10.2,Freestanding,False,598.0,2022-01-23,,Single product class,Available,http://www.intersource.co/,http://www.tisira.com/,10.2,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,BLANCO,15,294,Single,Turkey,True,570.0,870.0,IEC,BFID3458X,,AS/NZS 2007.1:2005,3.51117007205662,3.5,0.0,1.08,Eco,156.93,"Australia,New Zealand",0.08,102644,Approved,13.4,Freestanding,False,598.0,2021-11-09,,Single product class,Available,,,13.4,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,PACINI,14,312,Single,Turkey,True,,,IEC,PBM14S,,AS/NZS 2007.1:2005,3.15113274916632,3.0,0.00012,1.07,Eco 45 ℃,151.0,"Australia,New Zealand",0.1,102669,Approved,11.2,Freestanding,False,,2021-10-26,,Single product class,Available,http://www.glendimplex.com.au,,11.2,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,PACINI,14,324,Single,Turkey,True,,,IEC,PDS14,,AS/NZS 2007.1:2005,3.04532120107694,3.0,0.0,0.38957,Eco 45 C,124.0,"Australia,New Zealand",0.06044,102711,Approved,15.2,Freestanding,False,,2021-11-09,,Single product class,Available,http://www.glendimplex.com.au,,15.39,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,Everdure,10,189,Single,China,True,600.0,845.0,IEC,DWF108SS,,AS/NZS 2007.1:2005,3.61313306325884,3.5,0.000432,0.480291,Eco,209.4,"Australia,New Zealand",0.478834,102718,Approved,11.0,Freestanding,False,450.0,2021-11-09,,Single product class,Available,,http://everdure.com/,11.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,Robinhood,12,274,Single,China,True,600.0,850.0,AS/NZS,DWB12P6FSS,,AS/NZS 2007.1:2005,3.08307190323816,3.0,0.0,0.22,Normal,104.0,"Australia,New Zealand",0.022,102986,Approved,11.5,Built-in,False,600.0,2021-11-30,,Single product class,Available,,http://www.robinhood.com.au/,11.5,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,AKAI,14,290,Single,China,True,820.0,555.0,AS/NZS,AKDW14SS,,AS/NZS 2007.1:2005,3.35614368719712,3.0,0.787,0.0021,Normal,113.0,"Australia,Fiji,New Zealand",0.34,103009,Approved,13.5,Built-in,False,596.0,2021-11-15,,Single product class,Available,,http://www.tempoaustralia.com.au,13.7,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,KLEENMAID,15,245,Single,Turkey,True,598.0,850.0,IEC,DW602*,DW602*,AS/NZS 2007.1:2005,4.02234014411325,4.0,0.0,1.82,Economic 50°C,138.0,"Australia,New Zealand",0.08,103217,Approved,12.0,Freestanding,False,598.0,2022-03-31,,Single product class,Available,http://www.compassCapitalPartners.com.au/,http://www.kleenmaid-appliances.com.au/,12.2,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,KLEENMAID,15,245,Single,Turkey,True,598.0,850.0,IEC,DW6020,DW602*,AS/NZS 2007.1:2005,4.02234014411325,4.0,0.0,1.82,Economic 50°C,138.0,"Australia,New Zealand",0.08,103217,Approved,12.0,Freestanding,False,598.0,2022-03-31,,Single product class,Available,http://www.compassCapitalPartners.com.au/,http://www.kleenmaid-appliances.com.au/,12.2,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,KLEENMAID,15,245,Single,Turkey,True,598.0,850.0,IEC,DW6022,DW602*,AS/NZS 2007.1:2005,4.02234014411325,4.0,0.0,1.82,Economic 50°C,138.0,"Australia,New Zealand",0.08,103217,Approved,12.0,Freestanding,False,598.0,2022-03-31,,Single product class,Available,http://www.compassCapitalPartners.com.au/,http://www.kleenmaid-appliances.com.au/,12.2,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,Residentia,14,265,Single,China,True,610.0,845.0,IEC,DW6C*,DW6C*,AS/NZS 2007.1:2005,3.60889790648364,3.5,0.00032,0.47,Normal,169.0,"Australia,Fiji,New Zealand",0.47,103380,Approved,12.0,Freestanding,False,598.0,2021-11-21,,Single product class,Available,http://www.midea.com/,,12.5,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,Residentia,14,265,Single,China,True,610.0,845.0,IEC,DW6CS,DW6C*,AS/NZS 2007.1:2005,3.60889790648364,3.5,0.00032,0.47,Normal,169.0,"Australia,Fiji,New Zealand",0.47,103380,Approved,12.0,Freestanding,False,598.0,2021-11-21,,Single product class,Available,http://www.midea.com/,,12.5,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,Residentia,14,265,Single,China,True,610.0,845.0,IEC,DW6CW,DW6C*,AS/NZS 2007.1:2005,3.60889790648364,3.5,0.00032,0.47,Normal,169.0,"Australia,Fiji,New Zealand",0.47,103380,Approved,12.0,Freestanding,False,598.0,2021-11-21,,Single product class,Available,http://www.midea.com/,,12.5,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,Esatto,14,287,Single,China,False,615.0,845.0,IEC,EDW7*,EDW7*,AS/NZS 2007.1:2005,3.38529826448832,3.0,0.00028,0.48,ECO,175.0,"Australia,Fiji,New Zealand",0.49,103393,Approved,12.3,Freestanding,False,598.0,2021-11-30,,Single product class,Available,http://www.midea.com/,,12.3,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,Esatto,14,287,Single,China,False,615.0,845.0,IEC,EDW7S,EDW7*,AS/NZS 2007.1:2005,3.38529826448832,3.0,0.00028,0.48,ECO,175.0,"Australia,Fiji,New Zealand",0.49,103393,Approved,12.3,Freestanding,False,598.0,2021-11-30,,Single product class,Available,http://www.midea.com/,,12.3,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,Esatto,14,287,Single,China,False,615.0,845.0,IEC,EDW7W,EDW7*,AS/NZS 2007.1:2005,3.38529826448832,3.0,0.00028,0.48,ECO,175.0,"Australia,Fiji,New Zealand",0.49,103393,Approved,12.3,Freestanding,False,598.0,2021-11-30,,Single product class,Available,http://www.midea.com/,,12.3,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,Esatto,14,259,Single,China,True,615.0,845.0,IEC,EDW7CS,,AS/NZS 2007.1:2005,3.67310697043913,3.5,0.00032,0.47,ECO,169.0,"Australia,Fiji,New Zealand",0.47,103399,Approved,12.0,Freestanding,False,598.0,2021-11-23,,Single product class,Available,http://www.midea.com/,,12.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,Inalto,14,287,Single,China,False,615.0,845.0,IEC,IDW7*,IDW7*,AS/NZS 2007.1:2005,3.38529826448832,3.0,0.00028,0.48,ECO,175.0,"Australia,Fiji,New Zealand",0.49,103487,Approved,12.3,Freestanding,False,598.0,2021-11-29,,Single product class,Available,http://www.midea.com/,http://www.inalto.com.au/,12.3,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,Inalto,14,287,Single,China,False,615.0,845.0,IEC,IDW7S,IDW7*,AS/NZS 2007.1:2005,3.38529826448832,3.0,0.00028,0.48,ECO,175.0,"Australia,Fiji,New Zealand",0.49,103487,Approved,12.3,Freestanding,False,598.0,2021-11-29,,Single product class,Available,http://www.midea.com/,http://www.inalto.com.au/,12.3,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,Inalto,14,287,Single,China,False,615.0,845.0,IEC,IDW7W,IDW7*,AS/NZS 2007.1:2005,3.38529826448832,3.0,0.00028,0.48,ECO,175.0,"Australia,Fiji,New Zealand",0.49,103487,Approved,12.3,Freestanding,False,598.0,2021-11-29,,Single product class,Available,http://www.midea.com/,http://www.inalto.com.au/,12.3,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,Hafele,14,260,Single,China,True,,,IEC,539.20.020,,AS/NZS 2007.1:2005,3.66230282122294,3.5,0.0,0.33,NORMAL,166.58,"Australia,Fiji,New Zealand",0.22,103551,Approved,12.1,Freestanding,False,,2021-12-01,,Single product class,Available,,http://www.hafele.com.au,12.1,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,Candy,12,249,Single,China,True,600.0,850.0,AS/NZS,12 Place Dishwashers,12 Place Dishwashers,AS/NZS 2007.1:2005,3.35131393018525,3.0,1.14e-05,0.44,Eco 45Deg C (P5),165.43,Australia,0.02,103630,Approved,11.8,Freestanding,True,600.0,2022-02-10,,Single product class,Available,http://www.candy-group.com/,,11.8,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,Candy,12,249,Single,China,True,600.0,850.0,AS/NZS,CDPID29-AUS,12 Place Dishwashers,AS/NZS 2007.1:2005,3.35131393018525,3.0,1.14e-05,0.44,Eco 45Deg C (P5),165.43,Australia,0.02,103630,Approved,11.8,Freestanding,True,600.0,2022-02-10,,Single product class,Available,http://www.candy-group.com/,,11.8,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,Candy,12,249,Single,China,True,600.0,850.0,AS/NZS,CDPID29X-AUS,12 Place Dishwashers,AS/NZS 2007.1:2005,3.35131393018525,3.0,1.14e-05,0.44,Eco 45Deg C (P5),165.43,Australia,0.02,103630,Approved,11.8,Freestanding,True,600.0,2022-02-10,,Single product class,Available,http://www.candy-group.com/,,11.8,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,BELLINI,9,208,Single,China,True,,,IEC,BDW96*,BDW96*,AS/NZS 2007.1:2005,3.0491697579641,3.0,0.57,0.37,Normal,110.0,"Australia,Fiji,New Zealand",0.035,103832,Approved,9.2,Freestanding,False,,2022-01-23,,Single product class,Available,,http://www.belliniappliances.com.au/cooking/contact.aspx,9.4,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,BELLINI,9,208,Single,China,True,,,IEC,BDW96W,BDW96*,AS/NZS 2007.1:2005,3.0491697579641,3.0,0.57,0.37,Normal,110.0,"Australia,Fiji,New Zealand",0.035,103832,Approved,9.2,Freestanding,False,,2022-01-23,,Single product class,Available,,http://www.belliniappliances.com.au/cooking/contact.aspx,9.4,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,BELLINI,9,208,Single,China,True,,,IEC,BDW96W-F,BDW96*,AS/NZS 2007.1:2005,3.0491697579641,3.0,0.57,0.37,Normal,110.0,"Australia,Fiji,New Zealand",0.035,103832,Approved,9.2,Freestanding,False,,2022-01-23,,Single product class,Available,,http://www.belliniappliances.com.au/cooking/contact.aspx,9.4,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,BELLINI,9,208,Single,China,True,,,IEC,BDW96X,BDW96*,AS/NZS 2007.1:2005,3.0491697579641,3.0,0.57,0.37,Normal,110.0,"Australia,Fiji,New Zealand",0.035,103832,Approved,9.2,Freestanding,False,,2022-01-23,,Single product class,Available,,http://www.belliniappliances.com.au/cooking/contact.aspx,9.4,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,BELLINI,9,208,Single,China,True,,,IEC,BDW96X-F,BDW96*,AS/NZS 2007.1:2005,3.0491697579641,3.0,0.57,0.37,Normal,110.0,"Australia,Fiji,New Zealand",0.035,103832,Approved,9.2,Freestanding,False,,2022-01-23,,Single product class,Available,,http://www.belliniappliances.com.au/cooking/contact.aspx,9.4,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
