"Heating.Elements","app","powerkW","adjust_temp","Gross.Store.Cap"
1,"hotwater_electric",3.05,"True",330
1,"hotwater_electric",3.05,"True",330
1,"hotwater_electric",3.03,"True",420
1,"hotwater_electric",3.03,"True",420
1,"hotwater_electric",3.03,"True",420
1,"hotwater_electric",3.03,"True",420
1,"hotwater_electric",3.03,"True",420
1,"hotwater_electric",3.03,"True",420
1,"hotwater_electric",3.03,"True",420
1,"hotwater_electric",3.03,"True",420
1,"hotwater_electric",3.03,"True",420
1,"hotwater_electric",2.21,"True",170
1,"hotwater_electric",2.21,"True",170
1,"hotwater_electric",2.21,"True",170
1,"hotwater_electric",2.21,"True",170
1,"hotwater_electric",2.21,"True",170
1,"hotwater_electric",2.21,"True",170
1,"hotwater_electric",2.21,"True",170
1,"hotwater_electric",2.21,"True",170
1,"hotwater_electric",2.21,"True",170
1,"hotwater_electric",2.69,"True",270
1,"hotwater_electric",2.69,"True",270
1,"hotwater_electric",2.69,"True",270
1,"hotwater_electric",2.69,"True",270
1,"hotwater_electric",2.69,"True",270
1,"hotwater_electric",2.69,"True",270
1,"hotwater_electric",2.69,"True",270
1,"hotwater_electric",2.69,"True",270
1,"hotwater_electric",2.69,"True",270
0,"hotwater_electric",1.542,"True",130
0,"hotwater_electric",1.542,"True",130
0,"hotwater_electric",1.542,"True",130
0,"hotwater_electric",1.542,"True",130
0,"hotwater_electric",1.542,"True",130
0,"hotwater_electric",1.542,"True",130
0,"hotwater_electric",1.542,"True",130
0,"hotwater_electric",1.542,"True",130
0,"hotwater_electric",1.542,"True",130
0,"hotwater_electric",1.542,"True",130
0,"hotwater_electric",1.542,"True",130
0,"hotwater_electric",1.542,"True",130
0,"hotwater_electric",1.542,"True",130
0,"hotwater_electric",1.542,"True",130
0,"hotwater_electric",1.788,"True",165
0,"hotwater_electric",1.788,"True",165
0,"hotwater_electric",1.788,"True",165
0,"hotwater_electric",1.788,"True",165
0,"hotwater_electric",1.788,"True",165
0,"hotwater_electric",1.788,"True",165
0,"hotwater_electric",1.788,"True",165
0,"hotwater_electric",1.788,"True",165
0,"hotwater_electric",1.788,"True",165
1,"hotwater_electric",2.48,"True",261.8
1,"hotwater_electric",2.48,"True",261.8
1,"hotwater_electric",2.48,"True",261.8
1,"hotwater_electric",2.48,"True",261.8
1,"hotwater_electric",2.48,"True",261.8
1,"hotwater_electric",2.87,"True",327
1,"hotwater_electric",2.87,"True",327
1,"hotwater_electric",2.87,"True",327
1,"hotwater_electric",2.87,"True",327
1,"hotwater_electric",2.87,"True",327
1,"hotwater_electric",3.04,"True",426
1,"hotwater_electric",3.04,"True",426
1,"hotwater_electric",3.04,"True",426
1,"hotwater_electric",3.04,"True",426
1,"hotwater_electric",3.04,"True",426
0,"hotwater_electric",0.6,"False",4
0,"hotwater_electric",0.6,"False",4
0,"hotwater_electric",0.6,"False",4
1,"hotwater_electric",2.22,"True",170
1,"hotwater_electric",2.22,"True",170
1,"hotwater_electric",2.22,"True",170
0,"hotwater_electric",1.297,"True",88
0,"hotwater_electric",1.297,"True",88
0,"hotwater_electric",1.297,"True",88
0,"hotwater_electric",1.297,"True",88
0,"hotwater_electric",1.297,"True",88
0,"hotwater_electric",1.297,"True",88
0,"hotwater_electric",1.297,"True",88
0,"hotwater_electric",1.297,"True",88
