"app","powerkW","star","Cap","Prog.Time"
"clothes_dryer",3.98076923076923,0,3.5,125
"clothes_dryer",4.63461538461539,0,4.5,145
"clothes_dryer",4.36538461538461,0,4.5,145
"clothes_dryer",3.88461538461538,1,4.5,135
"clothes_dryer",3.88461538461538,1,4.5,135
"clothes_dryer",3.88461538461538,1,4.5,135
"clothes_dryer",4.5,0,4.5,140
"clothes_dryer",3.65384615384615,0,3.5,110
"clothes_dryer",3.88461538461538,1,4.5,125
"clothes_dryer",8.26923076923077,1,9,118
"clothes_dryer",6.03846153846154,1,7,198
"clothes_dryer",2.78846153846154,3,7,274
"clothes_dryer",5.98076923076923,1,7,211
"clothes_dryer",3.21153846153846,3,8,360
"clothes_dryer",2.59615384615385,4,8,291
"clothes_dryer",1.65384615384615,4,7,162
"clothes_dryer",5.17307692307692,1,6,198
"clothes_dryer",1.40384615384615,5,7,211
"clothes_dryer",8.53846153846154,1,10,135
"clothes_dryer",2.98076923076923,3,7,267
"clothes_dryer",3.03846153846154,4,8,251
"clothes_dryer",6.59615384615385,1,8,226
"clothes_dryer",6.88461538461539,1,8,192.1
"clothes_dryer",3.46153846153846,1,4,136
"clothes_dryer",5.46153846153846,1,6,184
"clothes_dryer",5.98076923076923,1,7,210
"clothes_dryer",6.03846153846154,1,7,198
"clothes_dryer",3.07692307692308,3,7,290
"clothes_dryer",6.86538461538461,1,8,221
"clothes_dryer",3.46153846153846,1,4,133
"clothes_dryer",4.23076923076923,1,5,162
"clothes_dryer",5.13461538461539,1,6,196
"clothes_dryer",3.63461538461538,1,4,95
"clothes_dryer",4.44230769230769,1,5,117
"clothes_dryer",5.36538461538461,1,6,137
"clothes_dryer",6.86538461538461,1,8,221
"clothes_dryer",2.88461538461538,4,8,296
"clothes_dryer",6.03846153846154,1,7,191
"clothes_dryer",6.90384615384615,1,8,240
"clothes_dryer",7.71153846153846,1,9,270
"clothes_dryer",3.13461538461538,3,7,225
"clothes_dryer",6.88461538461539,1,8,217
"clothes_dryer",2.51923076923077,3,7,290
"clothes_dryer",6.88461538461539,1,8,216
"clothes_dryer",8.09615384615385,1,9,114
"clothes_dryer",8.09615384615385,1,9,114
"clothes_dryer",8.09615384615385,1,9,114
"clothes_dryer",8.09615384615385,1,9,114
"clothes_dryer",8.09615384615385,1,9,114
"clothes_dryer",8.09615384615385,1,9,114
"clothes_dryer",5.19230769230769,1,6,194.9
"clothes_dryer",5.86538461538461,1,7,173
"clothes_dryer",2.59615384615385,4,8,291
"clothes_dryer",5.11538461538461,1,6,150
"clothes_dryer",6.05769230769231,1,7,179.6
"clothes_dryer",3.46153846153846,1,4,130.4
"clothes_dryer",6.90384615384615,1,8,204.9
"clothes_dryer",5.98076923076923,1,7,208
"clothes_dryer",3.88461538461538,1,4.5,169
"clothes_dryer",3.88461538461538,1,4.5,200
"clothes_dryer",3.88461538461538,1,4.5,169
"clothes_dryer",3.88461538461538,1,4.5,200
"clothes_dryer",6.03846153846154,1,7,198
"clothes_dryer",5.51923076923077,1,6.5,209
"clothes_dryer",3.63461538461538,1,4,97
"clothes_dryer",5.98076923076923,1,7,208
"clothes_dryer",4.44230769230769,1,5,120
"clothes_dryer",5.36538461538461,1,6,135
"clothes_dryer",5.61538461538461,1,6.5,170
"clothes_dryer",2.78846153846154,3,7,274
"clothes_dryer",4.75,1,5.5,145
"clothes_dryer",6.03846153846154,1,7,198
"clothes_dryer",5.13461538461539,1,6,156
"clothes_dryer",2.44230769230769,3,7,167
"clothes_dryer",2.71153846153846,4,9,309
"clothes_dryer",2.71153846153846,4,9,309
"clothes_dryer",2.71153846153846,4,9,309
"clothes_dryer",1.80769230769231,5,8,228
"clothes_dryer",1.80769230769231,5,8,228
"clothes_dryer",1.80769230769231,5,8,228
"clothes_dryer",1.80769230769231,5,8,228
"clothes_dryer",5.09615384615385,1,6,197
"clothes_dryer",3.57692307692308,1,4.5,200
"clothes_dryer",5.09615384615385,1,6,230
"clothes_dryer",5.61538461538461,1,6.5,141
"clothes_dryer",3.15384615384615,3,7,202
"clothes_dryer",3.15384615384615,3,7,202
"clothes_dryer",3.15384615384615,3,7,202
"clothes_dryer",3.75,3,8,260
"clothes_dryer",3.42307692307692,4,9,298
"clothes_dryer",3,4,8,236
"clothes_dryer",2.36538461538462,4,8,278
"clothes_dryer",2.94230769230769,4,8,170
"clothes_dryer",2.94230769230769,4,8,170
"clothes_dryer",2.94230769230769,4,8,170
"clothes_dryer",5.17307692307692,1,6,160
"clothes_dryer",6.51923076923077,1,7,170
"clothes_dryer",7.96153846153846,1,8.5,218.4
"clothes_dryer",5.98076923076923,1,7,210
"clothes_dryer",7.94230769230769,1,8.5,219.5
"clothes_dryer",7.98076923076923,1,8.5,220.4
"clothes_dryer",7.96153846153846,1,8.5,218.4
"clothes_dryer",5.78846153846154,1,7,220
"clothes_dryer",5.78846153846154,1,7,220
"clothes_dryer",5.78846153846154,1,7,220
"clothes_dryer",2.21153846153846,4,7,182
"clothes_dryer",2.65384615384615,4,8,216
"clothes_dryer",6.61538461538461,1,8,230
"clothes_dryer",6.69230769230769,1,8,230
"clothes_dryer",3.46153846153846,1,4,132
"clothes_dryer",6.88461538461539,1,8,235
"clothes_dryer",9.25,0,9,247.3
"clothes_dryer",7.90384615384615,1,9,210.7
"clothes_dryer",5.78846153846154,1,7,220
"clothes_dryer",4.38461538461539,1,5.5,174.6
"clothes_dryer",2.21153846153846,4,8,232
"clothes_dryer",4.38461538461539,1,5.5,164.3
"clothes_dryer",4.38461538461539,1,5.5,164.3
"clothes_dryer",4.38461538461539,1,5.5,164.3
"clothes_dryer",6.78846153846154,1,8,190
"clothes_dryer",2.88461538461538,4,8,310
"clothes_dryer",2.28846153846154,4,8,280.3
"clothes_dryer",2.28846153846154,4,8,280.3
"clothes_dryer",2.28846153846154,4,8,280.3
"clothes_dryer",2.28846153846154,4,8,280.3
"clothes_dryer",2.5,4,10,275.4
"clothes_dryer",2.5,4,10,275.4
"clothes_dryer",2.5,4,10,275.4
"clothes_dryer",5.94230769230769,1,7,180
"clothes_dryer",5.11538461538461,1,6,216
"clothes_dryer",3.46153846153846,1,4,141.7
"clothes_dryer",6.03846153846154,1,7,198
"clothes_dryer",3.07692307692308,3,7,271
"clothes_dryer",2.86538461538462,3,8,195
"clothes_dryer",7.96153846153846,1,8.5,218
"clothes_dryer",6.78846153846154,1,8,204
"clothes_dryer",2.48076923076923,4,9,273
"clothes_dryer",6.05769230769231,1,7,176
"clothes_dryer",6.86538461538461,1,8,215
"clothes_dryer",6.86538461538461,1,8,215
"clothes_dryer",6.86538461538461,1,8,215
"clothes_dryer",5.38461538461539,1,6,163
"clothes_dryer",3.57692307692308,1,4.5,160
"clothes_dryer",6.03846153846154,1,7,187
"clothes_dryer",5.98076923076923,1,7,210
"clothes_dryer",5.98076923076923,1,7,210
"clothes_dryer",6.05769230769231,1,7,216
"clothes_dryer",6.05769230769231,1,7,216
"clothes_dryer",6.05769230769231,1,7,216
"clothes_dryer",6.05769230769231,1,7,216
"clothes_dryer",6.05769230769231,1,7,216
"clothes_dryer",3.84615384615385,1,4.5,140
"clothes_dryer",3.84615384615385,1,4.5,140
"clothes_dryer",3.84615384615385,1,4.5,140
