"app","powerkW","star","Screen.Size","Screen.Technology"
"computer_monitor",0.131506849315068,3,43.271,"LCD"
"computer_monitor",0.268493150684932,2,54.621,"LCD"
"computer_monitor",0.287671232876712,2,58.427,"LCD"
"computer_monitor",0.273972602739726,2,60.47,"LCD"
"computer_monitor",0.331506849315069,2,68.599,"LCD"
"computer_monitor",0.243835616438356,2,52.539,"LCD"
"computer_monitor",0.243835616438356,2,52.539,"LCD"
"computer_monitor",0.243835616438356,2,52.539,"LCD"
"computer_monitor",0.249315068493151,2,54.687,"LCD"
"computer_monitor",0.249315068493151,2,54.687,"LCD"
"computer_monitor",0.249315068493151,2,54.687,"LCD"
"computer_monitor",0.167123287671233,3,49.411,"LCD"
"computer_monitor",0.197260273972603,3,54.621,"LCD"
"computer_monitor",0.232876712328767,3,60.47,"LCD"
"computer_monitor",0.282191780821918,2,60.47,"LCD"
"computer_monitor",0.301369863013699,2,68.467,"LCD"
"computer_monitor",0.153424657534247,3,47.013,"LCD (LED)"
"computer_monitor",0.153424657534247,3,47.013,"LCD (LED)"
"computer_monitor",0.153424657534247,3,47.013,"LCD (LED)"
"computer_monitor",0.153424657534247,3,47.013,"LCD (LED)"
"computer_monitor",0.153424657534247,3,47.013,"LCD (LED)"
"computer_monitor",0.345205479452055,2,70.854,"LCD (LED)"
"computer_monitor",0.268493150684932,2,54.621,"LCD (LED)"
"computer_monitor",0.224657534246575,2,57.248,"LCD (LED)"
"computer_monitor",0.241095890410959,2,60.89,"LCD (LED)"
"computer_monitor",0.197260273972603,3,54.621,"LCD"
"computer_monitor",0.326027397260274,3,86.603,"LCD"
"computer_monitor",0.317808219178082,2,73.019,"LCD"
"computer_monitor",0.232876712328767,3,60.47,"LCD"
"computer_monitor",0.257534246575342,2,63.516,"LCD"
"computer_monitor",0.180821917808219,3,60.939,"LCD"
"computer_monitor",0.16986301369863,3,58.385,"LCD"
"computer_monitor",0.191780821917808,3,58.421,"LCD (LED)"
"computer_monitor",0.191780821917808,3,58.421,"LCD (LED)"
"computer_monitor",0.191780821917808,3,58.421,"LCD (LED)"
"computer_monitor",0.232876712328767,3,60.47,"LCD (LED)"
"computer_monitor",0.383561643835616,2,70.847,"LCD (LED)"
"computer_monitor",0.383561643835616,2,70.847,"LCD (LED)"
"computer_monitor",0.383561643835616,2,70.847,"LCD (LED)"
"computer_monitor",0.323287671232877,2,72.929,"LCD"
"computer_monitor",0.232876712328767,2,54.621,"LCD"
"computer_monitor",0.227397260273973,2,58.421,"LCD"
"computer_monitor",0.227397260273973,3,68.599,"LCD"
"computer_monitor",0.208219178082192,2,54.621,"LCD"
"computer_monitor",0.243835616438356,2,60.47,"LCD"
"computer_monitor",0.276712328767123,3,68.599,"LCD"
"computer_monitor",0.350684931506849,3,80.131,"LCD"
"computer_monitor",0.142465753424658,3,47.013,"LCD (LED)"
"computer_monitor",0.186301369863014,3,49.403,"LCD (LED)"
"computer_monitor",0.186301369863014,3,49.403,"LCD (LED)"
"computer_monitor",0.186301369863014,3,49.403,"LCD (LED)"
"computer_monitor",0.186301369863014,3,49.403,"LCD (LED)"
"computer_monitor",0.186301369863014,3,49.403,"LCD (LED)"
"computer_monitor",0.186301369863014,3,49.403,"LCD (LED)"
"computer_monitor",0.186301369863014,3,49.403,"LCD (LED)"
"computer_monitor",0.493150684931507,1,68.467,"LCD (LED)"
"computer_monitor",0.391780821917808,2,86.603,"LCD"
"computer_monitor",0.271232876712329,2,55.072,"LCD (LED)"
"computer_monitor",0.29041095890411,2,58.421,"LCD (LED)"
"computer_monitor",1.18356164383562,1,109.684,"LCD"
"computer_monitor",0.210958904109589,2,54.687,"LCD (LED)"
"computer_monitor",0.191780821917808,2,49.403,"LCD"
"computer_monitor",0.0849315068493151,3,35.495,"LCD"
"computer_monitor",0.0849315068493151,3,35.495,"LCD"
"computer_monitor",0.0849315068493151,3,35.495,"LCD"
"computer_monitor",0.0849315068493151,3,35.495,"LCD"
"computer_monitor",0.0767123287671233,3,25.585,"LCD"
"computer_monitor",0.0767123287671233,3,25.585,"LCD"
"computer_monitor",0.0767123287671233,3,25.585,"LCD"
"computer_monitor",0.375342465753425,2,68.467,"LCD"
"computer_monitor",0.128767123287671,3,47.013,"LCD (LED)"
"computer_monitor",0.208219178082192,3,68.599,"LCD (LED)"
"computer_monitor",0.561643835616438,1,68.467,"LCD"
"computer_monitor",0.265753424657534,2,60.969,"LCD (LED)"
"computer_monitor",0.265753424657534,2,60.969,"LCD (LED)"
"computer_monitor",0.265753424657534,2,60.969,"LCD (LED)"
"computer_monitor",0.265753424657534,2,60.969,"LCD (LED)"
"computer_monitor",0.265753424657534,2,60.969,"LCD (LED)"
"computer_monitor",0.265753424657534,2,60.969,"LCD (LED)"
"computer_monitor",0.265753424657534,2,60.969,"LCD (LED)"
"computer_monitor",0.265753424657534,2,60.969,"LCD (LED)"
"computer_monitor",0.265753424657534,2,60.969,"LCD (LED)"
"computer_monitor",0.265753424657534,2,60.969,"LCD (LED)"
"computer_monitor",0.265753424657534,2,60.969,"LCD (LED)"
"computer_monitor",0.394520547945205,2,68.467,"LCD"
"computer_monitor",0.394520547945205,2,68.467,"LCD"
"computer_monitor",0.394520547945205,2,68.467,"LCD"
"computer_monitor",0.493150684931507,1,68.465,"LCD (LED)"
"computer_monitor",0.493150684931507,1,68.465,"LCD (LED)"
"computer_monitor",0.493150684931507,1,68.465,"LCD (LED)"
"computer_monitor",0.493150684931507,1,68.465,"LCD (LED)"
"computer_monitor",0.493150684931507,1,68.465,"LCD (LED)"
"computer_monitor",0.493150684931507,1,68.465,"LCD (LED)"
"computer_monitor",0.493150684931507,1,68.465,"LCD (LED)"
"computer_monitor",0.493150684931507,1,68.465,"LCD (LED)"
"computer_monitor",0.493150684931507,1,68.465,"LCD (LED)"
"computer_monitor",0.493150684931507,1,68.465,"LCD (LED)"
"computer_monitor",0.493150684931507,1,68.465,"LCD (LED)"
"computer_monitor",0.0821917808219178,4,39.486,"LCD (LED)"
"computer_monitor",0.0821917808219178,4,39.486,"LCD (LED)"
"computer_monitor",0.0821917808219178,4,39.486,"LCD (LED)"
"computer_monitor",0.0821917808219178,4,39.486,"LCD (LED)"
"computer_monitor",0.0821917808219178,4,39.486,"LCD (LED)"
"computer_monitor",0.0821917808219178,4,39.486,"LCD (LED)"
"computer_monitor",0.0821917808219178,4,39.486,"LCD (LED)"
"computer_monitor",0.0821917808219178,4,39.486,"LCD (LED)"
"computer_monitor",0.0821917808219178,4,39.486,"LCD (LED)"
"computer_monitor",0.0821917808219178,4,39.486,"LCD (LED)"
"computer_monitor",0.16986301369863,3,47.013,"LCD (LED)"
"computer_monitor",0.161643835616438,3,54.626,"LCD (LED)"
"computer_monitor",0.205479452054795,3,59.809,"LCD"
"computer_monitor",0.219178082191781,3,60.47,"LCD"
"computer_monitor",0.257534246575342,3,68.599,"LCD"
"computer_monitor",0.364383561643836,2,68.593,"LCD (LED)"
"computer_monitor",0.208219178082192,3,60.969,"LCD (LED)"
"computer_monitor",0.252054794520548,2,59.809,"LCD"
"computer_monitor",0.136986301369863,3,47.996,"LCD (LED)"
"computer_monitor",0.142465753424658,3,49.411,"LCD (LED)"
"computer_monitor",0.16986301369863,3,55.868,"LCD (LED)"
"computer_monitor",0.575342465753425,1,80.131,"LCD"
"computer_monitor",0.216438356164384,2,54.687,"LCD (LED)"
"computer_monitor",0.147945205479452,3,54.626,"LCD"
"computer_monitor",0.194520547945205,3,60.444,"LCD"
"computer_monitor",0.136986301369863,3,39.491,"LCD"
"computer_monitor",0.136986301369863,3,39.491,"LCD"
"computer_monitor",0.136986301369863,3,39.491,"LCD"
"computer_monitor",0.16986301369863,4,68.599,"LCD"
"computer_monitor",0.147945205479452,3,58.385,"LCD"
"computer_monitor",0.147945205479452,3,58.385,"LCD"
"computer_monitor",0.147945205479452,3,58.385,"LCD"
"computer_monitor",0.147945205479452,3,58.377,"LCD"
"computer_monitor",0.506849315068493,2,86.557,"LCD (LED)"
"computer_monitor",0.16986301369863,3,55.868,"LCD"
"computer_monitor",0.219178082191781,3,68.568,"LCD (LED)"
"computer_monitor",0.506849315068493,2,86.557,"LCD (LED)"
"computer_monitor",0.26027397260274,2,60.47,"LCD (LED)"
"computer_monitor",0.191780821917808,3,59.809,"LCD (LED)"
"computer_monitor",0.167123287671233,3,58.421,"LCD"
"computer_monitor",0.2,3,60.47,"LCD"
"computer_monitor",0.235616438356164,3,68.599,"LCD"
"computer_monitor",0.306849315068493,3,80.103,"LCD (LED)"
"computer_monitor",0.164383561643836,3,47.013,"LCD (LED)"
"computer_monitor",0.136986301369863,4,58.487,"LCD"
"computer_monitor",0.153424657534247,3,58.487,"LCD"
"computer_monitor",0.167123287671233,3,54.687,"LCD (LED)"
"computer_monitor",0.167123287671233,3,54.687,"LCD (LED)"
"computer_monitor",0.315068493150685,2,68.373,"LCD"
"computer_monitor",0.389041095890411,2,68.373,"LCD"
"computer_monitor",0.295890410958904,2,58.421,"LCD"
"computer_monitor",0.213698630136986,3,58.421,"LCD"
"computer_monitor",0.164383561643836,3,60.493,"LCD (LED)"
"computer_monitor",0.180821917808219,3,58.421,"LCD"
"computer_monitor",0.2,3,54.934,"LCD (LED)"
"computer_monitor",0.178082191780822,3,53.752,"LCD"
"computer_monitor",0.23013698630137,3,60.47,"LCD (LED)"
"computer_monitor",0.172602739726027,3,54.687,"LCD (LED)"
"computer_monitor",0.265753424657534,2,60.47,"LCD (LED)"
"computer_monitor",0.254794520547945,2,54.687,"LCD (LED)"
"computer_monitor",0.134246575342466,3,54.666,"LCD (LED)"
"computer_monitor",0.29041095890411,2,73.019,"LCD"
"computer_monitor",0.224657534246575,3,68.599,"LCD (LED)"
"computer_monitor",0.252054794520548,2,60.939,"LCD (LED)"
"computer_monitor",0.46027397260274,1,58.635,"LCD (LED)"
"computer_monitor",0.46027397260274,1,58.635,"LCD (LED)"
"computer_monitor",0.46027397260274,1,58.635,"LCD (LED)"
"computer_monitor",0.208219178082192,3,54.986,"LCD (LED)"
"computer_monitor",0.180821917808219,3,54.625,"LCD (LED)"
"computer_monitor",0.191780821917808,3,58.422,"LCD (LED)"
"computer_monitor",0.147945205479452,3,58.422,"LCD (LED)"
"computer_monitor",0.331506849315069,2,68.599,"LCD"
"computer_monitor",0.183561643835616,3,54.687,"LCD"
"computer_monitor",0.183561643835616,3,54.621,"LCD"
"computer_monitor",0.175342465753425,3,54.687,"LCD"
"computer_monitor",0.213698630136986,2,54.621,"LCD"
"computer_monitor",0.235616438356164,3,68.599,"LCD (LED)"
"computer_monitor",0.465753424657534,1,63.444,"LCD"
"computer_monitor",0.520547945205479,2,86.557,"LCD (LED)"
"computer_monitor",0.161643835616438,3,60.468,"LCD (LED)"
"computer_monitor",0.243835616438356,2,60.965,"LCD"
"computer_monitor",0.243835616438356,2,60.965,"LCD"
"computer_monitor",0.243835616438356,2,60.965,"LCD"
"computer_monitor",0.254794520547945,2,60.468,"LCD (LED)"
"computer_monitor",0.205479452054795,3,58.421,"LCD"
"computer_monitor",0.161643835616438,3,60.47,"LCD (LED)"
"computer_monitor",0.235616438356164,3,60.479,"LCD"
"computer_monitor",0.402739726027397,2,80.131,"LCD (LED)"
"computer_monitor",0.402739726027397,2,80.131,"LCD (LED)"
"computer_monitor",0.402739726027397,2,80.131,"LCD (LED)"
"computer_monitor",0.208219178082192,3,60.965,"LCD (LED)"
"computer_monitor",0.183561643835616,3,54.687,"LCD"
"computer_monitor",0.46027397260274,2,79.348,"LCD"
"computer_monitor",0.186301369863014,3,60.47,"LCD (LED)"
"computer_monitor",0.23013698630137,3,60.47,"LCD (LED)"
"computer_monitor",0.194520547945205,3,60.47,"LCD (LED)"
"computer_monitor",0.186301369863014,3,58.421,"LCD"
"computer_monitor",0.147945205479452,3,54.621,"LCD (LED)"
"computer_monitor",0.227397260273973,2,54.687,"LCD (LED)"
"computer_monitor",0.227397260273973,2,54.687,"LCD (LED)"
"computer_monitor",0.227397260273973,2,54.687,"LCD (LED)"
"computer_monitor",0.254794520547945,2,60.47,"LCD (LED)"
"computer_monitor",0.254794520547945,2,60.47,"LCD (LED)"
"computer_monitor",0.254794520547945,2,60.47,"LCD (LED)"
"computer_monitor",0.550684931506849,2,80.131,"LCD"
"computer_monitor",0.547945205479452,1,68.465,"LCD"
"computer_monitor",0.224657534246575,3,58.421,"LCD"
"computer_monitor",0.224657534246575,3,58.421,"LCD"
"computer_monitor",0.224657534246575,3,58.421,"LCD"
"computer_monitor",0.191780821917808,3,48.193,"LCD (LED)"
"computer_monitor",0.213698630136986,2,54.687,"LCD (LED)"
"computer_monitor",0.216438356164384,2,54.687,"LCD (LED)"
"computer_monitor",0.216438356164384,2,54.687,"LCD (LED)"
"computer_monitor",0.457534246575342,2,70.847,"LCD (LED)"
"computer_monitor",0.454794520547945,1,68.467,"LCD (LED)"
"computer_monitor",0.454794520547945,1,68.467,"LCD (LED)"
"computer_monitor",0.454794520547945,1,68.467,"LCD (LED)"
"computer_monitor",0.180821917808219,3,54.687,"LCD (LED)"
"computer_monitor",0.671232876712329,1,81.287,"LCD (LED)"
"computer_monitor",0.295890410958904,2,68.467,"LCD"
"computer_monitor",0.991780821917808,2,138.783,"LCD (LED)"
"computer_monitor",0.219178082191781,2,54.986,"LCD (LED)"
"computer_monitor",0.175342465753425,3,54.687,"LCD (LED)"
"computer_monitor",0.164383561643836,3,47.013,"LCD (LED)"
"computer_monitor",0.446575342465753,2,80.131,"LCD"
"computer_monitor",0.561643835616438,2,80.131,"LCD (LED)"
"computer_monitor",0.221917808219178,2,54.687,"LCD (LED)"
"computer_monitor",0.221917808219178,2,54.687,"LCD (LED)"
"computer_monitor",0.221917808219178,2,54.687,"LCD (LED)"
"computer_monitor",0.186301369863014,3,50.805,"LCD (LED)"
"computer_monitor",0.186301369863014,3,50.805,"LCD (LED)"
"computer_monitor",0.186301369863014,3,50.805,"LCD (LED)"
"computer_monitor",0.550684931506849,1,68.467,"LCD"
"computer_monitor",0.221917808219178,3,74.663,"LCD (LED)"
"computer_monitor",0.221917808219178,3,74.663,"LCD (LED)"
"computer_monitor",0.221917808219178,3,74.663,"LCD (LED)"
"computer_monitor",0.221917808219178,3,74.663,"LCD (LED)"
"computer_monitor",0.328767123287671,2,60.47,"LCD"
"computer_monitor",0.263013698630137,2,60.47,"LCD"
"computer_monitor",0.167123287671233,3,60.469,"LCD (LED)"
"computer_monitor",0.167123287671233,3,60.469,"LCD (LED)"
"computer_monitor",0.167123287671233,3,60.469,"LCD (LED)"
"computer_monitor",0.438356164383562,2,86.705,"LCD (LED)"
"computer_monitor",0.189041095890411,3,60.47,"LCD (LED)"
"computer_monitor",0.189041095890411,3,60.47,"LCD (LED)"
"computer_monitor",0.189041095890411,3,60.47,"LCD (LED)"
"computer_monitor",0.183561643835616,3,60.47,"LCD (LED)"
"computer_monitor",0.189041095890411,3,60.47,"LCD (LED)"
"computer_monitor",0.191780821917808,3,48.193,"LCD (LED)"
"computer_monitor",0.36986301369863,2,60.448,"LCD"
"computer_monitor",0.33972602739726,2,62.228,"LCD (LED)"
"computer_monitor",0.33972602739726,2,62.228,"LCD (LED)"
"computer_monitor",0.33972602739726,2,62.228,"LCD (LED)"
"computer_monitor",0.33972602739726,2,62.228,"LCD (LED)"
"computer_monitor",0.172602739726027,3,54.625,"LCD (LED)"
"computer_monitor",0.0493150684931507,5,39.491,"LCD"
"computer_monitor",0.438356164383562,2,80.131,"LCD (LED)"
"computer_monitor",0.438356164383562,2,80.131,"LCD (LED)"
"computer_monitor",0.438356164383562,2,80.131,"LCD (LED)"
"computer_monitor",0.315068493150685,2,54.491,"LCD (LED)"
"computer_monitor",0.180821917808219,3,54.621,"LCD"
"computer_monitor",0.249315068493151,3,68.599,"LCD"
"computer_monitor",0.232876712328767,3,59.809,"LCD (LED)"
"computer_monitor",0.315068493150685,2,68.467,"LCD"
"computer_monitor",0.254794520547945,2,60.47,"LCD"
"computer_monitor",0.216438356164384,2,54.625,"LCD"
"computer_monitor",0.227397260273973,2,54.621,"LCD"
"computer_monitor",0.30958904109589,2,66.863,"LCD (LED)"
"computer_monitor",0.591780821917808,2,101.51,"LCD (LED)"
"computer_monitor",0.243835616438356,2,54.687,"LCD (LED)"
"computer_monitor",0.210958904109589,2,47.995,"LCD (LED)"
"computer_monitor",0.210958904109589,2,47.995,"LCD (LED)"
"computer_monitor",0.210958904109589,2,47.995,"LCD (LED)"
"computer_monitor",0.210958904109589,2,47.995,"LCD (LED)"
"computer_monitor",0.210958904109589,2,47.995,"LCD (LED)"
"computer_monitor",0.210958904109589,2,47.995,"LCD (LED)"
"computer_monitor",0.210958904109589,2,47.995,"LCD (LED)"
"computer_monitor",0.210958904109589,2,47.995,"LCD (LED)"
"computer_monitor",0.210958904109589,2,47.995,"LCD (LED)"
"computer_monitor",0.227397260273973,2,54.683,"LCD (LED)"
"computer_monitor",0.227397260273973,2,54.683,"LCD (LED)"
"computer_monitor",0.227397260273973,2,54.683,"LCD (LED)"
"computer_monitor",0.315068493150685,2,68.599,"LCD (LED)"
"computer_monitor",0.315068493150685,2,68.599,"LCD (LED)"
"computer_monitor",0.315068493150685,2,68.599,"LCD (LED)"
"computer_monitor",0.315068493150685,2,68.599,"LCD (LED)"
"computer_monitor",0.315068493150685,2,68.599,"LCD (LED)"
"computer_monitor",0.29041095890411,2,59.81,"LCD (LED)"
"computer_monitor",0.29041095890411,2,59.81,"LCD (LED)"
"computer_monitor",0.29041095890411,2,59.81,"LCD (LED)"
"computer_monitor",0.29041095890411,2,59.81,"LCD (LED)"
"computer_monitor",0.29041095890411,2,59.81,"LCD (LED)"
"computer_monitor",0.29041095890411,2,59.81,"LCD (LED)"
"computer_monitor",0.29041095890411,2,59.81,"LCD (LED)"
"computer_monitor",0.29041095890411,2,59.81,"LCD (LED)"
"computer_monitor",0.29041095890411,2,59.81,"LCD (LED)"
"computer_monitor",0.29041095890411,2,59.81,"LCD (LED)"
"computer_monitor",0.591780821917808,2,95.299,"LCD (LED)"
"computer_monitor",0.241095890410959,2,60.448,"LCD (LED)"
"computer_monitor",0.326027397260274,2,59.81,"LCD (LED)"
"computer_monitor",0.326027397260274,2,59.81,"LCD (LED)"
"computer_monitor",0.326027397260274,2,59.81,"LCD (LED)"
"computer_monitor",0.16986301369863,3,47.013,"LCD (LED)"
"computer_monitor",0.16986301369863,3,47.013,"LCD (LED)"
"computer_monitor",0.16986301369863,3,47.013,"LCD (LED)"
"computer_monitor",0.16986301369863,3,47.013,"LCD (LED)"
"computer_monitor",0.16986301369863,3,47.013,"LCD (LED)"
"computer_monitor",0.16986301369863,3,47.013,"LCD (LED)"
"computer_monitor",0.16986301369863,3,47.013,"LCD (LED)"
"computer_monitor",0.16986301369863,3,47.013,"LCD (LED)"
"computer_monitor",0.16986301369863,3,47.013,"LCD (LED)"
"computer_monitor",0.16986301369863,3,47.013,"LCD (LED)"
"computer_monitor",0.402739726027397,1,60.47,"LCD (LED)"
"computer_monitor",0.26027397260274,2,59.81,"LCD (LED)"
"computer_monitor",0.26027397260274,2,59.81,"LCD (LED)"
"computer_monitor",0.26027397260274,2,59.81,"LCD (LED)"
"computer_monitor",0.26027397260274,2,59.81,"LCD (LED)"
"computer_monitor",0.26027397260274,2,59.81,"LCD (LED)"
"computer_monitor",0.26027397260274,2,59.81,"LCD (LED)"
"computer_monitor",0.213698630136986,2,54.683,"LCD (LED)"
"computer_monitor",0.213698630136986,2,54.683,"LCD (LED)"
"computer_monitor",0.213698630136986,2,54.683,"LCD (LED)"
"computer_monitor",0.213698630136986,2,54.683,"LCD (LED)"
"computer_monitor",0.213698630136986,2,54.683,"LCD (LED)"
"computer_monitor",0.213698630136986,2,54.683,"LCD (LED)"
"computer_monitor",0.575342465753425,1,70.854,"LCD (LED)"
"computer_monitor",0.238356164383562,2,60.47,"LCD"
"computer_monitor",0.328767123287671,2,68.467,"LCD"
"computer_monitor",0.147945205479452,3,49.407,"LCD (LED)"
"computer_monitor",0.2,3,60.47,"LCD (LED)"
"computer_monitor",0.180821917808219,3,60.47,"LCD"
"computer_monitor",0.164383561643836,3,54.621,"LCD (LED)"
"computer_monitor",0.164383561643836,3,54.621,"LCD (LED)"
"computer_monitor",0.164383561643836,3,54.621,"LCD (LED)"
"computer_monitor",0.164383561643836,3,54.621,"LCD (LED)"
"computer_monitor",0.172602739726027,3,60.47,"LCD (LED)"
"computer_monitor",0.172602739726027,3,60.47,"LCD (LED)"
"computer_monitor",0.172602739726027,3,60.47,"LCD (LED)"
"computer_monitor",0.221917808219178,3,68.599,"LCD (LED)"
"computer_monitor",0.221917808219178,3,68.599,"LCD (LED)"
"computer_monitor",0.221917808219178,3,68.599,"LCD (LED)"
"computer_monitor",0.383561643835616,2,80.486,"LCD"
"computer_monitor",0.224657534246575,3,60.448,"LCD (LED)"
"computer_monitor",0.342465753424658,2,68.598,"LCD (LED)"
"computer_monitor",0.342465753424658,2,68.598,"LCD (LED)"
"computer_monitor",0.342465753424658,2,68.598,"LCD (LED)"
"computer_monitor",0.156164383561644,3,60.47,"LCD (LED)"
"computer_monitor",0.273972602739726,2,60.468,"LCD (LED)"
"computer_monitor",0.273972602739726,2,60.468,"LCD (LED)"
"computer_monitor",0.273972602739726,2,60.468,"LCD (LED)"
"computer_monitor",0.23013698630137,2,54.683,"LCD (LED)"
"computer_monitor",0.23013698630137,2,54.683,"LCD (LED)"
"computer_monitor",0.23013698630137,2,54.683,"LCD (LED)"
"computer_monitor",0.172602739726027,3,54.625,"LCD (LED)"
"computer_monitor",0.175342465753425,4,68.438,"LCD"
"computer_monitor",0.197260273972603,3,61.132,"LCD"
"computer_monitor",0.361643835616438,2,68.599,"LCD (LED)"
"computer_monitor",0.246575342465753,3,68.599,"LCD (LED)"
"computer_monitor",0.26027397260274,3,68.599,"LCD"
"computer_monitor",0.194520547945205,3,59.809,"LCD (LED)"
"computer_monitor",0.243835616438356,3,61.132,"LCD (LED)"
"computer_monitor",0.506849315068493,1,68.29,"LCD (LED)"
"computer_monitor",0.241095890410959,3,68.599,"LCD (LED)"
"computer_monitor",0.183561643835616,3,54.621,"LCD (LED)"
"computer_monitor",0.183561643835616,3,54.621,"LCD (LED)"
"computer_monitor",0.183561643835616,3,54.621,"LCD (LED)"
"computer_monitor",0.183561643835616,3,54.621,"LCD (LED)"
"computer_monitor",0.312328767123288,2,68.599,"LCD (LED)"
"computer_monitor",0.312328767123288,2,68.599,"LCD (LED)"
"computer_monitor",0.312328767123288,2,68.599,"LCD (LED)"
"computer_monitor",0.312328767123288,2,68.599,"LCD (LED)"
"computer_monitor",0.312328767123288,2,68.599,"LCD (LED)"
"computer_monitor",0.498630136986301,2,80.186,"LCD (LED)"
"computer_monitor",0.312328767123288,2,68.599,"LCD (LED)"
"computer_monitor",0.2,3,58.421,"LCD"
"computer_monitor",0.178082191780822,3,60.47,"LCD"
"computer_monitor",0.178082191780822,3,60.47,"LCD"
"computer_monitor",0.178082191780822,3,60.47,"LCD"
"computer_monitor",0.241095890410959,3,68.599,"LCD (LED)"
"computer_monitor",0.241095890410959,3,68.599,"LCD (LED)"
"computer_monitor",0.241095890410959,3,68.599,"LCD (LED)"
"computer_monitor",0.2,3,58.422,"LCD (LED)"
"computer_monitor",0.2,3,58.422,"LCD (LED)"
"computer_monitor",0.2,3,58.422,"LCD (LED)"
"computer_monitor",0.2,3,58.422,"LCD (LED)"
"computer_monitor",0.205479452054795,3,60.47,"LCD"
"computer_monitor",0.183561643835616,3,54.621,"LCD (LED)"
"computer_monitor",0.183561643835616,3,54.621,"LCD (LED)"
"computer_monitor",0.183561643835616,3,54.621,"LCD (LED)"
"computer_monitor",0.33972602739726,2,68.593,"LCD (LED)"
"computer_monitor",0.301369863013699,2,62.228,"LCD (LED)"
"computer_monitor",0.227397260273973,3,68.599,"LCD (LED)"
"computer_monitor",0.227397260273973,3,68.599,"LCD (LED)"
"computer_monitor",0.227397260273973,3,68.599,"LCD (LED)"
"computer_monitor",0.53972602739726,2,88.981,"LCD (LED)"
"computer_monitor",0.712328767123288,1,88.942,"LCD (LED)"
"computer_monitor",0.30958904109589,2,60.965,"LCD (LED)"
"computer_monitor",0.30958904109589,2,60.965,"LCD (LED)"
"computer_monitor",0.30958904109589,2,60.965,"LCD (LED)"
"computer_monitor",0.589041095890411,1,80.131,"LCD (LED)"
