"Tot.Vol","powerkW","app","star","Adaptive.Defrost","Configuration"
447,1.17260273972603,"fridge_freezer",2,"True","Upright"
447,1.17260273972603,"fridge_freezer",2,"True","Upright"
447,1.17260273972603,"fridge_freezer",2,"True","Upright"
447,1.17260273972603,"fridge_freezer",2,"True","Upright"
447,1.17260273972603,"fridge_freezer",2,"True","Upright"
447,1.17260273972603,"fridge_freezer",2,"True","Upright"
447,1.17260273972603,"fridge_freezer",2,"True","Upright"
447,1.17260273972603,"fridge_freezer",2,"True","Upright"
447,1.17260273972603,"fridge_freezer",2,"True","Upright"
400,0.983561643835616,"fridge_freezer",3,"False","Upright"
400,0.983561643835616,"fridge_freezer",3,"False","Upright"
400,0.983561643835616,"fridge_freezer",3,"False","Upright"
