Record ID,Status,Brand Name,Model Number,Family Name,Selling Countries,Manufacturing Countries,Product Website,Representative Brand URL,Availability,Expiry Date
74235,Approved,GIGABYTE,"P34****;U34****(* can be 0-9 ,A-Z)-c",,Australia,Taiwan,,http://www.gigabyte.com.au/?f=g,Unavailable,2113-09-11
74685,Approved,Compucon,0MJA-a,,New Zealand,New Zealand,http://www.compucon.co.nz/,http://www.compucon.co.nz/,Unavailable,2114-01-29
74866,Approved,CDM,CDM-BKAMD88-d,,Australia,Australia,http://www.cdmaust.com.au/,http://computers.cdmaust.com.au/computers/home.html,Available,2020-09-03
75452,Approved,Insite Technology,DT110I73770KH77EB16G2-d,,New Zealand,New Zealand,,http://www.insite.co.nz/,Unavailable,2113-09-23
75453,Approved,Insite Technology,DT100I73770KH61BE16G2-d,,New Zealand,New Zealand,,http://www.insite.co.nz/,Unavailable,2113-10-01
75454,Approved,Insite Technology,QT200I73770KH61BE16G2W400-d,,New Zealand,New Zealand,,http://www.insite.co.nz/,Unavailable,2113-10-02
75456,Approved,Insite Technology,QT210I73770KH77EB16G2W400-d,,New Zealand,New Zealand,,http://www.insite.co.nz/,Unavailable,2113-10-02
75688,Approved,Arche,ARCHE DUAL DESKTOP V1-b,,New Zealand,New Zealand,http://www.arche.co.nz/,http://www.arche.co.nz/,Unavailable,2113-09-27
75689,Approved,XPC,XPC450-a,,New Zealand,New Zealand,http://www.xpcomputers.co.nz/,,Unavailable,2113-10-11
75690,Approved,Arche,Arche Quad Desktop V1-c,,New Zealand,New Zealand,http://www.arche.co.nz/,http://www.arche.co.nz/,Unavailable,2113-09-27
75691,Approved,Arche,Arche G Desktop V1-d,,New Zealand,New Zealand,http://www.arche.co.nz/,http://www.arche.co.nz/,Unavailable,2113-09-27
75714,Approved,Xpress Net,H81-d,,New Zealand,New Zealand,,http://www.xpressnet.co.nz/,Unavailable,2113-10-18
75728,Approved,Computer Corner,Element-a,,New Zealand,New Zealand,http://www.computercorner.co.nz/,,Unavailable,2113-10-08
75801,Approved,1stwave,FSP-d,,New Zealand,New Zealand,,http://www.1stwave.co.nz/,Available,2113-10-02
75937,Approved,PB,WKSPB9000PN700-a,,New Zealand,New Zealand,http://www.pbtech.co.nz/,http://www.pbtech.co.nz/,Unavailable,2113-10-03
75963,Approved,PB,WKSPBHEN9700-a,,New Zealand,New Zealand,http://www.pbtech.co.nz/,http://www.pbtech.co.nz/,Unavailable,2113-10-02
75994,Approved,Computer Corner,Spark-a,,New Zealand,New Zealand,http://www.computercorner.co.nz/,,Unavailable,2113-10-08
75995,Approved,PB,SS550OS-c,,New Zealand,New Zealand,,,Unavailable,2113-10-11
76002,Approved,PB,FSP550OS-c,,New Zealand,New Zealand,,,Unavailable,2113-10-04
76006,Approved,PB,SS550-c,,New Zealand,New Zealand,,,Unavailable,2113-10-04
76011,Approved,PB,WKSPBHEN9850-a,,New Zealand,New Zealand,http://www.pbtech.co.nz/,http://www.pbtech.co.nz/,Unavailable,2113-10-04
76043,Approved,PB,SS750VGA-d,,New Zealand,New Zealand,,,Unavailable,2113-10-04
76078,Approved,Onlinesale Computers,AMD8350K350FSP550-c,,New Zealand,New Zealand,http://www.onlinesale.co.nz/,,Unavailable,2113-11-12
76079,Approved,Onlinesale Computers,i74770FSP550W-c,,New Zealand,New Zealand,http://www.onlinesale.co.nz/,,Unavailable,2113-11-12
76085,Approved,Simply Computers System,SIMPCOMP13I5-a,,New Zealand,New Zealand,,,Unavailable,2113-10-17
76105,Approved,PB Manukau,WKMCLM11550-a,,New Zealand,New Zealand,,http://pbtech.co.nz/,Unavailable,2113-10-11
76106,Approved,Xpress Net,B85-d,,New Zealand,New Zealand,,http://www.xpressnet.co.nz/,Unavailable,2113-10-18
76133,Approved,Dove Barebones,BB16-a,,New Zealand,New Zealand,http://www.dove.co.nz/,http://www.dove.co.nz/,Unavailable,2113-10-17
76134,Approved,Dove Barebones,BB17-a,,New Zealand,New Zealand,http://www.dove.co.nz/,http://www.dove.co.nz/,Unavailable,2113-10-21
76135,Approved,Dove Barebones,BB75-a,,New Zealand,New Zealand,http://www.dove.co.nz/,http://www.dove.co.nz/,Unavailable,2113-10-17
76136,Approved,Dove Barebones,BB76-a,,New Zealand,New Zealand,http://www.dove.co.nz/,http://www.dove.co.nz/,Unavailable,2113-10-21
76137,Approved,PB Manukau,WKMCLM0650-a,,New Zealand,New Zealand,,http://pbtech.co.nz/,Unavailable,2113-10-17
76139,Approved,PB Manukau,WKMCLM5700-a,,New Zealand,New Zealand,,http://pbtech.co.nz/,Unavailable,2113-10-11
76154,Approved,2MORO & IT,2I750S-a,,New Zealand,New Zealand,http://www.2moroit.co.nz/,http://www.2moroit.co.nz/,Unavailable,2113-10-11
76180,Approved,PB,CMSPG550OSVGA-d,,New Zealand,New Zealand,,,Unavailable,2113-10-11
76252,Approved,2MORO & IT,2I650S-a,,New Zealand,New Zealand,http://www.2moroit.co.nz/,http://www.2moroit.co.nz/,Unavailable,2113-10-11
76253,Approved,2MORO & IT,2I550S-a,,New Zealand,New Zealand,http://www.2moroit.co.nz/,http://www.2moroit.co.nz/,Unavailable,2113-10-11
76254,Approved,2MORO & IT,2I450S-a,,New Zealand,New Zealand,http://www.2moroit.co.nz/,http://www.2moroit.co.nz/,Unavailable,2113-10-11
76257,Approved,PB,WKSPBHEN9550-a,,New Zealand,New Zealand,http://www.pbtech.co.nz/,http://www.pbtech.co.nz/,Unavailable,2113-10-11
76267,Approved,PB,WKSPBPN333493-a,,New Zealand,New Zealand,http://www.pbtech.co.nz/,http://www.pbtech.co.nz/,Unavailable,2113-10-11
76281,Approved,PB,WKSPBPN332935-a,,New Zealand,New Zealand,http://www.pbtech.co.nz/,http://www.pbtech.co.nz/,Unavailable,2113-10-14
76282,Approved,PB,WKSPBPN334617-a,,New Zealand,New Zealand,http://www.pbtech.co.nz/,http://www.pbtech.co.nz/,Unavailable,2113-10-17
76299,Approved,PB,WKSPBPN331244-a,,New Zealand,New Zealand,http://www.pbtech.co.nz/,http://www.pbtech.co.nz/,Unavailable,2113-10-17
76300,Approved,PB,WKSPBPN332463-a,,New Zealand,New Zealand,http://www.pbtech.co.nz/,http://www.pbtech.co.nz/,Unavailable,2113-10-17
76302,Approved,PB,WKSPBPN332010-a,,New Zealand,New Zealand,http://www.pbtech.co.nz/,http://www.pbtech.co.nz/,Unavailable,2113-10-17
76303,Approved,PB,WKSPBPN330867-a,,New Zealand,New Zealand,http://www.pbtech.co.nz/,http://www.pbtech.co.nz/,Unavailable,2113-10-17
76320,Approved,Onlinesale Computers,AMD5300-8G-1TB-GT630-450W-b,,New Zealand,New Zealand,http://www.onlinesale.co.nz/,,Unavailable,2113-11-15
76321,Approved,Onlinesale Computers,AMD5300-450W-b,,New Zealand,New Zealand,http://www.onlinesale.co.nz/,,Unavailable,2113-11-15
76322,Approved,Onlinesale Computers,i74770FSP550W-c,,New Zealand,New Zealand,http://www.onlinesale.co.nz/,,Unavailable,2113-11-15
76334,Approved,Xpress Net,H87-d,,New Zealand,New Zealand,,http://www.xpressnet.co.nz/,Unavailable,2113-10-18
76337,Approved,Xpress Net,Z87-d,,New Zealand,New Zealand,,http://www.xpressnet.co.nz/,Unavailable,2113-10-18
76338,Approved,PB,WKSPBHM020987-c,,New Zealand,New Zealand,,,Unavailable,2113-10-17
76342,Approved,PB,WKSPBHM020943-d,,New Zealand,New Zealand,,,Unavailable,2113-10-17
76344,Approved,PB,WKSPBHM021154-d,,New Zealand,New Zealand,,,Unavailable,2113-10-21
76345,Approved,PB,WKSPBHM021131-d,,New Zealand,New Zealand,,,Unavailable,2113-10-17
76347,Approved,PB,WKSPBHM021069-d,,New Zealand,New Zealand,,,Unavailable,2113-10-17
76348,Approved,PB,WKSPBHM021506-d,,New Zealand,New Zealand,,,Unavailable,2113-10-23
76349,Approved,PB,WKSPBHM021144-d,,New Zealand,New Zealand,,,Unavailable,2113-10-17
76365,Approved,PB,WKSPBHM021095-c,,New Zealand,New Zealand,,,Unavailable,2113-10-17
76372,Approved,PB,WKSPBDT196789-a,,New Zealand,New Zealand,,http://www.pbtech.co.nz/,Unavailable,2113-10-23
76374,Approved,PB Manukau,wkmclm11550-a,,New Zealand,New Zealand,,http://pbtech.co.nz/,Unavailable,2113-10-17
76375,Approved,PB,wkspb5705-a,,New Zealand,New Zealand,http://www.pbtech.co.nz/,http://www.pbtech.co.nz/,Unavailable,2113-10-17
76377,Approved,pcmedia,AMDFM2A10-c,,New Zealand,New Zealand,,,Unavailable,2113-10-21
76379,Approved,PB,WKSPBNS070109-a,,New Zealand,New Zealand,,,Unavailable,2113-10-17
76380,Approved,PB Manukau,WKMCLM11550-a,,New Zealand,New Zealand,,http://pbtech.co.nz/,Unavailable,2113-10-17
76385,Approved,PB,WKSPBNS070786-a,,New Zealand,New Zealand,,,Unavailable,2113-10-17
76399,Approved,PB,WKSPBDT196485-a,,New Zealand,New Zealand,,http://www.pbtech.co.nz/,Unavailable,2113-10-23
76400,Approved,Cooler Master,WKMCLM1150-a,,New Zealand,New Zealand,,,Unavailable,2113-10-17
76402,Approved,PB Manukau,WKMCLM11550-a,,New Zealand,New Zealand,,http://pbtech.co.nz/,Unavailable,2113-10-17
76403,Approved,PB Manukau,WKMCLM5650-a,,New Zealand,New Zealand,,http://pbtech.co.nz/,Unavailable,2113-10-17
76411,Approved,PB,WKSPBNS070971-a,,New Zealand,New Zealand,,,Unavailable,2113-10-17
76418,Approved,PB,WKSPBNS070744-a,,New Zealand,New Zealand,,,Unavailable,2113-10-18
76419,Approved,PB,WKSPBHM021336-d,,New Zealand,New Zealand,,,Unavailable,2113-10-17
76421,Approved,PB,WKSPBDT196864-a,,New Zealand,New Zealand,,http://www.pbtech.co.nz/,Unavailable,2113-10-23
76451,Approved,PB,WKSPBHN016865-a,,New Zealand,New Zealand,http://www.pbtech.co.nz/,http://www.pbtech.co.nz/,Unavailable,2113-11-08
76456,Approved,PB,WKSPBHN016068-a,,New Zealand,New Zealand,http://www.pbtech.co.nz/,http://www.pbtech.co.nz/,Unavailable,2113-10-18
76463,Approved,PB,WKSPBPN338150-a,,New Zealand,New Zealand,http://www.pbtech.co.nz/,http://www.pbtech.co.nz/,Unavailable,2113-10-18
76464,Approved,AceTech,intel i3 3240-b,,New Zealand,New Zealand,,,Unavailable,2113-10-21
76488,Approved,PB,WKSPBNS070828-a,,New Zealand,New Zealand,,,Unavailable,2113-10-18
76496,Approved,AceTech,intel i5 3470-c,,New Zealand,New Zealand,,,Unavailable,2113-10-21
76499,Approved,AceTech,intel G2030-b,,New Zealand,New Zealand,,,Unavailable,2113-10-21
76503,Approved,PB Manukau,WKSPBMN237801-a,,New Zealand,New Zealand,,http://pbtech.co.nz/,Unavailable,2113-10-21
76519,Approved,PB,WKSPBNS071614-a,,New Zealand,New Zealand,,,Unavailable,2113-10-21
76520,Approved,PB,WKSPBPN337223-a,,New Zealand,New Zealand,http://www.pbtech.co.nz/,http://www.pbtech.co.nz/,Unavailable,2113-10-21
76521,Approved,PB,WKSPBPN336157-a,,New Zealand,New Zealand,http://www.pbtech.co.nz/,http://www.pbtech.co.nz/,Unavailable,2113-10-21
76523,Approved,PB,WKSPBPN337405-a,,New Zealand,New Zealand,http://www.pbtech.co.nz/,http://www.pbtech.co.nz/,Unavailable,2113-10-21
76524,Approved,2MORO & IT,2I650SA-a,,New Zealand,New Zealand,http://www.2moroit.co.nz/,http://www.2moroit.co.nz/,Unavailable,2113-10-23
76544,Approved,pcmedia,AMDFM2A6-b,,New Zealand,New Zealand,,,Unavailable,2113-10-21
76545,Approved,pcmedia,AMDFM2A8-c,,New Zealand,New Zealand,,,Unavailable,2113-10-21
76546,Approved,pcmedia,AMDFM2A62-b,,New Zealand,New Zealand,,,Unavailable,2113-10-21
76547,Approved,pcmedia,AMDFM2A4-b,,New Zealand,New Zealand,,,Unavailable,2113-10-21
76548,Approved,pcmedia,INT1155i7-c,,New Zealand,New Zealand,,,Unavailable,2113-10-21
76549,Approved,pcmedia,INT1155i5-c,,New Zealand,New Zealand,,,Unavailable,2113-10-21
76556,Approved,PB,WKSPBNS071634-a,,New Zealand,New Zealand,,,Unavailable,2113-10-23
76557,Approved,PB,WKSPBNS071797-a,,New Zealand,New Zealand,,,Unavailable,2113-10-23
76558,Approved,PB,WKSPBNS071783-a,,New Zealand,New Zealand,,,Unavailable,2113-10-24
76559,Approved,PB,WKSPBNS072016-a,,New Zealand,New Zealand,,,Unavailable,2113-10-24
76560,Approved,PB,WKSPBNS072111-a,,New Zealand,New Zealand,,,Unavailable,2113-10-24
76561,Approved,PB,WKSPBNS072511-a,,New Zealand,New Zealand,,,Unavailable,2113-10-24
76562,Approved,PB,WKSPBNS072449-a,,New Zealand,New Zealand,,,Unavailable,2113-10-24
76563,Approved,PB,WKSPBNS072165-a,,New Zealand,New Zealand,,,Unavailable,2113-10-24
76625,Approved,PB,WKSPBHM021759-d,,New Zealand,New Zealand,,,Unavailable,2113-10-23
76628,Approved,Computer Aid,CATA Core i7 PC-a,,New Zealand,New Zealand,http://www.computeraid.co.nz/,http://www.computeraid.co.nz/,Unavailable,2113-10-24
76630,Approved,PB,WKSPBDT197016-a,,New Zealand,New Zealand,,http://www.pbtech.co.nz/,Unavailable,2113-10-24
76635,Approved,PB,WKSPBDT196845-a,,New Zealand,New Zealand,,http://www.pbtech.co.nz/,Unavailable,2113-10-24
76641,Approved,PB,WKSPBDT196848-a,,New Zealand,New Zealand,,http://www.pbtech.co.nz/,Unavailable,2113-10-24
76648,Approved,PB,WKSPBHM021820-d,,New Zealand,New Zealand,,,Unavailable,2113-10-24
76649,Approved,PB,WKSPBHM021805-d,,New Zealand,New Zealand,,,Unavailable,2113-10-24
76680,Approved,PB,WKSPBDT197118-a,,New Zealand,New Zealand,,http://www.pbtech.co.nz/,Unavailable,2113-11-12
76681,Approved,ProSouth Ultimate,Ultimate-a,,New Zealand,New Zealand,,,Unavailable,2113-11-13
76682,Approved,PB,WKSPBDT197138-a,,New Zealand,New Zealand,,http://www.pbtech.co.nz/,Unavailable,2113-11-12
76684,Approved,PB,WKSPBDT196849-a,,New Zealand,New Zealand,,http://www.pbtech.co.nz/,Unavailable,2113-11-12
76690,Approved,PB,WKSPBDT197077-a,,New Zealand,New Zealand,,http://www.pbtech.co.nz/,Unavailable,2113-11-12
76693,Approved,PB,WKSPBDT197165-a,,New Zealand,New Zealand,,http://www.pbtech.co.nz/,Unavailable,2113-10-29
76719,Approved,PB,WKSPBDT197212-a,,New Zealand,New Zealand,,http://www.pbtech.co.nz/,Unavailable,2113-10-29
76720,Approved,PB,WKSPBDT197414-a,,New Zealand,New Zealand,,http://www.pbtech.co.nz/,Unavailable,2113-10-29
76722,Approved,PB,WKSPBHN016362-a,,New Zealand,New Zealand,http://www.pbtech.co.nz/,http://www.pbtech.co.nz/,Unavailable,2113-10-29
76724,Approved,PB Manukau,WKSPBMN238064-a,,New Zealand,New Zealand,,http://pbtech.co.nz/,Unavailable,2113-10-29
76735,Approved,PB,WKSPBDT197568-a,,New Zealand,New Zealand,,http://www.pbtech.co.nz/,Unavailable,2113-10-29
76737,Approved,PB,WKSPBDT197303-a,,New Zealand,New Zealand,,http://www.pbtech.co.nz/,Unavailable,2113-10-29
76765,Approved,PB,WKSPBHM022071-d,,New Zealand,New Zealand,,,Unavailable,2113-10-29
76766,Approved,PB,WKSPBHM22052-d,,New Zealand,New Zealand,,,Unavailable,2113-10-29
76768,Approved,PB,WKSPBHN016465-a,,New Zealand,New Zealand,http://www.pbtech.co.nz/,http://www.pbtech.co.nz/,Unavailable,2113-10-29
76770,Approved,PB,WKSPBDT197496-a,,New Zealand,New Zealand,,http://www.pbtech.co.nz/,Unavailable,2113-11-12
76777,Approved,PB,WKSPBDT197902-a,,New Zealand,New Zealand,,http://www.pbtech.co.nz/,Unavailable,2113-10-30
76791,Approved,PB,WKSPBPN344961-a,,New Zealand,New Zealand,http://www.pbtech.co.nz/,http://www.pbtech.co.nz/,Unavailable,2113-10-30
76795,Approved,PB,WKSPBHM022137-b,,New Zealand,New Zealand,,,Unavailable,2113-10-30
76798,Approved,PB,WKSPBHM022185-d,,New Zealand,New Zealand,,,Unavailable,2113-10-30
76803,Approved,PB Manukau,WKSPBMN238267-a,,New Zealand,New Zealand,,http://pbtech.co.nz/,Unavailable,2113-11-01
76818,Approved,PB,WKSPBPN334480-a,,New Zealand,New Zealand,http://www.pbtech.co.nz/,http://www.pbtech.co.nz/,Unavailable,2113-11-01
76819,Approved,PB,WKSPBPN468533-a,,New Zealand,New Zealand,http://www.pbtech.co.nz/,http://www.pbtech.co.nz/,Unavailable,2113-10-31
76820,Approved,PB Manukau,WKSPBMN238267-a,,New Zealand,New Zealand,,http://pbtech.co.nz/,Unavailable,2113-11-01
76821,Approved,PB Manukau,WKSPBMN238267-a,,New Zealand,New Zealand,,http://pbtech.co.nz/,Unavailable,2113-11-01
76823,Approved,PB Manukau,ENB500AWT-a,,New Zealand,New Zealand,,http://pbtech.co.nz/,Unavailable,2113-11-01
76831,Approved,PB,WKSPBPN335444-a,,New Zealand,New Zealand,http://www.pbtech.co.nz/,http://www.pbtech.co.nz/,Unavailable,2113-11-05
76833,Approved,Millennium,Home Box-a,,New Zealand,New Zealand,http://www.millenniumtechnology.co.nz/,,Unavailable,2113-11-05
76835,Approved,PB,WKSPBPN336739-a,,New Zealand,New Zealand,http://www.pbtech.co.nz/,http://www.pbtech.co.nz/,Unavailable,2113-11-01
76836,Approved,PB,WKSPBPN338041-a,,New Zealand,New Zealand,http://www.pbtech.co.nz/,http://www.pbtech.co.nz/,Unavailable,2113-11-01
76837,Approved,PB,WKSPBPN338370-a,,New Zealand,New Zealand,http://www.pbtech.co.nz/,http://www.pbtech.co.nz/,Unavailable,2113-11-01
76838,Approved,PB,WKSPBPN338087-a,,New Zealand,New Zealand,http://www.pbtech.co.nz/,http://www.pbtech.co.nz/,Unavailable,2113-11-01
76839,Approved,PB,WKSPBPN340108-a,,New Zealand,New Zealand,http://www.pbtech.co.nz/,http://www.pbtech.co.nz/,Unavailable,2113-11-01
76840,Approved,PB,WKSPBPN338487-a,,New Zealand,New Zealand,http://www.pbtech.co.nz/,http://www.pbtech.co.nz/,Unavailable,2113-11-05
76842,Approved,Simply Computers System,SIMPCOMP14I5-a,,New Zealand,New Zealand,,,Unavailable,2114-01-17
76849,Approved,PB,WKSPBHM022169-d,,New Zealand,New Zealand,,,Unavailable,2113-11-01
76862,Approved,PB,WKSPBPN346421-a,,New Zealand,New Zealand,http://www.pbtech.co.nz/,http://www.pbtech.co.nz/,Unavailable,2113-11-01
76864,Approved,PB,WKSPBPN345648-a,,New Zealand,New Zealand,http://www.pbtech.co.nz/,http://www.pbtech.co.nz/,Unavailable,2113-11-01
76866,Approved,PB,WKSPBPN343197-a,,New Zealand,New Zealand,http://www.pbtech.co.nz/,http://www.pbtech.co.nz/,Unavailable,2113-11-01
76869,Approved,PB,WKSPBHM22372-d,,New Zealand,New Zealand,,,Unavailable,2113-11-04
76870,Approved,PB,WKSPBHM022399-d,,New Zealand,New Zealand,,,Unavailable,2113-11-04
76884,Approved,PB,WKSPBHM022529-01-d,,New Zealand,New Zealand,,,Unavailable,2113-11-05
76886,Approved,PB,WKSPBHM022529-02-d,,New Zealand,New Zealand,,,Unavailable,2113-11-05
76887,Approved,PB Manukau,WKSPBMN238784-a,,New Zealand,New Zealand,,http://pbtech.co.nz/,Unavailable,2113-11-05
76889,Approved,PB Manukau,WKSPBMN238980-a,,New Zealand,New Zealand,,http://pbtech.co.nz/,Unavailable,2113-11-05
76929,Approved,PB,WKSPBHM022630-d,,New Zealand,New Zealand,,,Unavailable,2113-11-06
76948,Approved,PB,WKSPBHN016799-a,,New Zealand,New Zealand,http://www.pbtech.co.nz/,http://www.pbtech.co.nz/,Unavailable,2113-11-07
76958,Approved,PB,WKSPBHM022724-d,,New Zealand,New Zealand,,,Unavailable,2113-11-08
76965,Approved,PB,WKSPBHN016801-a,,New Zealand,New Zealand,http://www.pbtech.co.nz/,http://www.pbtech.co.nz/,Unavailable,2113-11-08
76966,Approved,PB,WKSPBHN016995-a,,New Zealand,New Zealand,http://www.pbtech.co.nz/,http://www.pbtech.co.nz/,Unavailable,2113-11-08
76967,Approved,PB,WKSPBHM022797-d,,New Zealand,New Zealand,,,Unavailable,2113-11-08
76984,Approved,PB Manukau,WKSPBMN239192-a,,New Zealand,New Zealand,,http://pbtech.co.nz/,Unavailable,2113-11-14
76989,Approved,PB,WKSPBHM022691-b,,New Zealand,New Zealand,,,Unavailable,2113-11-14
76990,Approved,PB,WKSPBHM022919-d,,New Zealand,New Zealand,,,Unavailable,2113-11-14
76992,Approved,Onlinesale Computers,i74770FSP650-c,,New Zealand,New Zealand,http://www.onlinesale.co.nz/,,Unavailable,2113-11-15
77043,Approved,PB,WKSPBDT198053-a,,New Zealand,New Zealand,,http://www.pbtech.co.nz/,Unavailable,2113-11-13
77044,Approved,PB,WKSPBDT197931-a,,New Zealand,New Zealand,,http://www.pbtech.co.nz/,Unavailable,2113-11-13
77046,Approved,PB,WKSPBDT-a,,New Zealand,New Zealand,,http://www.pbtech.co.nz/,Unavailable,2113-11-13
77048,Approved,PB,WKSPBDT197904-a,,New Zealand,New Zealand,,http://www.pbtech.co.nz/,Unavailable,2113-11-13
77049,Approved,PB,WKSPBDT197901-a,,New Zealand,New Zealand,,http://www.pbtech.co.nz/,Unavailable,2113-11-13
77050,Approved,PB,WKSPBDT197886-a,,New Zealand,New Zealand,,http://www.pbtech.co.nz/,Unavailable,2113-11-14
77065,Approved,PB,WKSPBHM023029-d,,New Zealand,New Zealand,,,Unavailable,2113-11-14
77068,Approved,PB,WKSPBHM023050-d,,New Zealand,New Zealand,,,Unavailable,2113-11-14
77069,Approved,PB,WKSPBDT198735-a,,New Zealand,New Zealand,,http://www.pbtech.co.nz/,Unavailable,2113-11-15
77161,Approved,PB,WKSPBHM023209-d,,New Zealand,New Zealand,,,Unavailable,2113-11-19
77162,Approved,PB,WKSPBPN337741-a,,New Zealand,New Zealand,http://www.pbtech.co.nz/,http://www.pbtech.co.nz/,Unavailable,2113-11-19
77163,Approved,PB,WKSPBDT199177-a,,New Zealand,New Zealand,,http://www.pbtech.co.nz/,Unavailable,2113-11-19
77164,Approved,PB,WKSPBDT198987-a,,New Zealand,New Zealand,,http://www.pbtech.co.nz/,Unavailable,2113-11-21
77165,Approved,PB,WKSPBHM023069-d,,New Zealand,New Zealand,,,Unavailable,2113-11-19
77169,Approved,PB,WKSPBPN356187-a,,New Zealand,New Zealand,http://www.pbtech.co.nz/,http://www.pbtech.co.nz/,Unavailable,2113-11-19
77170,Approved,PB,wkspbPN495070-a,,New Zealand,New Zealand,http://www.pbtech.co.nz/,http://www.pbtech.co.nz/,Unavailable,2113-11-19
77172,Approved,2MORO & IT,2I400-50ERN-a,,New Zealand,New Zealand,http://www.2moroit.co.nz/,http://www.2moroit.co.nz/,Unavailable,2113-11-26
77187,Approved,Onlinesale Computers,AMD5300-FSP400W-b,,New Zealand,New Zealand,http://www.onlinesale.co.nz/,,Unavailable,2113-11-26
77190,Approved,PB,WKSPBHM023403-d,,New Zealand,New Zealand,,,Unavailable,2113-11-19
77192,Approved,PB,WKSPBHN017128-a,,New Zealand,New Zealand,http://www.pbtech.co.nz/,http://www.pbtech.co.nz/,Unavailable,2113-11-19
77195,Approved,PB,WKSPBHN017372-a,,New Zealand,New Zealand,http://www.pbtech.co.nz/,http://www.pbtech.co.nz/,Unavailable,2113-11-19
77196,Approved,PB,WKSPBHN017439-a,,New Zealand,New Zealand,http://www.pbtech.co.nz/,http://www.pbtech.co.nz/,Unavailable,2113-11-19
77197,Approved,PB,WKSPBHN017260-a,,New Zealand,New Zealand,http://www.pbtech.co.nz/,http://www.pbtech.co.nz/,Unavailable,2113-11-19
77206,Approved,PB,WKSPN496261-a,,New Zealand,New Zealand,http://www.pbtech.co.nz/,http://www.pbtech.co.nz/,Unavailable,2113-11-19
77230,Approved,Gigabyte,Acclaim-a,,New Zealand,New Zealand,,http://www.gigabyte.com/,Unavailable,2113-11-21
77238,Approved,PB,WKSPN351850-a,,New Zealand,New Zealand,http://www.pbtech.co.nz/,http://www.pbtech.co.nz/,Unavailable,2113-11-21
77239,Approved,PB,WKSPBHM023564-d,,New Zealand,New Zealand,,,Unavailable,2113-11-21
77240,Approved,PB,WKSPBHM023565-b,,New Zealand,New Zealand,,,Unavailable,2113-11-21
77242,Approved,PB,WKSPBDT198986-a,,New Zealand,New Zealand,,http://www.pbtech.co.nz/,Unavailable,2113-11-21
77243,Approved,PB,WKSPBDT-a,,New Zealand,New Zealand,,http://www.pbtech.co.nz/,Unavailable,2113-11-21
77260,Approved,PB,WKSPBHM023599 -d,,New Zealand,New Zealand,,,Unavailable,2113-11-21
77261,Approved,Exceed,Exceed-a,,New Zealand,New Zealand,,http://www.itatwork.co.nz/,Unavailable,2113-11-21
77262,Approved,Extreme,Extreme-a,,New Zealand,New Zealand,,http://www.itatwork.co.nz/,Unavailable,2113-11-25
77263,Approved,PB,WKSPBHM023630-d,,New Zealand,New Zealand,,,Unavailable,2113-11-25
77291,Approved,2MORO & IT,2IAU-850PRO-a,,New Zealand,New Zealand,http://www.2moroit.co.nz/,http://www.2moroit.co.nz/,Unavailable,2113-11-25
77302,Approved,PB,WKSPBHM023952-d,,New Zealand,New Zealand,,,Unavailable,2113-11-26
77303,Approved,PB,WKSPBHM023763 -d,,New Zealand,New Zealand,,,Unavailable,2113-11-26
77305,Approved,PB,WKSPBHM024036-d,,New Zealand,New Zealand,,,Unavailable,2113-11-26
77306,Approved,PB,WKSPBHM024023-d,,New Zealand,New Zealand,,,Unavailable,2113-11-26
77307,Approved,PB,WKSPB24005-d,,New Zealand,New Zealand,,,Unavailable,2113-11-26
77357,Approved,PB,WKSPBHM024060-d,,New Zealand,New Zealand,,,Unavailable,2113-11-26
77364,Approved,PB,WKSPBHM024112-b,,New Zealand,New Zealand,,,Unavailable,2113-11-26
77366,Approved,PB Manukau,WKSPBMN239918-a,,New Zealand,New Zealand,,http://pbtech.co.nz/,Unavailable,2113-11-28
77367,Approved,PB Manukau,WKSPBMN238463-a,,New Zealand,New Zealand,,http://pbtech.co.nz/,Unavailable,2113-11-28
77368,Approved,PB Manukau,WKSPBMN238463-a,,New Zealand,New Zealand,,http://pbtech.co.nz/,Unavailable,2113-11-28
77369,Approved,PB Manukau,WKSPBMN238463-a,,New Zealand,New Zealand,,http://pbtech.co.nz/,Unavailable,2113-11-28
77370,Approved,PB Manukau,WKSPBMN238463-a,,New Zealand,New Zealand,,http://pbtech.co.nz/,Unavailable,2113-11-28
77374,Approved,PB Manukau,WKSPBMN238463-a,,New Zealand,New Zealand,,http://pbtech.co.nz/,Unavailable,2113-11-28
77375,Approved,PB Manukau,WKSPBMN238882-a,,New Zealand,New Zealand,,http://pbtech.co.nz/,Unavailable,2113-11-28
77376,Approved,PB Manukau,WKSPBMN238930-a,,New Zealand,New Zealand,,http://pbtech.co.nz/,Unavailable,2113-11-28
77377,Approved,PB Manukau,WKSPBMN239273-a,,New Zealand,New Zealand,,http://pbtech.co.nz/,Unavailable,2113-11-28
77387,Approved,PB,WKSPBHM024247-d,,New Zealand,New Zealand,,,Unavailable,2113-11-28
77388,Approved,PB,WKSPBHM024098-d,,New Zealand,New Zealand,,,Unavailable,2113-11-28
77389,Approved,PB,WKSPBHM023993-d,,New Zealand,New Zealand,,,Unavailable,2113-11-28
77394,Approved,PB Manukau,WKSPBMN239074-a,,New Zealand,New Zealand,,http://pbtech.co.nz/,Unavailable,2113-11-28
77395,Approved,PB Manukau,WKSPBMN239491-a,,New Zealand,New Zealand,,http://pbtech.co.nz/,Unavailable,2113-11-28
