Submit_ID,Brand_Reg,Model_No,Family Name,SoldIn,Country,Sing_or_fam,standard_rating,condenser_type,cert_program,cooling_capacity,Decl_COP,Decl_IPLV,ExpDate,GrandDate,SubmitStatus,Product Class,Availability Status,Product Website,Representative Brand URL,Registration Basis
122670,YORK,YVWH115CA,,"Australia,Fiji,New Zealand",China,Single,True,Water Cooled,,403.6,6.176,10.85,2025-03-03,,Approved,Single product class,Available,http://www.johnsoncontrols.com.au/,http://www.johnsoncontrols.com.au,AHRI
123052,DAIKIN,ZUWV5K8JSG / F2612-JH / C2212-6K,,Australia,China,Single,True,Water Cooled,,1065.0,6.389,10.51,2024-07-25,,Approved,Single product class,Available,http://www.daikin.com.au/,http://www.daikin.com.au,AHRI
123053,DAIKIN,ZUWV5K8JSG / F2612-MH / C2212-3K,,Australia,China,Single,True,Water Cooled,,887.9,6.535,9.943,2024-07-25,,Approved,Single product class,Available,http://www.daikin.com.au/,http://www.daikin.com.au,AHRI
123162,CARRIER,19XRV7R72,,"Australia,Fiji,New Zealand","United States of America,France,China",Single,True,Water Cooled,,3500.0,6.394,10.53,2024-08-01,,Approved,Single product class,Available,,http://www.ahi-carrier.com.au,AHRI
123177,CARRIER,19XRV4649,,"Australia,Fiji,New Zealand","United States of America,France,China",Single,True,Water Cooled,,1500.0,6.309,10.49,2024-07-31,,Approved,Single product class,Available,,http://www.ahi-carrier.com.au,AHRI
123273,Smardt,WB044.2A,WB044.2A,"Australia,Fiji,New Zealand","China,Canada,Australia",Family,True,Water Cooled,,600.0,5.518,10.54,2025-04-27,,Approved,Single product class,Available,http://www.smardt.com,http://www.smardt.com/,AHRI
123273,Smardt,WB044.2A.F2AEHA.F2AGHA.0xx,WB044.2A,"Australia,Fiji,New Zealand","China,Canada,Australia",Family,True,Water Cooled,,600.0,5.518,10.54,2025-04-27,,Approved,Single product class,Available,http://www.smardt.com,http://www.smardt.com/,AHRI
123273,Smardt,WB044.2AHxx.F2AEHA.F2AGHA.0xx,WB044.2A,"Australia,Fiji,New Zealand","China,Canada,Australia",Family,True,Water Cooled,,600.0,5.518,10.54,2025-04-27,,Approved,Single product class,Available,http://www.smardt.com,http://www.smardt.com/,AHRI
123431,CARRIER,23XRV5250,,"Australia,Fiji,New Zealand","United States of America,France,China",Single,True,Water Cooled,,1900.0,6.112,10.54,2024-08-14,,Approved,Single product class,Available,,http://www.ahi-carrier.com.au,AHRI
123586,BLUE BOX,TETRIS W REV 38.4,,Australia,Italy,Single,True,Water Cooled,,363.8,5.05,6.71,2024-08-20,,Approved,Single product class,Available,http://www.blueboxcooling.com/en,http://www.blueboxcooling.com/en,Eurovent
123650,CARRIER,19XRV4040,,"Australia,Fiji,New Zealand","United States of America,France,China",Single,True,Water Cooled,,1400.0,5.913,9.574,2024-08-27,,Approved,Single product class,Available,,http://www.ahi-carrier.com.au,AHRI
123659,CARRIER,30XW1351P,,"Australia,Fiji,New Zealand","United States of America,France,China",Single,True,Water Cooled,,1348.0,6.303,7.721,2024-11-18,,Approved,Single product class,Available,,http://www.ahi-carrier.com.au,AHRI
123660,CARRIER,30KAV0800,,"Australia,Fiji,New Zealand","United States of America,France,China",Single,True,Air Cooled,,798.0,3.07,5.489,2024-08-23,,Approved,Single product class,Available,,http://www.ahi-carrier.com.au,AHRI
124030,CARRIER,19DVG22G24,,"Australia,Fiji,New Zealand","United States of America,France,China",Single,True,Water Cooled,,2455.0,6.48,11.51,2024-09-19,,Approved,Single product class,Available,,http://www.ahi-carrier.com.au,AHRI
124233,DAIKIN,EWWD505VZPS A1,,Australia,Italy,Single,True,Water Cooled,,503.4,6.141,9.61,2024-10-02,,Approved,Single product class,Available,http://www.daikin.com.au/,http://www.daikin.com.au,Eurovent
124977,CARRIER,30KA0800,,"Australia,Fiji,New Zealand","United States of America,France,China",Single,True,Air Cooled,,774.0,3.06,4.449,2024-11-18,,Approved,Single product class,Available,,http://www.ahi-carrier.com.au,AHRI
124987,CARRIER,19PVOCOD,,"Australia,Fiji,New Zealand","United States of America,France,China",Single,True,Water Cooled,,880.0,5.964,10.78,2024-11-25,,Approved,Single product class,Available,,http://www.ahi-carrier.com.au,AHRI
124994,CARRIER,23XRV3031,,"Australia,Fiji,New Zealand","United States of America,France,China",Single,True,Water Cooled,,990.0,5.627,10.4,2024-11-19,,Approved,Single product class,Available,,http://www.ahi-carrier.com.au,AHRI
