Submit_ID,Brand_Reg,Model_No,Family Name,SoldIn,Country,Sing_or_fam,standard_rating,condenser_type,cert_program,cooling_capacity,Decl_COP,Decl_IPLV,ExpDate,GrandDate,SubmitStatus,Product Class,Availability Status,Product Website,Representative Brand URL,Registration Basis
124995,CARRIER,30KA0550,,"Australia,Fiji,New Zealand","United States of America,France,China",Single,True,Air Cooled,,560.0,3.06,4.439,2024-11-19,,Approved,Single product class,Available,,http://www.ahi-carrier.com.au,AHRI
124996,CARRIER,19XRV7072,,"Australia,Fiji,New Zealand","United States of America,France,China",Single,True,Water Cooled,,2950.0,6.343,10.04,2024-11-25,,Approved,Single product class,Available,,http://www.ahi-carrier.com.au,AHRI
124998,CARRIER,19XR7071,,"Australia,Fiji,New Zealand","United States of America,France,China",Single,True,Water Cooled,,3600.0,6.017,6.791,2024-11-20,,Approved,Single product class,Available,,http://www.ahi-carrier.com.au,AHRI
124999,CARRIER,30KA0900,,"Australia,Fiji,New Zealand","United States of America,France,China",Single,True,Air Cooled,,890.0,3.09,4.404,2024-11-20,,Approved,Single product class,Available,,http://www.ahi-carrier.com.au,AHRI
125006,CARRIER,19PVOEOD,,"Australia,Fiji,New Zealand","United States of America,France,China",Single,True,Water Cooled,,828.0,6.146,10.79,2024-11-20,,Approved,Single product class,Available,,http://www.ahi-carrier.com.au,AHRI
125053,CARRIER,19PVK2K2,,"Australia,Fiji,New Zealand","United States of America,France,China",Single,True,Water Cooled,,600.0,6.067,10.4,2024-11-21,,Approved,Single product class,Available,,http://www.ahi-carrier.com.au,AHRI
125196,CARRIER,23XRV4547,,"Australia,Fiji,New Zealand","United States of America,China",Single,True,Water Cooled,,1650.0,6.39,10.63,2024-12-03,,Approved,Single product class,Available,,http://www.ahi-carrier.com.au,AHRI
125251,CARRIER,19DVG44G44,,"Australia,Fiji,New Zealand","United States of America,France,China",Single,True,Water Cooled,,2700.0,6.955,12.0,2024-12-05,,Approved,Single product class,Available,,http://www.ahi-carrier.com.au,AHRI
125253,CARRIER,19PVK3K3,,"Australia,Fiji,New Zealand","United States of America,France,China",Single,True,Water Cooled,,620.0,6.017,10.6,2024-12-06,,Approved,Single product class,Available,,http://www.ahi-carrier.com.au,AHRI
126119,CARRIER,30XW-V350,,"Australia,Fiji,New Zealand","United States of America,France,China",Single,False,Water Cooled,,1217.0,5.594,9.894,2025-01-13,,Approved,Single product class,Available,,http://www.ahi-carrier.com.au,AHRI
126120,CARRIER,30XW-0352P,,"Australia,Fiji,New Zealand","United States of America,France,China",Single,True,Water Cooled,AHRI,368.7,5.626,6.891,2025-01-10,,Approved,Single product class,Available,,http://www.ahi-carrier.com.au,
126121,CARRIER,30XW-V310,,"Australia,Fiji,New Zealand","United States of America,France,China",Single,True,Water Cooled,,1109.0,5.838,9.823,2025-01-21,,Approved,Single product class,Available,,http://www.ahi-carrier.com.au,AHRI
126124,CARRIER,30XW-V358,,"Australia,Fiji,New Zealand","United States of America,France,China",Single,True,Water Cooled,,1261.0,6.276,9.817,2025-01-30,,Approved,Single product class,Available,,http://www.ahi-carrier.com.au,AHRI
128379,CARRIER,19DVH44H44,,"Australia,Fiji,New Zealand","United States of America,France,China",Single,True,Water Cooled,,2875.0,6.826,12.32,2025-04-22,,Approved,Single product class,Available,,http://www.ahi-carrier.com.au,AHRI
128495,CARRIER,30KAV1100,,"Australia,Fiji,New Zealand","United States of America,France,China",Single,True,Air Cooled,,1068.0,3.021,5.434,2025-04-30,,Approved,Single product class,Available,,http://www.ahi-carrier.com.au,AHRI
128704,Smardt,WB145.3H.F2BGJA.F2BMJA.T,WB145.3H.F2BGJA.F2BMJA.T,"Australia,Fiji,New Zealand","Canada,China,Australia",Family,True,Water Cooled,,1500.0,6.273,11.55,2025-05-04,,Approved,Single product class,Available,http://www.smardt.com,http://www.smardt.com/,AHRI
128704,Smardt,WB145.3H.F2BGJA.F2BMJA.Txx,WB145.3H.F2BGJA.F2BMJA.T,"Australia,Fiji,New Zealand","Canada,China,Australia",Family,True,Water Cooled,,1500.0,6.273,11.55,2025-05-04,,Approved,Single product class,Available,http://www.smardt.com,http://www.smardt.com/,AHRI
128704,Smardt,WB145.3HHxx.F2BGJA.F2BMJA.Txx,WB145.3H.F2BGJA.F2BMJA.T,"Australia,Fiji,New Zealand","Canada,China,Australia",Family,True,Water Cooled,,1500.0,6.273,11.55,2025-05-04,,Approved,Single product class,Available,http://www.smardt.com,http://www.smardt.com/,AHRI
128705,Smardt,WB180.4H.F2BANA.F2BMNA.E,WB180.4H.F2BANA.F2BMNA.E,"Australia,Fiji,New Zealand","Canada,China,Australia",Family,True,Water Cooled,,1800.0,6.544,11.71,2025-05-04,,Approved,Single product class,Unavailable,http://www.smardt.com,http://www.smardt.com/,AHRI
128705,Smardt,WB180.4H.F2BANA.F2BMNA.Exx,WB180.4H.F2BANA.F2BMNA.E,"Australia,Fiji,New Zealand","Canada,China,Australia",Family,True,Water Cooled,,1800.0,6.544,11.71,2025-05-04,,Approved,Single product class,Unavailable,http://www.smardt.com,http://www.smardt.com/,AHRI
128705,Smardt,WB180.4HHxx.F2BANA.F2BMNA.Exx,WB180.4H.F2BANA.F2BMNA.E,"Australia,Fiji,New Zealand","Canada,China,Australia",Family,True,Water Cooled,,1800.0,6.544,11.71,2025-05-04,,Approved,Single product class,Unavailable,http://www.smardt.com,http://www.smardt.com/,AHRI
129049,DAIKIN,EWAT460B-SLA2,,"Australia,New Zealand",Italy,Single,True,Air Cooled,,466.8,2.765,4.75,2025-05-19,,Approved,Single product class,Available,http://www.daikin.com.au/,http://www.daikin.com.au,Eurovent
129055,DAIKIN,EWAT460B-SSA2,,"Australia,New Zealand",Italy,Single,True,Air Cooled,,466.8,2.765,4.75,2025-05-19,,Approved,Single product class,Available,http://www.daikin.com.au/,http://www.daikin.com.au,Eurovent
129683,YORK,YVAA0323E,,"Australia,Fiji,New Zealand","Mexico,China",Single,True,Air Cooled,,1195.0,2.954,5.328,2025-06-18,,Approved,Single product class,Available,http://www.johnsoncontrols.com.au/,http://www.johnsoncontrols.com.au,AHRI
130040,Smardt,WB400.3U.F2BENB.F2BMNB.T,WB400.3U.F2BENB.F2BMNB.T,"Australia,Fiji,New Zealand","Canada,China,Australia",Family,True,Water Cooled,,4000.0,6.536,11.459,2025-06-19,,Approved,Single product class,Available,http://www.smardt.com,http://www.smardt.com/,AHRI
130040,Smardt,WB400.3U.F2BENB.F2BMNB.Txx,WB400.3U.F2BENB.F2BMNB.T,"Australia,Fiji,New Zealand","Canada,China,Australia",Family,True,Water Cooled,,4000.0,6.536,11.459,2025-06-19,,Approved,Single product class,Available,http://www.smardt.com,http://www.smardt.com/,AHRI
130040,Smardt,WB400.3UHxx.F2BENB.F2BMNB.Txx,WB400.3U.F2BENB.F2BMNB.T,"Australia,Fiji,New Zealand","Canada,China,Australia",Family,True,Water Cooled,,4000.0,6.536,11.459,2025-06-19,,Approved,Single product class,Available,http://www.smardt.com,http://www.smardt.com/,AHRI
130082,CARRIER,30KA1500,,"Australia,Fiji,New Zealand","United States of America,France,China",Single,True,Air Cooled,,1484.0,3.103,4.483,2025-06-22,,Approved,Single product class,Available,,http://www.ahi-carrier.com.au,AHRI
130086,CARRIER,30KA0450,,"Australia,Fiji,New Zealand","United States of America,France,China",Single,True,Air Cooled,,426.0,3.162,4.495,2025-06-22,,Approved,Single product class,Available,,http://www.ahi-carrier.com.au,AHRI
130089,CARRIER,30XW-V460,,"Australia,Fiji,New Zealand","United States of America,France,China",Single,False,Water Cooled,,1492.0,4.936,9.593,2025-06-30,,Approved,Single product class,Available,,http://www.ahi-carrier.com.au,AHRI
130174,Clint,CWW/TTY 3002-1,,Australia,Italy,Single,True,Water Cooled,,640.0,6.15,10.84,2025-07-10,,Approved,Single product class,Available,http://www.gind.it,https://clint.it/en/,Eurovent
130427,YORK,YCWL0532HE,,"Australia,Fiji,New Zealand","Mexico,France",Single,True,Water Cooled,AHRI,499.3,5.262,7.874,2025-07-08,,Approved,Single product class,Available,http://www.johnsoncontrols.com.au/,http://www.johnsoncontrols.com.au,
130432,YORK,YVAA0270D,,"Australia,Fiji,New Zealand","Mexico,China",Single,True,Air Cooled,,931.5,2.898,4.952,2025-07-08,,Approved,Single product class,Available,http://www.johnsoncontrols.com.au/,http://www.johnsoncontrols.com.au,AHRI
130557,Multistack,MTW150MF,,Australia,China,Single,True,Water Cooled,,527.5,5.42,9.94,2025-07-09,,Approved,Single product class,Available,http://multistack.com.cn/en.php/Index/index,,AHRI
130823,YORK,YZ; FC2512-A2Z; CB2112-B2Z; AN030; MA033; P033,,"Australia,Fiji,New Zealand","United States of America,China",Single,True,Water Cooled,,945.0,6.206,10.35,2025-07-20,,Approved,Single product class,Available,http://www.johnsoncontrols.com.au/,http://www.johnsoncontrols.com.au,AHRI
