ApplStandard,Brand,Country,In_Voltage,Model No,Family Name,model_comply,N-Standard,network_voltage,Out_Voltage,Output,powersupply,Sold_in,Submit_ID,SubmitStatus,SWERType,tested_PE,ExpDate,GrandDate,Product Class,Transformer Type,Availability Status,Product Website,Representative Brand URL
AS/NZS 2374.1.2:2003/Amdt 1:2005,ETEL Limited,New Zealand,11000.0,D839,D385,False,AS 60076.1:2005,11kV,415.0,1500.0,Three Phase,New Zealand,123144,Approved,False,99.38,2119-07-30,,Class 2,Oil Immersed,Available,http://www.eteltransformers.co.nz/,
AS/NZS 2374.1.2:2003/Amdt 1:2005,ETEL Limited,New Zealand,11000.0,D894,D385,False,AS 60076.1:2005,11kV,415.0,1500.0,Three Phase,New Zealand,123144,Approved,False,99.38,2119-07-30,,Class 2,Oil Immersed,Available,http://www.eteltransformers.co.nz/,
AS/NZS 2374.1.2:2003/Amdt 1:2005,ETEL Limited,New Zealand,11000.0,D923,D385,False,AS 60076.1:2005,11kV,415.0,1500.0,Three Phase,New Zealand,123144,Approved,False,99.38,2119-07-30,,Class 2,Oil Immersed,Available,http://www.eteltransformers.co.nz/,
AS/NZS 2374.1.2:2003/Amdt 1:2005,ETEL Limited,New Zealand,11000.0,D383,D631,False,AS 60076.1:2005,11kV,415.0,1250.0,Three Phase,New Zealand,123148,Approved,False,99.34,2119-07-30,,Class 2,Oil Immersed,Available,http://www.eteltransformers.co.nz/,
AS/NZS 2374.1.2:2003/Amdt 1:2005,ETEL Limited,New Zealand,11000.0,D631,D631,False,AS 60076.1:2005,11kV,415.0,1250.0,Three Phase,New Zealand,123148,Approved,False,99.34,2119-07-30,,Class 2,Oil Immersed,Available,http://www.eteltransformers.co.nz/,
AS/NZS 2374.1.2:2003/Amdt 1:2005,ETEL Limited,New Zealand,11000.0,D626,D908,False,AS 60076.1:2005,11kV,415.0,2000.0,Three Phase,New Zealand,123164,Approved,False,99.43,2119-07-31,,Class 2,Oil Immersed,Available,http://www.eteltransformers.co.nz/,
AS/NZS 2374.1.2:2003/Amdt 1:2005,ETEL Limited,New Zealand,11000.0,D906,D908,False,AS 60076.1:2005,11kV,415.0,2000.0,Three Phase,New Zealand,123164,Approved,False,99.43,2119-07-31,,Class 2,Oil Immersed,Available,http://www.eteltransformers.co.nz/,
AS/NZS 2374.1.2:2003/Amdt 1:2005,ETEL Limited,New Zealand,11000.0,D908,D908,False,AS 60076.1:2005,11kV,415.0,2000.0,Three Phase,New Zealand,123164,Approved,False,99.43,2119-07-31,,Class 2,Oil Immersed,Available,http://www.eteltransformers.co.nz/,
Greenhouse and Energy Minimum Standards (Power Transformers) Determination 2012,CCT,Thailand,11000.0,123521-12 (750kVA 11-0.433kV ONAN),,False,AS 2374.1,11kV,433.0,750.0,Three Phase,Australia,123263,Approved,False,99.36,2024-08-06,,Class 2,Oil Immersed,Available,,http://Charoenchai Transformers
Greenhouse and Energy Minimum Standards (Power Transformers) Determination 2012,CCT,Thailand,11000.0,123525-57 (1500kVA 11-0.433kV ONAN),,False,AS 2374.1,11kV,433.0,1500.0,Three Phase,Australia,123264,Approved,False,99.43,2024-08-06,,Class 2,Oil Immersed,Available,,http://Charoenchai Transformers
Greenhouse and Energy Minimum Standards (Power Transformers) Determination 2012,CCT,Thailand,11000.0,123525-88 (1500kVA 11-1.05kV KNAN),,False,AS 2374.1,11kV,1050.0,1500.0,Three Phase,Australia,123265,Approved,False,99.45,2024-08-20,,Class 2,Oil Immersed,Available,,http://Charoenchai Transformers
Greenhouse and Energy Minimum Standards (Power Transformers) Determination 2012,Shenda,China,11000.0,S-500/11,,False,AS 2374.1,11kV,415.0,500.0,Three Phase,Australia,124102,Approved,False,99.24,2024-11-29,,Class 2,Oil Immersed,Available,https://www.nepeanpower.com,
Greenhouse and Energy Minimum Standards (Power Transformers) Determination 2012,CCT,Thailand,11000.0,123521-21 (750kVA 11-0.433kV ONAN),,False,AS 2374.1,11kV,433.0,750.0,Three Phase,Australia,124310,Approved,False,99.38,2024-10-04,,Class 2,Oil Immersed,Available,,http://Charoenchai Transformers
Greenhouse and Energy Minimum Standards (Power Transformers) Determination 2012,CCT,Thailand,11000.0,123519-46 (500kVA 11-0.433kV ONAN),,False,AS 2374.1,11kV,433.0,500.0,Three Phase,Australia,124311,Approved,False,99.3,2024-10-15,,Class 2,Oil Immersed,Available,,http://Charoenchai Transformers
Greenhouse and Energy Minimum Standards (Power Transformers) Determination 2012,ABB,China,11000.0,SCB-1600/11,,True,AS 2374.1,11kV,415.0,1600.0,Three Phase,"Australia,Fiji,New Zealand",125441,Approved,False,99.38,2024-12-09,,Class 5,Dry Type,Available,https://new.abb.com/cn/en/about/businesses/power-grids-division/shanghai-transformer,https://new.abb.com/cn/en/about/businesses/power-grids-division/shanghai-transformer
Greenhouse and Energy Minimum Standards (Power Transformers) Determination 2012,ABB Power grids Korea.,South Korea,11000.0,1LKR19000005576,,True,AS 2374.1,11kV,415.0,2000.0,Three Phase,Australia,127235,Approved,False,99.329,2025-05-06,,Class 5,Dry Type,Available,,
Greenhouse and Energy Minimum Standards (Power Transformers) Determination 2012,ABB Power grids Korea.,South Korea,11000.0,1LKR19000005578,,True,AS 2374.1,11kV,415.0,750.0,Three Phase,Australia,127806,Approved,False,99.139,2025-05-05,,Class 5,Dry Type,Available,,
Greenhouse and Energy Minimum Standards (Power Transformers) Determination 2012,ABB Power grids Korea.,South Korea,11000.0,1LKR19000005577,,True,AS 2374.1,11kV,415.0,1500.0,Three Phase,Australia,127807,Approved,False,99.269,2025-05-06,,Class 5,Dry Type,Available,,
Greenhouse and Energy Minimum Standards (Power Transformers) Determination 2012,CCT,Thailand,11000.0,233523 (1000kVA 11-0.433kV KNAN) K4-Factor,,True,AS 2374.1,11kV,433.0,1020.0,Three Phase,"Australia,Fiji",128101,Approved,False,99.4,2025-04-03,,Class 2,Oil Immersed,Available,,http://Charoenchai Transformers
Greenhouse and Energy Minimum Standards (Power Transformers) Determination 2012,CCT,Thailand,22000.0,123225-84 (1500kVA 22-0.433kV KNAN),,True,AS 2374.1,22kV,433.0,1500.0,Three Phase,Australia,128103,Approved,False,99.44,2025-04-03,,Class 2,Oil Immersed,Available,,http://Charoenchai Transformers
Greenhouse and Energy Minimum Standards (Power Transformers) Determination 2012,CCT,Thailand,22000.0,123228-44 (2500kVA 22-6.9kV KNAN),,False,AS 2374.1,22kV,6900.0,2500.0,Three Phase,Australia,128104,Approved,False,99.42,2025-04-03,,Class 2,Oil Immersed,Available,,http://Charoenchai Transformers
Greenhouse and Energy Minimum Standards (Power Transformers) Determination 2012,CCT,Thailand,11000.0,123523-97 (1000kVA 11-0.415kV KNAN),,True,AS 2374.1,11kV,415.0,1000.0,Three Phase,Australia,128105,Approved,False,99.39,2025-04-03,,Class 2,Oil Immersed,Available,,http://Charoenchai Transformers
Greenhouse and Energy Minimum Standards (Power Transformers) Determination 2012,CCT,Thailand,11000.0,123523-46 (1000kVA 11-0.415kV ONAN),,True,AS 2374.1,11kV,415.0,1000.0,Three Phase,Australia,128900,Approved,False,99.4,2025-05-14,,Class 2,Oil Immersed,Available,,http://Charoenchai Transformers
Greenhouse and Energy Minimum Standards (Power Transformers) Determination 2012,CCT,Thailand,22000.0,123224-59 (1250kVA 22-0.415kV KNAN),,True,AS 2374.1,22kV,415.0,1250.0,Three Phase,Australia,128903,Approved,False,99.41,2025-05-14,,Class 2,Oil Immersed,Available,,http://Charoenchai Transformers
AS/NZS 2374.1.2:2003/Amdt 1:2005,ETEL Limited,New Zealand,11000.0,D528,,False,AS 60076.1:2005,11kV,415.0,2500.0,Three Phase,New Zealand,130916,Approved,False,99.4,2120-07-21,,Class 2,Oil Immersed,Available,http://www.eteltransformers.co.nz/,
